pair,metric,component,layer,head,value_std
original_vs_version2,head_output_maxmatch_cosine,head_output,17,5,0.017336
original_vs_version2,head_output_maxmatch_cosine,head_output,17,6,0.013571
original_vs_version2,head_output_maxmatch_cosine,head_output,17,7,0.00861
original_vs_version2,head_output_maxmatch_cosine,head_output,17,8,0.016887
original_vs_version2,head_output_maxmatch_cosine,head_output,17,9,0.015657
original_vs_version2,head_output_maxmatch_cosine,head_output,17,10,0.014241
original_vs_version2,head_output_maxmatch_cosine,head_output,17,11,0.011674
original_vs_version2,head_output_maxmatch_cosine,head_output,17,12,0.012717
original_vs_version2,head_output_maxmatch_cosine,head_output,17,13,0.015858
original_vs_version2,head_output_maxmatch_cosine,head_output,17,14,0.015975
original_vs_version2,head_output_maxmatch_cosine,head_output,17,15,0.008349
original_vs_version2,head_output_maxmatch_cosine,head_output,17,16,0.004522
original_vs_version2,head_output_maxmatch_cosine,head_output,17,17,0.007515
original_vs_version2,head_output_maxmatch_cosine,head_output,17,18,0.009472
original_vs_version2,head_output_maxmatch_cosine,head_output,17,19,0.012376
original_vs_version2,head_output_maxmatch_cosine,head_output,17,20,0.018339
original_vs_version2,head_output_maxmatch_cosine,head_output,17,21,0.01629
original_vs_version2,head_output_maxmatch_cosine,head_output,17,22,0.015125
original_vs_version2,head_output_maxmatch_cosine,head_output,17,23,0.016081
original_vs_version2,head_output_maxmatch_cosine,head_output,17,24,0.015832
original_vs_version2,head_output_maxmatch_cosine,head_output,17,25,0.009813
original_vs_version2,head_output_maxmatch_cosine,head_output,17,26,0.01371
original_vs_version2,head_output_maxmatch_cosine,head_output,17,27,0.010163
original_vs_version2,head_output_maxmatch_cosine,head_output,17,28,0.018723
original_vs_version2,head_output_maxmatch_cosine,head_output,17,29,0.008141
original_vs_version2,head_output_maxmatch_cosine,head_output,17,30,0.009532
original_vs_version2,head_output_maxmatch_cosine,head_output,17,31,0.008153
original_vs_version2,head_output_maxmatch_cosine,head_output,17,32,0.010925
original_vs_version2,head_output_maxmatch_cosine,head_output,17,33,0.009651
original_vs_version2,head_output_maxmatch_cosine,head_output,17,34,0.009608
original_vs_version2,head_output_maxmatch_cosine,head_output,17,35,0.010935
original_vs_version2,head_output_maxmatch_cosine,head_output,17,36,0.010982
original_vs_version2,head_output_maxmatch_cosine,head_output,17,37,0.011147
original_vs_version2,head_output_maxmatch_cosine,head_output,17,38,0.012577
original_vs_version2,head_output_maxmatch_cosine,head_output,17,39,0.011254
original_vs_version2,head_output_maxmatch_cosine,head_output,18,0,0.002594
original_vs_version2,head_output_maxmatch_cosine,head_output,18,1,0.00725
original_vs_version2,head_output_maxmatch_cosine,head_output,18,2,0.005833
original_vs_version2,head_output_maxmatch_cosine,head_output,18,3,0.008921
original_vs_version2,head_output_maxmatch_cosine,head_output,18,4,0.008762
original_vs_version2,head_output_maxmatch_cosine,head_output,18,5,0.018789
original_vs_version2,head_output_maxmatch_cosine,head_output,18,6,0.016701
original_vs_version2,head_output_maxmatch_cosine,head_output,18,7,0.015786
original_vs_version2,head_output_maxmatch_cosine,head_output,18,8,0.013558
original_vs_version2,head_output_maxmatch_cosine,head_output,18,9,0.017854
original_vs_version2,head_output_maxmatch_cosine,head_output,18,10,0.018799
original_vs_version2,head_output_maxmatch_cosine,head_output,18,11,0.018665
original_vs_version2,head_output_maxmatch_cosine,head_output,18,12,0.015467
original_vs_version2,head_output_maxmatch_cosine,head_output,18,13,0.011616
original_vs_version2,head_output_maxmatch_cosine,head_output,18,14,0.014558
original_vs_version2,head_output_maxmatch_cosine,head_output,18,15,0.009503
original_vs_version2,head_output_maxmatch_cosine,head_output,18,16,0.009752
original_vs_version2,head_output_maxmatch_cosine,head_output,18,17,0.017376
original_vs_version2,head_output_maxmatch_cosine,head_output,18,18,0.009437
original_vs_version2,head_output_maxmatch_cosine,head_output,18,19,0.010719
original_vs_version2,head_output_maxmatch_cosine,head_output,18,20,0.017047
original_vs_version2,head_output_maxmatch_cosine,head_output,18,21,0.01802
original_vs_version2,head_output_maxmatch_cosine,head_output,18,22,0.011882
original_vs_version2,head_output_maxmatch_cosine,head_output,18,23,0.017771
original_vs_version2,head_output_maxmatch_cosine,head_output,18,24,0.01978
original_vs_version2,head_output_maxmatch_cosine,head_output,18,25,0.012005
original_vs_version2,head_output_maxmatch_cosine,head_output,18,26,0.011291
original_vs_version2,head_output_maxmatch_cosine,head_output,18,27,0.010395
original_vs_version2,head_output_maxmatch_cosine,head_output,18,28,0.01134
original_vs_version2,head_output_maxmatch_cosine,head_output,18,29,0.012695
original_vs_version2,head_output_maxmatch_cosine,head_output,18,30,0.017502
original_vs_version2,head_output_maxmatch_cosine,head_output,18,31,0.016495
original_vs_version2,head_output_maxmatch_cosine,head_output,18,32,0.01716
original_vs_version2,head_output_maxmatch_cosine,head_output,18,33,0.017471
original_vs_version2,head_output_maxmatch_cosine,head_output,18,34,0.012117
original_vs_version2,head_output_maxmatch_cosine,head_output,18,35,0.018776
original_vs_version2,head_output_maxmatch_cosine,head_output,18,36,0.02067
original_vs_version2,head_output_maxmatch_cosine,head_output,18,37,0.016631
original_vs_version2,head_output_maxmatch_cosine,head_output,18,38,0.017528
original_vs_version2,head_output_maxmatch_cosine,head_output,18,39,0.017723
original_vs_version2,head_output_maxmatch_cosine,head_output,19,0,0.019264
original_vs_version2,head_output_maxmatch_cosine,head_output,19,1,0.018509
original_vs_version2,head_output_maxmatch_cosine,head_output,19,2,0.020036
original_vs_version2,head_output_maxmatch_cosine,head_output,19,3,0.018869
original_vs_version2,head_output_maxmatch_cosine,head_output,19,4,0.019222
original_vs_version2,head_output_maxmatch_cosine,head_output,19,5,0.018113
original_vs_version2,head_output_maxmatch_cosine,head_output,19,6,0.024222
original_vs_version2,head_output_maxmatch_cosine,head_output,19,7,0.010243
original_vs_version2,head_output_maxmatch_cosine,head_output,19,8,0.016269
original_vs_version2,head_output_maxmatch_cosine,head_output,19,9,0.025838
original_vs_version2,head_output_maxmatch_cosine,head_output,19,10,0.01811
original_vs_version2,head_output_maxmatch_cosine,head_output,19,11,0.01804
original_vs_version2,head_output_maxmatch_cosine,head_output,19,12,0.015929
original_vs_version2,head_output_maxmatch_cosine,head_output,19,13,0.019935
original_vs_version2,head_output_maxmatch_cosine,head_output,19,14,0.019787
original_vs_version2,head_output_maxmatch_cosine,head_output,19,15,0.011401
original_vs_version2,head_output_maxmatch_cosine,head_output,19,16,0.016705
original_vs_version2,head_output_maxmatch_cosine,head_output,19,17,0.012144
original_vs_version2,head_output_maxmatch_cosine,head_output,19,18,0.01188
original_vs_version2,head_output_maxmatch_cosine,head_output,19,19,0.013539
original_vs_version2,head_output_maxmatch_cosine,head_output,19,20,0.011062
original_vs_version2,head_output_maxmatch_cosine,head_output,19,21,0.010782
original_vs_version2,head_output_maxmatch_cosine,head_output,19,22,0.011119
original_vs_version2,head_output_maxmatch_cosine,head_output,19,23,0.011972
original_vs_version2,head_output_maxmatch_cosine,head_output,19,24,0.012598
original_vs_version2,head_output_maxmatch_cosine,head_output,19,25,0.018315
original_vs_version2,head_output_maxmatch_cosine,head_output,19,26,0.012925
original_vs_version2,head_output_maxmatch_cosine,head_output,19,27,0.016392
original_vs_version2,head_output_maxmatch_cosine,head_output,19,28,0.018428
original_vs_version2,head_output_maxmatch_cosine,head_output,19,29,0.016414
original_vs_version2,head_output_maxmatch_cosine,head_output,19,30,0.01888
original_vs_version2,head_output_maxmatch_cosine,head_output,19,31,0.017692
original_vs_version2,head_output_maxmatch_cosine,head_output,19,32,0.017395
original_vs_version2,head_output_maxmatch_cosine,head_output,19,33,0.017092
original_vs_version2,head_output_maxmatch_cosine,head_output,19,34,0.017403
original_vs_version2,head_output_maxmatch_cosine,head_output,19,35,0.013124
original_vs_version2,head_output_maxmatch_cosine,head_output,19,36,0.010878
original_vs_version2,head_output_maxmatch_cosine,head_output,19,37,0.010849
original_vs_version2,head_output_maxmatch_cosine,head_output,19,38,0.013582
original_vs_version2,head_output_maxmatch_cosine,head_output,19,39,0.009873
original_vs_version2,head_output_maxmatch_cosine,head_output,20,0,0.031233
original_vs_version2,head_output_maxmatch_cosine,head_output,20,1,0.030835
original_vs_version2,head_output_maxmatch_cosine,head_output,20,2,0.019692
original_vs_version2,head_output_maxmatch_cosine,head_output,20,3,0.022521
original_vs_version2,head_output_maxmatch_cosine,head_output,20,4,0.022936
original_vs_version2,head_output_maxmatch_cosine,head_output,20,5,0.010216
original_vs_version2,head_output_maxmatch_cosine,head_output,20,6,0.015602
original_vs_version2,head_output_maxmatch_cosine,head_output,20,7,0.012928
original_vs_version2,head_output_maxmatch_cosine,head_output,20,8,0.012438
original_vs_version2,head_output_maxmatch_cosine,head_output,20,9,0.012174
original_vs_version2,head_output_maxmatch_cosine,head_output,20,10,0.012276
original_vs_version2,head_output_maxmatch_cosine,head_output,20,11,0.009081
original_vs_version2,head_output_maxmatch_cosine,head_output,20,12,0.025439
original_vs_version2,head_output_maxmatch_cosine,head_output,20,13,0.014473
original_vs_version2,head_output_maxmatch_cosine,head_output,20,14,0.010116
original_vs_version2,head_output_maxmatch_cosine,head_output,20,15,0.018215
original_vs_version2,head_output_maxmatch_cosine,head_output,20,16,0.016103
original_vs_version2,head_output_maxmatch_cosine,head_output,20,17,0.017199
original_vs_version2,head_output_maxmatch_cosine,head_output,20,18,0.016069
original_vs_version2,head_output_maxmatch_cosine,head_output,20,19,0.015108
original_vs_version2,head_output_maxmatch_cosine,head_output,20,20,0.014036
original_vs_version2,head_output_maxmatch_cosine,head_output,20,21,0.016361
original_vs_version2,head_output_maxmatch_cosine,head_output,20,22,0.021153
original_vs_version2,head_output_maxmatch_cosine,head_output,20,23,0.015146
original_vs_version2,head_output_maxmatch_cosine,head_output,20,24,0.016576
original_vs_version2,head_output_maxmatch_cosine,head_output,20,25,0.015915
original_vs_version2,head_output_maxmatch_cosine,head_output,20,26,0.013796
original_vs_version2,head_output_maxmatch_cosine,head_output,20,27,0.015488
original_vs_version2,head_output_maxmatch_cosine,head_output,20,28,0.018186
original_vs_version2,head_output_maxmatch_cosine,head_output,20,29,0.015707
original_vs_version2,head_output_maxmatch_cosine,head_output,20,30,0.02136
original_vs_version2,head_output_maxmatch_cosine,head_output,20,31,0.019322
original_vs_version2,head_output_maxmatch_cosine,head_output,20,32,0.020287
original_vs_version2,head_output_maxmatch_cosine,head_output,20,33,0.017427
original_vs_version2,head_output_maxmatch_cosine,head_output,20,34,0.019871
original_vs_version2,head_output_maxmatch_cosine,head_output,20,35,0.013391
original_vs_version2,head_output_maxmatch_cosine,head_output,20,36,0.012639
original_vs_version2,head_output_maxmatch_cosine,head_output,20,37,0.011884
original_vs_version2,head_output_maxmatch_cosine,head_output,20,38,0.011569
original_vs_version2,head_output_maxmatch_cosine,head_output,20,39,0.012943
original_vs_version2,head_output_maxmatch_cosine,head_output,21,0,0.008076
original_vs_version2,head_output_maxmatch_cosine,head_output,21,1,0.010115
original_vs_version2,head_output_maxmatch_cosine,head_output,21,2,0.010778
original_vs_version2,head_output_maxmatch_cosine,head_output,21,3,0.011265
original_vs_version2,head_output_maxmatch_cosine,head_output,21,4,0.009547
original_vs_version2,head_output_maxmatch_cosine,head_output,21,5,0.011294
original_vs_version2,head_output_maxmatch_cosine,head_output,21,6,0.008018
original_vs_version2,head_output_maxmatch_cosine,head_output,21,7,0.013193
original_vs_version2,head_output_maxmatch_cosine,head_output,21,8,0.008518
original_vs_version2,head_output_maxmatch_cosine,head_output,21,9,0.008112
original_vs_version2,head_output_maxmatch_cosine,head_output,21,10,0.011724
original_vs_version2,head_output_maxmatch_cosine,head_output,21,11,0.012032
original_vs_version2,head_output_maxmatch_cosine,head_output,21,12,0.012111
original_vs_version2,head_output_maxmatch_cosine,head_output,21,13,0.011929
original_vs_version2,head_output_maxmatch_cosine,head_output,21,14,0.010338
original_vs_version2,head_output_maxmatch_cosine,head_output,21,15,0.015291
original_vs_version2,head_output_maxmatch_cosine,head_output,21,16,0.01754
original_vs_version2,head_output_maxmatch_cosine,head_output,21,17,0.016102
original_vs_version2,head_output_maxmatch_cosine,head_output,21,18,0.017065
original_vs_version2,head_output_maxmatch_cosine,head_output,21,19,0.014375
original_vs_version2,head_output_maxmatch_cosine,head_output,21,20,0.015194
original_vs_version2,head_output_maxmatch_cosine,head_output,21,21,0.016653
original_vs_version2,head_output_maxmatch_cosine,head_output,21,22,0.014625
original_vs_version2,head_output_maxmatch_cosine,head_output,21,23,0.01837
original_vs_version2,head_output_maxmatch_cosine,head_output,21,24,0.016452
original_vs_version2,head_output_maxmatch_cosine,head_output,21,25,0.006433
original_vs_version2,head_output_maxmatch_cosine,head_output,21,26,0.008951
original_vs_version2,head_output_maxmatch_cosine,head_output,21,27,0.013478
original_vs_version2,head_output_maxmatch_cosine,head_output,21,28,0.005875
original_vs_version2,head_output_maxmatch_cosine,head_output,21,29,0.022735
original_vs_version2,head_output_maxmatch_cosine,head_output,21,30,0.017066
original_vs_version2,head_output_maxmatch_cosine,head_output,21,31,0.015731
original_vs_version2,head_output_maxmatch_cosine,head_output,21,32,0.019354
original_vs_version2,head_output_maxmatch_cosine,head_output,21,33,0.017977
original_vs_version2,head_output_maxmatch_cosine,head_output,21,34,0.015261
original_vs_version2,head_output_maxmatch_cosine,head_output,21,35,0.018386
original_vs_version2,head_output_maxmatch_cosine,head_output,21,36,0.017111
original_vs_version2,head_output_maxmatch_cosine,head_output,21,37,0.014646
original_vs_version2,head_output_maxmatch_cosine,head_output,21,38,0.018724
original_vs_version2,head_output_maxmatch_cosine,head_output,21,39,0.017168
original_vs_version2,head_output_maxmatch_cosine,head_output,22,0,0.01634
original_vs_version2,head_output_maxmatch_cosine,head_output,22,1,0.016386
original_vs_version2,head_output_maxmatch_cosine,head_output,22,2,0.016609
original_vs_version2,head_output_maxmatch_cosine,head_output,22,3,0.015511
original_vs_version2,head_output_maxmatch_cosine,head_output,22,4,0.018012
original_vs_version2,head_output_maxmatch_cosine,head_output,22,5,0.024661
original_vs_version2,head_output_maxmatch_cosine,head_output,22,6,0.021249
original_vs_version2,head_output_maxmatch_cosine,head_output,22,7,0.022456
original_vs_version2,head_output_maxmatch_cosine,head_output,22,8,0.022244
original_vs_version2,head_output_maxmatch_cosine,head_output,22,9,0.023833
original_vs_version2,head_output_maxmatch_cosine,head_output,22,10,0.014346
original_vs_version2,head_output_maxmatch_cosine,head_output,22,11,0.01372
original_vs_version2,head_output_maxmatch_cosine,head_output,22,12,0.017393
original_vs_version2,head_output_maxmatch_cosine,head_output,22,13,0.014148
original_vs_version2,head_output_maxmatch_cosine,head_output,22,14,0.020168
original_vs_version2,head_output_maxmatch_cosine,head_output,22,15,0.004422
original_vs_version2,head_output_maxmatch_cosine,head_output,22,16,0.011149
original_vs_version2,head_output_maxmatch_cosine,head_output,22,17,0.010452
original_vs_version2,head_output_maxmatch_cosine,head_output,22,18,0.011738
original_vs_version2,head_output_maxmatch_cosine,head_output,22,19,0.009828
original_vs_version2,head_output_maxmatch_cosine,head_output,22,20,0.012022
original_vs_version2,head_output_maxmatch_cosine,head_output,22,21,0.012165
original_vs_version2,head_output_maxmatch_cosine,head_output,22,22,0.012193
original_vs_version2,head_output_maxmatch_cosine,head_output,22,23,0.01086
original_vs_version2,head_output_maxmatch_cosine,head_output,22,24,0.012475
original_vs_version2,head_output_maxmatch_cosine,head_output,22,25,0.009536
original_vs_version2,head_output_maxmatch_cosine,head_output,22,26,0.013001
original_vs_version2,head_output_maxmatch_cosine,head_output,22,27,0.01176
original_vs_version2,head_output_maxmatch_cosine,head_output,22,28,0.011283
original_vs_version2,head_output_maxmatch_cosine,head_output,22,29,0.006112
original_vs_version2,head_output_maxmatch_cosine,head_output,22,30,0.012838
original_vs_version2,head_output_maxmatch_cosine,head_output,22,31,0.013635
original_vs_version2,head_output_maxmatch_cosine,head_output,22,32,0.013182
original_vs_version2,head_output_maxmatch_cosine,head_output,22,33,0.014481
original_vs_version2,head_output_maxmatch_cosine,head_output,22,34,0.010692
original_vs_version2,head_output_maxmatch_cosine,head_output,22,35,0.010629
original_vs_version2,head_output_maxmatch_cosine,head_output,22,36,0.009462
original_vs_version2,head_output_maxmatch_cosine,head_output,22,37,0.011138
original_vs_version2,head_output_maxmatch_cosine,head_output,22,38,0.00952
original_vs_version2,head_output_maxmatch_cosine,head_output,22,39,0.009095
original_vs_version2,head_output_maxmatch_cosine,head_output,23,0,0.017064
original_vs_version2,head_output_maxmatch_cosine,head_output,23,1,0.018336
original_vs_version2,head_output_maxmatch_cosine,head_output,23,2,0.017022
original_vs_version2,head_output_maxmatch_cosine,head_output,23,3,0.015279
original_vs_version2,head_output_maxmatch_cosine,head_output,23,4,0.016066
original_vs_version2,head_output_maxmatch_cosine,head_output,23,5,0.010707
original_vs_version2,head_output_maxmatch_cosine,head_output,23,6,0.010739
original_vs_version2,head_output_maxmatch_cosine,head_output,23,7,0.011966
original_vs_version2,head_output_maxmatch_cosine,head_output,23,8,0.004183
original_vs_version2,head_output_maxmatch_cosine,head_output,23,9,0.011644
original_vs_version2,head_output_maxmatch_cosine,head_output,23,10,0.013844
original_vs_version2,head_output_maxmatch_cosine,head_output,23,11,0.01484
original_vs_version2,head_output_maxmatch_cosine,head_output,23,12,0.013658
original_vs_version2,head_output_maxmatch_cosine,head_output,23,13,0.014312
original_vs_version2,head_output_maxmatch_cosine,head_output,23,14,0.010274
original_vs_version2,head_output_maxmatch_cosine,head_output,23,15,0.024574
original_vs_version2,head_output_maxmatch_cosine,head_output,23,16,0.014084
original_vs_version2,head_output_maxmatch_cosine,head_output,23,17,0.016975
original_vs_version2,head_output_maxmatch_cosine,head_output,23,18,0.004712
original_vs_version2,head_output_maxmatch_cosine,head_output,23,19,0.022641
original_vs_version2,head_output_maxmatch_cosine,head_output,23,20,0.023245
original_vs_version2,head_output_maxmatch_cosine,head_output,23,21,0.02664
original_vs_version2,head_output_maxmatch_cosine,head_output,23,22,0.025276
original_vs_version2,head_output_maxmatch_cosine,head_output,23,23,0.022892
original_vs_version2,head_output_maxmatch_cosine,head_output,23,24,0.023023
original_vs_version2,head_output_maxmatch_cosine,head_output,23,25,0.015705
original_vs_version2,head_output_maxmatch_cosine,head_output,23,26,0.016755
original_vs_version2,head_output_maxmatch_cosine,head_output,23,27,0.013917
original_vs_version2,head_output_maxmatch_cosine,head_output,23,28,0.015967
original_vs_version2,head_output_maxmatch_cosine,head_output,23,29,0.016162
original_vs_version2,head_output_maxmatch_cosine,head_output,23,30,0.013424
original_vs_version2,head_output_maxmatch_cosine,head_output,23,31,0.017201
original_vs_version2,head_output_maxmatch_cosine,head_output,23,32,0.013967
original_vs_version2,head_output_maxmatch_cosine,head_output,23,33,0.013582
original_vs_version2,head_output_maxmatch_cosine,head_output,23,34,0.01163
original_vs_version2,head_output_maxmatch_cosine,head_output,23,35,0.018285
original_vs_version2,head_output_maxmatch_cosine,head_output,23,36,0.021872
original_vs_version2,head_output_maxmatch_cosine,head_output,23,37,0.01665
original_vs_version2,head_output_maxmatch_cosine,head_output,23,38,0.018492
original_vs_version2,head_output_maxmatch_cosine,head_output,23,39,0.018284
original_vs_version2,head_output_maxmatch_cosine,head_output,24,0,0.010734
original_vs_version2,head_output_maxmatch_cosine,head_output,24,1,0.012833
original_vs_version2,head_output_maxmatch_cosine,head_output,24,2,0.009621
original_vs_version2,head_output_maxmatch_cosine,head_output,24,3,0.012188
original_vs_version2,head_output_maxmatch_cosine,head_output,24,4,0.012876
original_vs_version2,head_output_maxmatch_cosine,head_output,24,5,0.035995
original_vs_version2,head_output_maxmatch_cosine,head_output,24,6,0.015245
original_vs_version2,head_output_maxmatch_cosine,head_output,24,7,0.011914
original_vs_version2,head_output_maxmatch_cosine,head_output,24,8,0.016213
original_vs_version2,head_output_maxmatch_cosine,head_output,24,9,0.019049
original_vs_version2,head_output_maxmatch_cosine,head_output,24,10,0.017287
original_vs_version2,head_output_maxmatch_cosine,head_output,24,11,0.019387
original_vs_version2,head_output_maxmatch_cosine,head_output,24,12,0.023348
original_vs_version2,head_output_maxmatch_cosine,head_output,24,13,0.018482
original_vs_version2,head_output_maxmatch_cosine,head_output,24,14,0.017224
original_vs_version2,head_output_maxmatch_cosine,head_output,24,15,0.016404
original_vs_version2,head_output_maxmatch_cosine,head_output,24,16,0.013693
original_vs_version2,head_output_maxmatch_cosine,head_output,24,17,0.016297
original_vs_version2,head_output_maxmatch_cosine,head_output,24,18,0.014638
original_vs_version2,head_output_maxmatch_cosine,head_output,24,19,0.015452
original_vs_version2,head_output_maxmatch_cosine,head_output,24,20,0.00873
original_vs_version2,head_output_maxmatch_cosine,head_output,24,21,0.006998
original_vs_version2,head_output_maxmatch_cosine,head_output,24,22,0.008823
original_vs_version2,head_output_maxmatch_cosine,head_output,24,23,0.009117
original_vs_version2,head_output_maxmatch_cosine,head_output,24,24,0.006809
original_vs_version2,head_output_maxmatch_cosine,head_output,24,25,0.014253
original_vs_version2,head_output_maxmatch_cosine,head_output,24,26,0.012449
original_vs_version2,head_output_maxmatch_cosine,head_output,24,27,0.013673
original_vs_version2,head_output_maxmatch_cosine,head_output,24,28,0.015613
original_vs_version2,head_output_maxmatch_cosine,head_output,24,29,0.014796
original_vs_version2,head_output_maxmatch_cosine,head_output,24,30,0.018277
original_vs_version2,head_output_maxmatch_cosine,head_output,24,31,0.016919
original_vs_version2,head_output_maxmatch_cosine,head_output,24,32,0.017533
original_vs_version2,head_output_maxmatch_cosine,head_output,24,33,0.0169
original_vs_version2,head_output_maxmatch_cosine,head_output,24,34,0.015429
original_vs_version2,head_output_maxmatch_cosine,head_output,24,35,0.01408
original_vs_version2,head_output_maxmatch_cosine,head_output,24,36,0.014071
original_vs_version2,head_output_maxmatch_cosine,head_output,24,37,0.013653
original_vs_version2,head_output_maxmatch_cosine,head_output,24,38,0.013927
original_vs_version2,head_output_maxmatch_cosine,head_output,24,39,0.015157
original_vs_version2,head_output_maxmatch_cosine,head_output,25,0,0.018291
original_vs_version2,head_output_maxmatch_cosine,head_output,25,1,0.013951
original_vs_version2,head_output_maxmatch_cosine,head_output,25,2,0.022736
original_vs_version2,head_output_maxmatch_cosine,head_output,25,3,0.021947
original_vs_version2,head_output_maxmatch_cosine,head_output,25,4,0.019151
original_vs_version2,head_output_maxmatch_cosine,head_output,25,5,0.013107
original_vs_version2,head_output_maxmatch_cosine,head_output,25,6,0.011396
original_vs_version2,head_output_maxmatch_cosine,head_output,25,7,0.011561
original_vs_version2,head_output_maxmatch_cosine,head_output,25,8,0.010193
original_vs_version2,head_output_maxmatch_cosine,head_output,25,9,0.01168
original_vs_version2,head_output_maxmatch_cosine,head_output,25,10,0.00939
original_vs_version2,head_output_maxmatch_cosine,head_output,25,11,0.010872
original_vs_version2,head_output_maxmatch_cosine,head_output,25,12,0.011379
original_vs_version2,head_output_maxmatch_cosine,head_output,25,13,0.009792
original_vs_version2,head_output_maxmatch_cosine,head_output,25,14,0.01311
original_vs_version2,head_output_maxmatch_cosine,head_output,25,15,0.018675
original_vs_version2,head_output_maxmatch_cosine,head_output,25,16,0.018827
original_vs_version2,head_output_maxmatch_cosine,head_output,25,17,0.017457
original_vs_version2,head_output_maxmatch_cosine,head_output,25,18,0.018656
original_vs_version2,head_output_maxmatch_cosine,head_output,25,19,0.016537
original_vs_version2,head_output_maxmatch_cosine,head_output,25,20,0.00909
original_vs_version2,head_output_maxmatch_cosine,head_output,25,21,0.014582
original_vs_version2,head_output_maxmatch_cosine,head_output,25,22,0.007719
original_vs_version2,head_output_maxmatch_cosine,head_output,25,23,0.011512
original_vs_version2,head_output_maxmatch_cosine,head_output,25,24,0.009777
original_vs_version2,head_output_maxmatch_cosine,head_output,25,25,0.011084
original_vs_version2,head_output_maxmatch_cosine,head_output,25,26,0.012538
original_vs_version2,head_output_maxmatch_cosine,head_output,25,27,0.014321
original_vs_version2,head_output_maxmatch_cosine,head_output,25,28,0.013053
original_vs_version2,head_output_maxmatch_cosine,head_output,25,29,0.013724
original_vs_version2,head_output_maxmatch_cosine,head_output,25,30,0.012587
original_vs_version2,head_output_maxmatch_cosine,head_output,25,31,0.013814
original_vs_version2,head_output_maxmatch_cosine,head_output,25,32,0.016888
original_vs_version2,head_output_maxmatch_cosine,head_output,25,33,0.014653
original_vs_version2,head_output_maxmatch_cosine,head_output,25,34,0.012165
original_vs_version2,head_output_maxmatch_cosine,head_output,25,35,0.011534
original_vs_version2,head_output_maxmatch_cosine,head_output,25,36,0.014251
original_vs_version2,head_output_maxmatch_cosine,head_output,25,37,0.013126
original_vs_version2,head_output_maxmatch_cosine,head_output,25,38,0.010702
original_vs_version2,head_output_maxmatch_cosine,head_output,25,39,0.012424
original_vs_version2,head_output_maxmatch_cosine,head_output,26,0,0.018784
original_vs_version2,head_output_maxmatch_cosine,head_output,26,1,0.017745
original_vs_version2,head_output_maxmatch_cosine,head_output,26,2,0.020555
original_vs_version2,head_output_maxmatch_cosine,head_output,26,3,0.019783
original_vs_version2,head_output_maxmatch_cosine,head_output,26,4,0.017085
original_vs_version2,head_output_maxmatch_cosine,head_output,26,5,0.013064
original_vs_version2,head_output_maxmatch_cosine,head_output,26,6,0.013969
original_vs_version2,head_output_maxmatch_cosine,head_output,26,7,0.018145
original_vs_version2,head_output_maxmatch_cosine,head_output,26,8,0.015384
original_vs_version2,head_output_maxmatch_cosine,head_output,26,9,0.016948
original_vs_version2,head_output_maxmatch_cosine,head_output,26,10,0.008975
original_vs_version2,head_output_maxmatch_cosine,head_output,26,11,0.010638
original_vs_version2,head_output_maxmatch_cosine,head_output,26,12,0.009892
original_vs_version2,head_output_maxmatch_cosine,head_output,26,13,0.012622
original_vs_version2,head_output_maxmatch_cosine,head_output,26,14,0.011782
original_vs_version2,head_output_maxmatch_cosine,head_output,26,15,0.011091
original_vs_version2,head_output_maxmatch_cosine,head_output,26,16,0.011467
original_vs_version2,head_output_maxmatch_cosine,head_output,26,17,0.011486
original_vs_version2,head_output_maxmatch_cosine,head_output,26,18,0.012505
original_vs_version2,head_output_maxmatch_cosine,head_output,26,19,0.010923
original_vs_version2,head_output_maxmatch_cosine,head_output,26,20,0.013195
original_vs_version2,head_output_maxmatch_cosine,head_output,26,21,0.014429
original_vs_version2,head_output_maxmatch_cosine,head_output,26,22,0.015542
original_vs_version2,head_output_maxmatch_cosine,head_output,26,23,0.014196
original_vs_version2,head_output_maxmatch_cosine,head_output,26,24,0.011665
original_vs_version2,head_output_maxmatch_cosine,head_output,26,25,0.014123
original_vs_version2,head_output_maxmatch_cosine,head_output,26,26,0.017177
original_vs_version2,head_output_maxmatch_cosine,head_output,26,27,0.01109
original_vs_version2,head_output_maxmatch_cosine,head_output,26,28,0.011663
original_vs_version2,head_output_maxmatch_cosine,head_output,26,29,0.021639
original_vs_version2,head_output_maxmatch_cosine,head_output,26,30,0.004492
original_vs_version2,head_output_maxmatch_cosine,head_output,26,31,0.015585
original_vs_version2,head_output_maxmatch_cosine,head_output,26,32,0.015602
original_vs_version2,head_output_maxmatch_cosine,head_output,26,33,0.012324
original_vs_version2,head_output_maxmatch_cosine,head_output,26,34,0.010647
original_vs_version2,head_output_maxmatch_cosine,head_output,26,35,0.01007
original_vs_version2,head_output_maxmatch_cosine,head_output,26,36,0.013035
original_vs_version2,head_output_maxmatch_cosine,head_output,26,37,0.012225
original_vs_version2,head_output_maxmatch_cosine,head_output,26,38,0.013052
original_vs_version2,head_output_maxmatch_cosine,head_output,26,39,0.01322
original_vs_version2,head_output_maxmatch_cosine,head_output,27,0,0.00954
original_vs_version2,head_output_maxmatch_cosine,head_output,27,1,0.012144
original_vs_version2,head_output_maxmatch_cosine,head_output,27,2,0.011957
original_vs_version2,head_output_maxmatch_cosine,head_output,27,3,0.010992
