pair,metric,component,layer,head,value_std
version1_vs_version2,maxmatch_cosine,k,1,5,0.009527
version1_vs_version2,maxmatch_cosine,k,1,6,0.016077
version1_vs_version2,maxmatch_cosine,k,1,7,0.026831
version1_vs_version2,maxmatch_cosine,k,2,0,0.009907
version1_vs_version2,maxmatch_cosine,k,2,1,0.015124
version1_vs_version2,maxmatch_cosine,k,2,2,0.01817
version1_vs_version2,maxmatch_cosine,k,2,3,0.009806
version1_vs_version2,maxmatch_cosine,k,2,4,0.009165
version1_vs_version2,maxmatch_cosine,k,2,5,0.014446
version1_vs_version2,maxmatch_cosine,k,2,6,0.028636
version1_vs_version2,maxmatch_cosine,k,2,7,0.030596
version1_vs_version2,maxmatch_cosine,k,3,0,0.031193
version1_vs_version2,maxmatch_cosine,k,3,1,0.025144
version1_vs_version2,maxmatch_cosine,k,3,2,0.02767
version1_vs_version2,maxmatch_cosine,k,3,3,0.025866
version1_vs_version2,maxmatch_cosine,k,3,4,0.0226
version1_vs_version2,maxmatch_cosine,k,3,5,0.026543
version1_vs_version2,maxmatch_cosine,k,3,6,0.034749
version1_vs_version2,maxmatch_cosine,k,3,7,0.035768
version1_vs_version2,maxmatch_cosine,k,4,0,0.017087
version1_vs_version2,maxmatch_cosine,k,4,1,0.025392
version1_vs_version2,maxmatch_cosine,k,4,2,0.028294
version1_vs_version2,maxmatch_cosine,k,4,3,0.021843
version1_vs_version2,maxmatch_cosine,k,4,4,0.015288
version1_vs_version2,maxmatch_cosine,k,4,5,0.021999
version1_vs_version2,maxmatch_cosine,k,4,6,0.023392
version1_vs_version2,maxmatch_cosine,k,4,7,0.02599
version1_vs_version2,maxmatch_cosine,k,5,0,0.026443
version1_vs_version2,maxmatch_cosine,k,5,1,0.028997
version1_vs_version2,maxmatch_cosine,k,5,2,0.029003
version1_vs_version2,maxmatch_cosine,k,5,3,0.025874
version1_vs_version2,maxmatch_cosine,k,5,4,0.037772
version1_vs_version2,maxmatch_cosine,k,5,5,0.008742
version1_vs_version2,maxmatch_cosine,k,5,6,0.015652
version1_vs_version2,maxmatch_cosine,k,5,7,0.018734
version1_vs_version2,maxmatch_cosine,k,6,0,0.0232
version1_vs_version2,maxmatch_cosine,k,6,1,0.00539
version1_vs_version2,maxmatch_cosine,k,6,2,0.019771
version1_vs_version2,maxmatch_cosine,k,6,3,0.033129
version1_vs_version2,maxmatch_cosine,k,6,4,0.022616
version1_vs_version2,maxmatch_cosine,k,6,5,0.019531
version1_vs_version2,maxmatch_cosine,k,6,6,0.034874
version1_vs_version2,maxmatch_cosine,k,6,7,0.020718
version1_vs_version2,maxmatch_cosine,k,7,0,0.021944
version1_vs_version2,maxmatch_cosine,k,7,1,0.013306
version1_vs_version2,maxmatch_cosine,k,7,2,0.01108
version1_vs_version2,maxmatch_cosine,k,7,3,0.015921
version1_vs_version2,maxmatch_cosine,k,7,4,0.01534
version1_vs_version2,maxmatch_cosine,k,7,5,0.01365
version1_vs_version2,maxmatch_cosine,k,7,6,0.011708
version1_vs_version2,maxmatch_cosine,k,7,7,0.010256
version1_vs_version2,maxmatch_cosine,k,8,0,0.003829
version1_vs_version2,maxmatch_cosine,k,8,1,0.003668
version1_vs_version2,maxmatch_cosine,k,8,2,0.00681
version1_vs_version2,maxmatch_cosine,k,8,3,0.011524
version1_vs_version2,maxmatch_cosine,k,8,4,0.006744
version1_vs_version2,maxmatch_cosine,k,8,5,0.01206
version1_vs_version2,maxmatch_cosine,k,8,6,0.00741
version1_vs_version2,maxmatch_cosine,k,8,7,0.008455
version1_vs_version2,maxmatch_cosine,k,9,0,0.024469
version1_vs_version2,maxmatch_cosine,k,9,1,0.018259
version1_vs_version2,maxmatch_cosine,k,9,2,0.023554
version1_vs_version2,maxmatch_cosine,k,9,3,0.021611
version1_vs_version2,maxmatch_cosine,k,9,4,0.021165
version1_vs_version2,maxmatch_cosine,k,9,5,0.014914
version1_vs_version2,maxmatch_cosine,k,9,6,0.0237
version1_vs_version2,maxmatch_cosine,k,9,7,0.042068
version1_vs_version2,maxmatch_cosine,k,10,0,0.008177
version1_vs_version2,maxmatch_cosine,k,10,1,0.017701
version1_vs_version2,maxmatch_cosine,k,10,2,0.007262
version1_vs_version2,maxmatch_cosine,k,10,3,0.008436
version1_vs_version2,maxmatch_cosine,k,10,4,0.009175
version1_vs_version2,maxmatch_cosine,k,10,5,0.003767
version1_vs_version2,maxmatch_cosine,k,10,6,0.006748
version1_vs_version2,maxmatch_cosine,k,10,7,0.004481
version1_vs_version2,maxmatch_cosine,k,11,0,0.018392
version1_vs_version2,maxmatch_cosine,k,11,1,0.016461
version1_vs_version2,maxmatch_cosine,k,11,2,0.01675
version1_vs_version2,maxmatch_cosine,k,11,3,0.016421
version1_vs_version2,maxmatch_cosine,k,11,4,0.014814
version1_vs_version2,maxmatch_cosine,k,11,5,0.022208
version1_vs_version2,maxmatch_cosine,k,11,6,0.020886
version1_vs_version2,maxmatch_cosine,k,11,7,0.026677
version1_vs_version2,maxmatch_cosine,k,12,0,0.031948
version1_vs_version2,maxmatch_cosine,k,12,1,0.024538
version1_vs_version2,maxmatch_cosine,k,12,2,0.031681
version1_vs_version2,maxmatch_cosine,k,12,3,0.014832
version1_vs_version2,maxmatch_cosine,k,12,4,0.029679
version1_vs_version2,maxmatch_cosine,k,12,5,0.024486
version1_vs_version2,maxmatch_cosine,k,12,6,0.026375
version1_vs_version2,maxmatch_cosine,k,12,7,0.01863
version1_vs_version2,maxmatch_cosine,k,13,0,0.036711
version1_vs_version2,maxmatch_cosine,k,13,1,0.024232
version1_vs_version2,maxmatch_cosine,k,13,2,0.02672
version1_vs_version2,maxmatch_cosine,k,13,3,0.018252
version1_vs_version2,maxmatch_cosine,k,13,4,0.019873
version1_vs_version2,maxmatch_cosine,k,13,5,0.022624
version1_vs_version2,maxmatch_cosine,k,13,6,0.024414
version1_vs_version2,maxmatch_cosine,k,13,7,0.029462
version1_vs_version2,maxmatch_cosine,k,14,0,0.018474
version1_vs_version2,maxmatch_cosine,k,14,1,0.018012
version1_vs_version2,maxmatch_cosine,k,14,2,0.034252
version1_vs_version2,maxmatch_cosine,k,14,3,0.010458
version1_vs_version2,maxmatch_cosine,k,14,4,0.021672
version1_vs_version2,maxmatch_cosine,k,14,5,0.030366
version1_vs_version2,maxmatch_cosine,k,14,6,0.020372
version1_vs_version2,maxmatch_cosine,k,14,7,0.032244
version1_vs_version2,maxmatch_cosine,k,15,0,0.018781
version1_vs_version2,maxmatch_cosine,k,15,1,0.013828
version1_vs_version2,maxmatch_cosine,k,15,2,0.025003
version1_vs_version2,maxmatch_cosine,k,15,3,0.017059
version1_vs_version2,maxmatch_cosine,k,15,4,0.021399
version1_vs_version2,maxmatch_cosine,k,15,5,0.015211
version1_vs_version2,maxmatch_cosine,k,15,6,0.026716
version1_vs_version2,maxmatch_cosine,k,15,7,0.022539
version1_vs_version2,maxmatch_cosine,k,16,0,0.010264
version1_vs_version2,maxmatch_cosine,k,16,1,0.011322
version1_vs_version2,maxmatch_cosine,k,16,2,0.013883
version1_vs_version2,maxmatch_cosine,k,16,3,0.014226
version1_vs_version2,maxmatch_cosine,k,16,4,0.015507
version1_vs_version2,maxmatch_cosine,k,16,5,0.013877
version1_vs_version2,maxmatch_cosine,k,16,6,0.014309
version1_vs_version2,maxmatch_cosine,k,16,7,0.013083
version1_vs_version2,maxmatch_cosine,k,17,0,0.016939
version1_vs_version2,maxmatch_cosine,k,17,1,0.023856
version1_vs_version2,maxmatch_cosine,k,17,2,0.026842
version1_vs_version2,maxmatch_cosine,k,17,3,0.015539
version1_vs_version2,maxmatch_cosine,k,17,4,0.027196
version1_vs_version2,maxmatch_cosine,k,17,5,0.021119
version1_vs_version2,maxmatch_cosine,k,17,6,0.013544
version1_vs_version2,maxmatch_cosine,k,17,7,0.021077
version1_vs_version2,maxmatch_cosine,k,18,0,0.013912
version1_vs_version2,maxmatch_cosine,k,18,1,0.017427
version1_vs_version2,maxmatch_cosine,k,18,2,0.032109
version1_vs_version2,maxmatch_cosine,k,18,3,0.016228
version1_vs_version2,maxmatch_cosine,k,18,4,0.031995
version1_vs_version2,maxmatch_cosine,k,18,5,0.021795
version1_vs_version2,maxmatch_cosine,k,18,6,0.01949
version1_vs_version2,maxmatch_cosine,k,18,7,0.028881
version1_vs_version2,maxmatch_cosine,k,19,0,0.03542
version1_vs_version2,maxmatch_cosine,k,19,1,0.024957
version1_vs_version2,maxmatch_cosine,k,19,2,0.01904
version1_vs_version2,maxmatch_cosine,k,19,3,0.016502
version1_vs_version2,maxmatch_cosine,k,19,4,0.018362
version1_vs_version2,maxmatch_cosine,k,19,5,0.021481
version1_vs_version2,maxmatch_cosine,k,19,6,0.016956
version1_vs_version2,maxmatch_cosine,k,19,7,0.018559
version1_vs_version2,maxmatch_cosine,k,20,0,0.014692
version1_vs_version2,maxmatch_cosine,k,20,1,0.02656
version1_vs_version2,maxmatch_cosine,k,20,2,0.018294
version1_vs_version2,maxmatch_cosine,k,20,3,0.015119
version1_vs_version2,maxmatch_cosine,k,20,4,0.013327
version1_vs_version2,maxmatch_cosine,k,20,5,0.015852
version1_vs_version2,maxmatch_cosine,k,20,6,0.025898
version1_vs_version2,maxmatch_cosine,k,20,7,0.015483
version1_vs_version2,maxmatch_cosine,k,21,0,0.010831
version1_vs_version2,maxmatch_cosine,k,21,1,0.020821
version1_vs_version2,maxmatch_cosine,k,21,2,0.013416
version1_vs_version2,maxmatch_cosine,k,21,3,0.012738
version1_vs_version2,maxmatch_cosine,k,21,4,0.016925
version1_vs_version2,maxmatch_cosine,k,21,5,0.018888
version1_vs_version2,maxmatch_cosine,k,21,6,0.010658
version1_vs_version2,maxmatch_cosine,k,21,7,0.009968
version1_vs_version2,maxmatch_cosine,k,22,0,0.021636
version1_vs_version2,maxmatch_cosine,k,22,1,0.03065
version1_vs_version2,maxmatch_cosine,k,22,2,0.027559
version1_vs_version2,maxmatch_cosine,k,22,3,0.015528
version1_vs_version2,maxmatch_cosine,k,22,4,0.017622
version1_vs_version2,maxmatch_cosine,k,22,5,0.017633
version1_vs_version2,maxmatch_cosine,k,22,6,0.01361
version1_vs_version2,maxmatch_cosine,k,22,7,0.009797
version1_vs_version2,maxmatch_cosine,k,23,0,0.013292
version1_vs_version2,maxmatch_cosine,k,23,1,0.012837
version1_vs_version2,maxmatch_cosine,k,23,2,0.015802
version1_vs_version2,maxmatch_cosine,k,23,3,0.026992
version1_vs_version2,maxmatch_cosine,k,23,4,0.021401
version1_vs_version2,maxmatch_cosine,k,23,5,0.02203
version1_vs_version2,maxmatch_cosine,k,23,6,0.011886
version1_vs_version2,maxmatch_cosine,k,23,7,0.016404
version1_vs_version2,maxmatch_cosine,k,24,0,0.01177
version1_vs_version2,maxmatch_cosine,k,24,1,0.015222
version1_vs_version2,maxmatch_cosine,k,24,2,0.019288
version1_vs_version2,maxmatch_cosine,k,24,3,0.012321
version1_vs_version2,maxmatch_cosine,k,24,4,0.014503
version1_vs_version2,maxmatch_cosine,k,24,5,0.012278
version1_vs_version2,maxmatch_cosine,k,24,6,0.014836
version1_vs_version2,maxmatch_cosine,k,24,7,0.012482
version1_vs_version2,maxmatch_cosine,k,25,0,0.012212
version1_vs_version2,maxmatch_cosine,k,25,1,0.009178
version1_vs_version2,maxmatch_cosine,k,25,2,0.00536
version1_vs_version2,maxmatch_cosine,k,25,3,0.01049
version1_vs_version2,maxmatch_cosine,k,25,4,0.011674
version1_vs_version2,maxmatch_cosine,k,25,5,0.007091
version1_vs_version2,maxmatch_cosine,k,25,6,0.011446
version1_vs_version2,maxmatch_cosine,k,25,7,0.007234
version1_vs_version2,maxmatch_cosine,k,26,0,0.017976
version1_vs_version2,maxmatch_cosine,k,26,1,0.029823
version1_vs_version2,maxmatch_cosine,k,26,2,0.013177
version1_vs_version2,maxmatch_cosine,k,26,3,0.010886
version1_vs_version2,maxmatch_cosine,k,26,4,0.012235
version1_vs_version2,maxmatch_cosine,k,26,5,0.01684
version1_vs_version2,maxmatch_cosine,k,26,6,0.011725
version1_vs_version2,maxmatch_cosine,k,26,7,0.00989
version1_vs_version2,maxmatch_cosine,k,27,0,0.011127
version1_vs_version2,maxmatch_cosine,k,27,1,0.015833
version1_vs_version2,maxmatch_cosine,k,27,2,0.016326
version1_vs_version2,maxmatch_cosine,k,27,3,0.01828
version1_vs_version2,maxmatch_cosine,k,27,4,0.013125
version1_vs_version2,maxmatch_cosine,k,27,5,0.015831
version1_vs_version2,maxmatch_cosine,k,27,6,0.013303
version1_vs_version2,maxmatch_cosine,k,27,7,0.022537
version1_vs_version2,maxmatch_cosine,k,28,0,0.014481
version1_vs_version2,maxmatch_cosine,k,28,1,0.015514
version1_vs_version2,maxmatch_cosine,k,28,2,0.031993
version1_vs_version2,maxmatch_cosine,k,28,3,0.017859
version1_vs_version2,maxmatch_cosine,k,28,4,0.011174
version1_vs_version2,maxmatch_cosine,k,28,5,0.019984
version1_vs_version2,maxmatch_cosine,k,28,6,0.021139
version1_vs_version2,maxmatch_cosine,k,28,7,0.013415
version1_vs_version2,maxmatch_cosine,k,29,0,0.015418
version1_vs_version2,maxmatch_cosine,k,29,1,0.032145
version1_vs_version2,maxmatch_cosine,k,29,2,0.016269
version1_vs_version2,maxmatch_cosine,k,29,3,0.013561
version1_vs_version2,maxmatch_cosine,k,29,4,0.011547
version1_vs_version2,maxmatch_cosine,k,29,5,0.031526
version1_vs_version2,maxmatch_cosine,k,29,6,0.013859
version1_vs_version2,maxmatch_cosine,k,29,7,0.031471
version1_vs_version2,maxmatch_cosine,k,30,0,0.027633
version1_vs_version2,maxmatch_cosine,k,30,1,0.015845
version1_vs_version2,maxmatch_cosine,k,30,2,0.018131
version1_vs_version2,maxmatch_cosine,k,30,3,0.01885
version1_vs_version2,maxmatch_cosine,k,30,4,0.018521
version1_vs_version2,maxmatch_cosine,k,30,5,0.013686
version1_vs_version2,maxmatch_cosine,k,30,6,0.019955
version1_vs_version2,maxmatch_cosine,k,30,7,0.02206
version1_vs_version2,maxmatch_cosine,k,31,0,0.01688
version1_vs_version2,maxmatch_cosine,k,31,1,0.018171
version1_vs_version2,maxmatch_cosine,k,31,2,0.018237
version1_vs_version2,maxmatch_cosine,k,31,3,0.020693
version1_vs_version2,maxmatch_cosine,k,31,4,0.014298
version1_vs_version2,maxmatch_cosine,k,31,5,0.02682
version1_vs_version2,maxmatch_cosine,k,31,6,0.017647
version1_vs_version2,maxmatch_cosine,k,31,7,0.020046
version1_vs_version2,maxmatch_cosine,k,32,0,0.022935
version1_vs_version2,maxmatch_cosine,k,32,1,0.02685
version1_vs_version2,maxmatch_cosine,k,32,2,0.017202
version1_vs_version2,maxmatch_cosine,k,32,3,0.02706
version1_vs_version2,maxmatch_cosine,k,32,4,0.025592
version1_vs_version2,maxmatch_cosine,k,32,5,0.019928
version1_vs_version2,maxmatch_cosine,k,32,6,0.029949
version1_vs_version2,maxmatch_cosine,k,32,7,0.028499
version1_vs_version2,maxmatch_cosine,k,33,0,0.020969
version1_vs_version2,maxmatch_cosine,k,33,1,0.018667
version1_vs_version2,maxmatch_cosine,k,33,2,0.024726
version1_vs_version2,maxmatch_cosine,k,33,3,0.023641
version1_vs_version2,maxmatch_cosine,k,33,4,0.022217
version1_vs_version2,maxmatch_cosine,k,33,5,0.018753
version1_vs_version2,maxmatch_cosine,k,33,6,0.022976
version1_vs_version2,maxmatch_cosine,k,33,7,0.024905
version1_vs_version2,maxmatch_cosine,k,34,0,0.02691
version1_vs_version2,maxmatch_cosine,k,34,1,0.022871
version1_vs_version2,maxmatch_cosine,k,34,2,0.023834
version1_vs_version2,maxmatch_cosine,k,34,3,0.020726
version1_vs_version2,maxmatch_cosine,k,34,4,0.024392
version1_vs_version2,maxmatch_cosine,k,34,5,0.021564
version1_vs_version2,maxmatch_cosine,k,34,6,0.025466
version1_vs_version2,maxmatch_cosine,k,34,7,0.017764
version1_vs_version2,maxmatch_cosine,k,35,0,0.019716
version1_vs_version2,maxmatch_cosine,k,35,1,0.019916
version1_vs_version2,maxmatch_cosine,k,35,2,0.017947
version1_vs_version2,maxmatch_cosine,k,35,3,0.01845
version1_vs_version2,maxmatch_cosine,k,35,4,0.023054
version1_vs_version2,maxmatch_cosine,k,35,5,0.036167
version1_vs_version2,maxmatch_cosine,k,35,6,0.01986
version1_vs_version2,maxmatch_cosine,k,35,7,0.023169
version1_vs_version2,maxmatch_cosine,k,36,0,0.021972
version1_vs_version2,maxmatch_cosine,k,36,1,0.01616
version1_vs_version2,maxmatch_cosine,k,36,2,0.019335
version1_vs_version2,maxmatch_cosine,k,36,3,0.021685
version1_vs_version2,maxmatch_cosine,k,36,4,0.026624
version1_vs_version2,maxmatch_cosine,k,36,5,0.0206
version1_vs_version2,maxmatch_cosine,k,36,6,0.019369
version1_vs_version2,maxmatch_cosine,k,36,7,0.028854
version1_vs_version2,maxmatch_cosine,k,37,0,0.032682
version1_vs_version2,maxmatch_cosine,k,37,1,0.023407
version1_vs_version2,maxmatch_cosine,k,37,2,0.020802
version1_vs_version2,maxmatch_cosine,k,37,3,0.022544
version1_vs_version2,maxmatch_cosine,k,37,4,0.022204
version1_vs_version2,maxmatch_cosine,k,37,5,0.020333
version1_vs_version2,maxmatch_cosine,k,37,6,0.034962
version1_vs_version2,maxmatch_cosine,k,37,7,0.023265
version1_vs_version2,maxmatch_cosine,k,38,0,0.010948
version1_vs_version2,maxmatch_cosine,k,38,1,0.019845
version1_vs_version2,maxmatch_cosine,k,38,2,0.031868
version1_vs_version2,maxmatch_cosine,k,38,3,0.019419
version1_vs_version2,maxmatch_cosine,k,38,4,0.023201
version1_vs_version2,maxmatch_cosine,k,38,5,0.017478
version1_vs_version2,maxmatch_cosine,k,38,6,0.012293
version1_vs_version2,maxmatch_cosine,k,38,7,0.018381
version1_vs_version2,maxmatch_cosine,k,39,0,0.01549
version1_vs_version2,maxmatch_cosine,k,39,1,0.014427
version1_vs_version2,maxmatch_cosine,k,39,2,0.015684
version1_vs_version2,maxmatch_cosine,k,39,3,0.014468
version1_vs_version2,maxmatch_cosine,k,39,4,0.013649
version1_vs_version2,maxmatch_cosine,k,39,5,0.011658
version1_vs_version2,maxmatch_cosine,k,39,6,0.013325
version1_vs_version2,maxmatch_cosine,k,39,7,0.010845
version1_vs_version2,maxmatch_cosine,q,0,0,0.02827
version1_vs_version2,maxmatch_cosine,q,0,1,0.032801
version1_vs_version2,maxmatch_cosine,q,0,2,0.025747
version1_vs_version2,maxmatch_cosine,q,0,3,0.030012
version1_vs_version2,maxmatch_cosine,q,0,4,0.033127
version1_vs_version2,maxmatch_cosine,q,0,5,0.031884
version1_vs_version2,maxmatch_cosine,q,0,6,0.025156
version1_vs_version2,maxmatch_cosine,q,0,7,0.025673
version1_vs_version2,maxmatch_cosine,q,0,8,0.018222
version1_vs_version2,maxmatch_cosine,q,0,9,0.02166
version1_vs_version2,maxmatch_cosine,q,0,10,0.026117
version1_vs_version2,maxmatch_cosine,q,0,11,0.023458
version1_vs_version2,maxmatch_cosine,q,0,12,0.031377
version1_vs_version2,maxmatch_cosine,q,0,13,0.033136
version1_vs_version2,maxmatch_cosine,q,0,14,0.017413
version1_vs_version2,maxmatch_cosine,q,0,15,0.026562
version1_vs_version2,maxmatch_cosine,q,0,16,0.033721
version1_vs_version2,maxmatch_cosine,q,0,17,0.038438
version1_vs_version2,maxmatch_cosine,q,0,18,0.008869
version1_vs_version2,maxmatch_cosine,q,0,19,0.026011
version1_vs_version2,maxmatch_cosine,q,0,20,0.038406
version1_vs_version2,maxmatch_cosine,q,0,21,0.031041
version1_vs_version2,maxmatch_cosine,q,0,22,0.03716
version1_vs_version2,maxmatch_cosine,q,0,23,0.03237
version1_vs_version2,maxmatch_cosine,q,0,24,0.027019
version1_vs_version2,maxmatch_cosine,q,0,25,0.032943
version1_vs_version2,maxmatch_cosine,q,0,26,0.038331
version1_vs_version2,maxmatch_cosine,q,0,27,0.042167
version1_vs_version2,maxmatch_cosine,q,0,28,0.033202
version1_vs_version2,maxmatch_cosine,q,0,29,0.03284
version1_vs_version2,maxmatch_cosine,q,0,30,0.034194
version1_vs_version2,maxmatch_cosine,q,0,31,0.032889
version1_vs_version2,maxmatch_cosine,q,0,32,0.034364
version1_vs_version2,maxmatch_cosine,q,0,33,0.011726
version1_vs_version2,maxmatch_cosine,q,0,34,0.036288
version1_vs_version2,maxmatch_cosine,q,0,35,0.038567
version1_vs_version2,maxmatch_cosine,q,0,36,0.035999
version1_vs_version2,maxmatch_cosine,q,0,37,0.036258
version1_vs_version2,maxmatch_cosine,q,0,38,0.03857
version1_vs_version2,maxmatch_cosine,q,0,39,0.027966
version1_vs_version2,maxmatch_cosine,q,1,0,0.027938
version1_vs_version2,maxmatch_cosine,q,1,1,0.035848
version1_vs_version2,maxmatch_cosine,q,1,2,0.02706
version1_vs_version2,maxmatch_cosine,q,1,3,0.015099
version1_vs_version2,maxmatch_cosine,q,1,4,0.019383
version1_vs_version2,maxmatch_cosine,q,1,5,0.01516
version1_vs_version2,maxmatch_cosine,q,1,6,0.028664
version1_vs_version2,maxmatch_cosine,q,1,7,0.014868
version1_vs_version2,maxmatch_cosine,q,1,8,0.026173
version1_vs_version2,maxmatch_cosine,q,1,9,0.018726
version1_vs_version2,maxmatch_cosine,q,1,10,0.021964
version1_vs_version2,maxmatch_cosine,q,1,11,0.029456
version1_vs_version2,maxmatch_cosine,q,1,12,0.013217
version1_vs_version2,maxmatch_cosine,q,1,13,0.018112
version1_vs_version2,maxmatch_cosine,q,1,14,0.032069
version1_vs_version2,maxmatch_cosine,q,1,15,0.005144
version1_vs_version2,maxmatch_cosine,q,1,16,0.013374
version1_vs_version2,maxmatch_cosine,q,1,17,0.023832
version1_vs_version2,maxmatch_cosine,q,1,18,0.013469
version1_vs_version2,maxmatch_cosine,q,1,19,0.00504
version1_vs_version2,maxmatch_cosine,q,1,20,0.013029
version1_vs_version2,maxmatch_cosine,q,1,21,0.014898
version1_vs_version2,maxmatch_cosine,q,1,22,0.014504
version1_vs_version2,maxmatch_cosine,q,1,23,0.01968
version1_vs_version2,maxmatch_cosine,q,1,24,0.027411
version1_vs_version2,maxmatch_cosine,q,1,25,0.014562
version1_vs_version2,maxmatch_cosine,q,1,26,0.024286
version1_vs_version2,maxmatch_cosine,q,1,27,0.011893
version1_vs_version2,maxmatch_cosine,q,1,28,0.019413
version1_vs_version2,maxmatch_cosine,q,1,29,0.017194
version1_vs_version2,maxmatch_cosine,q,1,30,0.021811
version1_vs_version2,maxmatch_cosine,q,1,31,0.026159
version1_vs_version2,maxmatch_cosine,q,1,32,0.031952
version1_vs_version2,maxmatch_cosine,q,1,33,0.025038
version1_vs_version2,maxmatch_cosine,q,1,34,0.025625
version1_vs_version2,maxmatch_cosine,q,1,35,0.027795
version1_vs_version2,maxmatch_cosine,q,1,36,0.034147
version1_vs_version2,maxmatch_cosine,q,1,37,0.035607
version1_vs_version2,maxmatch_cosine,q,1,38,0.006092
version1_vs_version2,maxmatch_cosine,q,1,39,0.035387
version1_vs_version2,maxmatch_cosine,q,2,0,0.020406
version1_vs_version2,maxmatch_cosine,q,2,1,0.006945
version1_vs_version2,maxmatch_cosine,q,2,2,0.018854
version1_vs_version2,maxmatch_cosine,q,2,3,0.014227
version1_vs_version2,maxmatch_cosine,q,2,4,0.014447
version1_vs_version2,maxmatch_cosine,q,2,5,0.031438
version1_vs_version2,maxmatch_cosine,q,2,6,0.022216
version1_vs_version2,maxmatch_cosine,q,2,7,0.030704
version1_vs_version2,maxmatch_cosine,q,2,8,0.028683
version1_vs_version2,maxmatch_cosine,q,2,9,0.022611
version1_vs_version2,maxmatch_cosine,q,2,10,0.02306
version1_vs_version2,maxmatch_cosine,q,2,11,0.035243
version1_vs_version2,maxmatch_cosine,q,2,12,0.032138
version1_vs_version2,maxmatch_cosine,q,2,13,0.029318
version1_vs_version2,maxmatch_cosine,q,2,14,0.034029
version1_vs_version2,maxmatch_cosine,q,2,15,0.018151
version1_vs_version2,maxmatch_cosine,q,2,16,0.020015
version1_vs_version2,maxmatch_cosine,q,2,17,0.017793
version1_vs_version2,maxmatch_cosine,q,2,18,0.018872
version1_vs_version2,maxmatch_cosine,q,2,19,0.015566
version1_vs_version2,maxmatch_cosine,q,2,20,0.021614
version1_vs_version2,maxmatch_cosine,q,2,21,0.016956
version1_vs_version2,maxmatch_cosine,q,2,22,0.02093
version1_vs_version2,maxmatch_cosine,q,2,23,0.01911
version1_vs_version2,maxmatch_cosine,q,2,24,0.022522
version1_vs_version2,maxmatch_cosine,q,2,25,0.019199
version1_vs_version2,maxmatch_cosine,q,2,26,0.023002
version1_vs_version2,maxmatch_cosine,q,2,27,0.021623
version1_vs_version2,maxmatch_cosine,q,2,28,0.017222
version1_vs_version2,maxmatch_cosine,q,2,29,0.020808
version1_vs_version2,maxmatch_cosine,q,2,30,0.038363
version1_vs_version2,maxmatch_cosine,q,2,31,0.034292
version1_vs_version2,maxmatch_cosine,q,2,32,0.034188
version1_vs_version2,maxmatch_cosine,q,2,33,0.040126
version1_vs_version2,maxmatch_cosine,q,2,34,0.026647
version1_vs_version2,maxmatch_cosine,q,2,35,0.031867
version1_vs_version2,maxmatch_cosine,q,2,36,0.025572
version1_vs_version2,maxmatch_cosine,q,2,37,0.028195
version1_vs_version2,maxmatch_cosine,q,2,38,0.041558
version1_vs_version2,maxmatch_cosine,q,2,39,0.03211
version1_vs_version2,maxmatch_cosine,q,3,0,0.034621
version1_vs_version2,maxmatch_cosine,q,3,1,0.037298
version1_vs_version2,maxmatch_cosine,q,3,2,0.037874
version1_vs_version2,maxmatch_cosine,q,3,3,0.030711
version1_vs_version2,maxmatch_cosine,q,3,4,0.043087
version1_vs_version2,maxmatch_cosine,q,3,5,0.035301
version1_vs_version2,maxmatch_cosine,q,3,6,0.035626
version1_vs_version2,maxmatch_cosine,q,3,7,0.036618
version1_vs_version2,maxmatch_cosine,q,3,8,0.034972
version1_vs_version2,maxmatch_cosine,q,3,9,0.033208
version1_vs_version2,maxmatch_cosine,q,3,10,0.030744
version1_vs_version2,maxmatch_cosine,q,3,11,0.029933
version1_vs_version2,maxmatch_cosine,q,3,12,0.034536
version1_vs_version2,maxmatch_cosine,q,3,13,0.021962
version1_vs_version2,maxmatch_cosine,q,3,14,0.027852
version1_vs_version2,maxmatch_cosine,q,3,15,0.031588
version1_vs_version2,maxmatch_cosine,q,3,16,0.023762
version1_vs_version2,maxmatch_cosine,q,3,17,0.029491
version1_vs_version2,maxmatch_cosine,q,3,18,0.025385
version1_vs_version2,maxmatch_cosine,q,3,19,0.027907
version1_vs_version2,maxmatch_cosine,q,3,20,0.02734
version1_vs_version2,maxmatch_cosine,q,3,21,0.027357
version1_vs_version2,maxmatch_cosine,q,3,22,0.027523
version1_vs_version2,maxmatch_cosine,q,3,23,0.026417
version1_vs_version2,maxmatch_cosine,q,3,24,0.031731
version1_vs_version2,maxmatch_cosine,q,3,25,0.035332
version1_vs_version2,maxmatch_cosine,q,3,26,0.034927
version1_vs_version2,maxmatch_cosine,q,3,27,0.034756
version1_vs_version2,maxmatch_cosine,q,3,28,0.037772
version1_vs_version2,maxmatch_cosine,q,3,29,0.030358
version1_vs_version2,maxmatch_cosine,q,3,30,0.029405
version1_vs_version2,maxmatch_cosine,q,3,31,0.036006
version1_vs_version2,maxmatch_cosine,q,3,32,0.032993
version1_vs_version2,maxmatch_cosine,q,3,33,0.029581
version1_vs_version2,maxmatch_cosine,q,3,34,0.054002
version1_vs_version2,maxmatch_cosine,q,3,35,0.031683
version1_vs_version2,maxmatch_cosine,q,3,36,0.022413
version1_vs_version2,maxmatch_cosine,q,3,37,0.035943
version1_vs_version2,maxmatch_cosine,q,3,38,0.023571
