pair,metric,component,layer,head,value_mean
original_vs_version1,mmd_rbf,q,25,33,0.005018
original_vs_version1,mmd_rbf,q,25,34,0.00491
original_vs_version1,mmd_rbf,q,25,35,0.005127
original_vs_version1,mmd_rbf,q,25,36,0.004621
original_vs_version1,mmd_rbf,q,25,37,0.004784
original_vs_version1,mmd_rbf,q,25,38,0.004312
original_vs_version1,mmd_rbf,q,25,39,0.004583
original_vs_version1,mmd_rbf,q,26,0,0.003682
original_vs_version1,mmd_rbf,q,26,1,0.005148
original_vs_version1,mmd_rbf,q,26,2,0.004474
original_vs_version1,mmd_rbf,q,26,3,0.004403
original_vs_version1,mmd_rbf,q,26,4,0.004926
original_vs_version1,mmd_rbf,q,26,5,0.005435
original_vs_version1,mmd_rbf,q,26,6,0.004743
original_vs_version1,mmd_rbf,q,26,7,0.003809
original_vs_version1,mmd_rbf,q,26,8,0.004732
original_vs_version1,mmd_rbf,q,26,9,0.005158
original_vs_version1,mmd_rbf,q,26,10,0.005388
original_vs_version1,mmd_rbf,q,26,11,0.004942
original_vs_version1,mmd_rbf,q,26,12,0.005202
original_vs_version1,mmd_rbf,q,26,13,0.00513
original_vs_version1,mmd_rbf,q,26,14,0.005072
original_vs_version1,mmd_rbf,q,26,15,0.005134
original_vs_version1,mmd_rbf,q,26,16,0.005317
original_vs_version1,mmd_rbf,q,26,17,0.004574
original_vs_version1,mmd_rbf,q,26,18,0.005085
original_vs_version1,mmd_rbf,q,26,19,0.004977
original_vs_version1,mmd_rbf,q,26,20,0.004594
original_vs_version1,mmd_rbf,q,26,21,0.004555
original_vs_version1,mmd_rbf,q,26,22,0.004242
original_vs_version1,mmd_rbf,q,26,23,0.004298
original_vs_version1,mmd_rbf,q,26,24,0.004247
original_vs_version1,mmd_rbf,q,26,25,0.005358
original_vs_version1,mmd_rbf,q,26,26,0.011616
original_vs_version1,mmd_rbf,q,26,27,0.00579
original_vs_version1,mmd_rbf,q,26,28,0.005942
original_vs_version1,mmd_rbf,q,26,29,0.01015
original_vs_version1,mmd_rbf,q,26,30,0.006943
original_vs_version1,mmd_rbf,q,26,31,0.009356
original_vs_version1,mmd_rbf,q,26,32,0.008507
original_vs_version1,mmd_rbf,q,26,33,0.005393
original_vs_version1,mmd_rbf,q,26,34,0.005259
original_vs_version1,mmd_rbf,q,26,35,0.004608
original_vs_version1,mmd_rbf,q,26,36,0.004211
original_vs_version1,mmd_rbf,q,26,37,0.004573
original_vs_version1,mmd_rbf,q,26,38,0.004562
original_vs_version1,mmd_rbf,q,26,39,0.004823
original_vs_version1,mmd_rbf,q,27,0,0.005053
original_vs_version1,mmd_rbf,q,27,1,0.00507
original_vs_version1,mmd_rbf,q,27,2,0.005417
original_vs_version1,mmd_rbf,q,27,3,0.004901
original_vs_version1,mmd_rbf,q,27,4,0.005874
original_vs_version1,mmd_rbf,q,27,5,0.003854
original_vs_version1,mmd_rbf,q,27,6,0.005326
original_vs_version1,mmd_rbf,q,27,7,0.005481
original_vs_version1,mmd_rbf,q,27,8,0.006093
original_vs_version1,mmd_rbf,q,27,9,0.004576
original_vs_version1,mmd_rbf,q,27,10,0.005379
original_vs_version1,mmd_rbf,q,27,11,0.004731
original_vs_version1,mmd_rbf,q,27,12,0.004259
original_vs_version1,mmd_rbf,q,27,13,0.004941
original_vs_version1,mmd_rbf,q,27,14,0.004694
original_vs_version1,mmd_rbf,q,27,15,0.005529
original_vs_version1,mmd_rbf,q,27,16,0.003926
original_vs_version1,mmd_rbf,q,27,17,0.00475
original_vs_version1,mmd_rbf,q,27,18,0.004475
original_vs_version1,mmd_rbf,q,27,19,0.004463
original_vs_version1,mmd_rbf,q,27,20,0.005344
original_vs_version1,mmd_rbf,q,27,21,0.005572
original_vs_version1,mmd_rbf,q,27,22,0.005183
original_vs_version1,mmd_rbf,q,27,23,0.00515
original_vs_version1,mmd_rbf,q,27,24,0.005124
original_vs_version1,mmd_rbf,q,27,25,0.004918
original_vs_version1,mmd_rbf,q,27,26,0.006073
original_vs_version1,mmd_rbf,q,27,27,0.00541
original_vs_version1,mmd_rbf,q,27,28,0.006422
original_vs_version1,mmd_rbf,q,27,29,0.005603
original_vs_version1,mmd_rbf,q,27,30,0.004806
original_vs_version1,mmd_rbf,q,27,31,0.004947
original_vs_version1,mmd_rbf,q,27,32,0.005516
original_vs_version1,mmd_rbf,q,27,33,0.004715
original_vs_version1,mmd_rbf,q,27,34,0.004523
original_vs_version1,mmd_rbf,q,27,35,0.002037
original_vs_version1,mmd_rbf,q,27,36,0.004126
original_vs_version1,mmd_rbf,q,27,37,0.004622
original_vs_version1,mmd_rbf,q,27,38,0.004848
original_vs_version1,mmd_rbf,q,27,39,0.003517
original_vs_version1,mmd_rbf,q,28,0,0.006633
original_vs_version1,mmd_rbf,q,28,1,0.004928
original_vs_version1,mmd_rbf,q,28,2,0.005015
original_vs_version1,mmd_rbf,q,28,3,0.005606
original_vs_version1,mmd_rbf,q,28,4,0.004973
original_vs_version1,mmd_rbf,q,28,5,0.005234
original_vs_version1,mmd_rbf,q,28,6,0.005546
original_vs_version1,mmd_rbf,q,28,7,0.005347
original_vs_version1,mmd_rbf,q,28,8,0.005253
original_vs_version1,mmd_rbf,q,28,9,0.005133
original_vs_version1,mmd_rbf,q,28,10,0.005111
original_vs_version1,mmd_rbf,q,28,11,0.004479
original_vs_version1,mmd_rbf,q,28,12,0.00578
original_vs_version1,mmd_rbf,q,28,13,0.005563
original_vs_version1,mmd_rbf,q,28,14,0.006659
original_vs_version1,mmd_rbf,q,28,15,0.005863
original_vs_version1,mmd_rbf,q,28,16,0.005672
original_vs_version1,mmd_rbf,q,28,17,0.00491
original_vs_version1,mmd_rbf,q,28,18,0.005225
original_vs_version1,mmd_rbf,q,28,19,0.005076
original_vs_version1,mmd_rbf,q,28,20,0.00516
original_vs_version1,mmd_rbf,q,28,21,0.004536
original_vs_version1,mmd_rbf,q,28,22,0.005796
original_vs_version1,mmd_rbf,q,28,23,0.004295
original_vs_version1,mmd_rbf,q,28,24,0.005093
original_vs_version1,mmd_rbf,q,28,25,0.004657
original_vs_version1,mmd_rbf,q,28,26,0.005041
original_vs_version1,mmd_rbf,q,28,27,0.005288
original_vs_version1,mmd_rbf,q,28,28,0.005259
original_vs_version1,mmd_rbf,q,28,29,0.004492
original_vs_version1,mmd_rbf,q,28,30,0.004494
original_vs_version1,mmd_rbf,q,28,31,0.004787
original_vs_version1,mmd_rbf,q,28,32,0.0043
original_vs_version1,mmd_rbf,q,28,33,0.004442
original_vs_version1,mmd_rbf,q,28,34,0.004208
original_vs_version1,mmd_rbf,q,28,35,0.004946
original_vs_version1,mmd_rbf,q,28,36,0.005624
original_vs_version1,mmd_rbf,q,28,37,0.005787
original_vs_version1,mmd_rbf,q,28,38,0.005349
original_vs_version1,mmd_rbf,q,28,39,0.004515
original_vs_version1,mmd_rbf,q,29,0,0.006058
original_vs_version1,mmd_rbf,q,29,1,0.004937
original_vs_version1,mmd_rbf,q,29,2,0.005217
original_vs_version1,mmd_rbf,q,29,3,0.004513
original_vs_version1,mmd_rbf,q,29,4,0.006901
original_vs_version1,mmd_rbf,q,29,5,0.006592
original_vs_version1,mmd_rbf,q,29,6,0.007897
original_vs_version1,mmd_rbf,q,29,7,0.008434
original_vs_version1,mmd_rbf,q,29,8,0.006095
original_vs_version1,mmd_rbf,q,29,9,0.008589
original_vs_version1,mmd_rbf,q,29,10,0.004809
original_vs_version1,mmd_rbf,q,29,11,0.004876
original_vs_version1,mmd_rbf,q,29,12,0.005359
original_vs_version1,mmd_rbf,q,29,13,0.00548
original_vs_version1,mmd_rbf,q,29,14,0.005253
original_vs_version1,mmd_rbf,q,29,15,0.005536
original_vs_version1,mmd_rbf,q,29,16,0.010284
original_vs_version1,mmd_rbf,q,29,17,0.007183
original_vs_version1,mmd_rbf,q,29,18,0.006292
original_vs_version1,mmd_rbf,q,29,19,0.009795
original_vs_version1,mmd_rbf,q,29,20,0.004814
original_vs_version1,mmd_rbf,q,29,21,0.005
original_vs_version1,mmd_rbf,q,29,22,0.004562
original_vs_version1,mmd_rbf,q,29,23,0.004604
original_vs_version1,mmd_rbf,q,29,24,0.004641
original_vs_version1,mmd_rbf,q,29,25,0.005906
original_vs_version1,mmd_rbf,q,29,26,0.005294
original_vs_version1,mmd_rbf,q,29,27,0.005366
original_vs_version1,mmd_rbf,q,29,28,0.00625
original_vs_version1,mmd_rbf,q,29,29,0.005469
original_vs_version1,mmd_rbf,q,29,30,0.006203
original_vs_version1,mmd_rbf,q,29,31,0.005604
original_vs_version1,mmd_rbf,q,29,32,0.005557
original_vs_version1,mmd_rbf,q,29,33,0.005473
original_vs_version1,mmd_rbf,q,29,34,0.005115
original_vs_version1,mmd_rbf,q,29,35,0.004501
original_vs_version1,mmd_rbf,q,29,36,0.004013
original_vs_version1,mmd_rbf,q,29,37,0.004844
original_vs_version1,mmd_rbf,q,29,38,0.005184
original_vs_version1,mmd_rbf,q,29,39,0.004757
original_vs_version1,mmd_rbf,q,30,0,0.005744
original_vs_version1,mmd_rbf,q,30,1,0.007941
original_vs_version1,mmd_rbf,q,30,2,0.009524
original_vs_version1,mmd_rbf,q,30,3,0.012645
original_vs_version1,mmd_rbf,q,30,4,0.004504
original_vs_version1,mmd_rbf,q,30,5,0.005525
original_vs_version1,mmd_rbf,q,30,6,0.005594
original_vs_version1,mmd_rbf,q,30,7,0.005538
original_vs_version1,mmd_rbf,q,30,8,0.005382
original_vs_version1,mmd_rbf,q,30,9,0.006437
original_vs_version1,mmd_rbf,q,30,10,0.005294
original_vs_version1,mmd_rbf,q,30,11,0.005194
original_vs_version1,mmd_rbf,q,30,12,0.005698
original_vs_version1,mmd_rbf,q,30,13,0.00601
original_vs_version1,mmd_rbf,q,30,14,0.006497
original_vs_version1,mmd_rbf,q,30,15,0.003948
original_vs_version1,mmd_rbf,q,30,16,0.004792
original_vs_version1,mmd_rbf,q,30,17,0.004061
original_vs_version1,mmd_rbf,q,30,18,0.00614
original_vs_version1,mmd_rbf,q,30,19,0.004853
original_vs_version1,mmd_rbf,q,30,20,0.005928
original_vs_version1,mmd_rbf,q,30,21,0.006267
original_vs_version1,mmd_rbf,q,30,22,0.006642
original_vs_version1,mmd_rbf,q,30,23,0.007989
original_vs_version1,mmd_rbf,q,30,24,0.008295
original_vs_version1,mmd_rbf,q,30,25,0.005083
original_vs_version1,mmd_rbf,q,30,26,0.005299
original_vs_version1,mmd_rbf,q,30,27,0.005856
original_vs_version1,mmd_rbf,q,30,28,0.005599
original_vs_version1,mmd_rbf,q,30,29,0.005235
original_vs_version1,mmd_rbf,q,30,30,0.005937
original_vs_version1,mmd_rbf,q,30,31,0.007291
original_vs_version1,mmd_rbf,q,30,32,0.006323
original_vs_version1,mmd_rbf,q,30,33,0.007008
original_vs_version1,mmd_rbf,q,30,34,0.005566
original_vs_version1,mmd_rbf,q,30,35,0.005319
original_vs_version1,mmd_rbf,q,30,36,0.00491
original_vs_version1,mmd_rbf,q,30,37,0.004034
original_vs_version1,mmd_rbf,q,30,38,0.004593
original_vs_version1,mmd_rbf,q,30,39,0.004835
original_vs_version1,mmd_rbf,q,31,0,0.006094
original_vs_version1,mmd_rbf,q,31,1,0.005887
original_vs_version1,mmd_rbf,q,31,2,0.005395
original_vs_version1,mmd_rbf,q,31,3,0.007977
original_vs_version1,mmd_rbf,q,31,4,0.005636
original_vs_version1,mmd_rbf,q,31,5,0.00752
original_vs_version1,mmd_rbf,q,31,6,0.005647
original_vs_version1,mmd_rbf,q,31,7,0.004038
original_vs_version1,mmd_rbf,q,31,8,0.005138
original_vs_version1,mmd_rbf,q,31,9,0.005121
original_vs_version1,mmd_rbf,q,31,10,0.005531
original_vs_version1,mmd_rbf,q,31,11,0.006878
original_vs_version1,mmd_rbf,q,31,12,0.005546
original_vs_version1,mmd_rbf,q,31,13,0.005897
original_vs_version1,mmd_rbf,q,31,14,0.007931
original_vs_version1,mmd_rbf,q,31,15,0.005551
original_vs_version1,mmd_rbf,q,31,16,0.005946
original_vs_version1,mmd_rbf,q,31,17,0.005264
original_vs_version1,mmd_rbf,q,31,18,0.0061
original_vs_version1,mmd_rbf,q,31,19,0.005405
original_vs_version1,mmd_rbf,q,31,20,0.005592
original_vs_version1,mmd_rbf,q,31,21,0.005988
original_vs_version1,mmd_rbf,q,31,22,0.005899
original_vs_version1,mmd_rbf,q,31,23,0.004905
original_vs_version1,mmd_rbf,q,31,24,0.00603
original_vs_version1,mmd_rbf,q,31,25,0.007305
original_vs_version1,mmd_rbf,q,31,26,0.00667
original_vs_version1,mmd_rbf,q,31,27,0.009355
original_vs_version1,mmd_rbf,q,31,28,0.006965
original_vs_version1,mmd_rbf,q,31,29,0.007609
original_vs_version1,mmd_rbf,q,31,30,0.007927
original_vs_version1,mmd_rbf,q,31,31,0.005172
original_vs_version1,mmd_rbf,q,31,32,0.011465
original_vs_version1,mmd_rbf,q,31,33,0.005773
original_vs_version1,mmd_rbf,q,31,34,0.005934
original_vs_version1,mmd_rbf,q,31,35,0.005553
original_vs_version1,mmd_rbf,q,31,36,0.005131
original_vs_version1,mmd_rbf,q,31,37,0.005091
original_vs_version1,mmd_rbf,q,31,38,0.006168
original_vs_version1,mmd_rbf,q,31,39,0.005135
original_vs_version1,mmd_rbf,q,32,0,0.006967
original_vs_version1,mmd_rbf,q,32,1,0.006899
original_vs_version1,mmd_rbf,q,32,2,0.008561
original_vs_version1,mmd_rbf,q,32,3,0.013686
original_vs_version1,mmd_rbf,q,32,4,0.013548
original_vs_version1,mmd_rbf,q,32,5,0.007106
original_vs_version1,mmd_rbf,q,32,6,0.006009
original_vs_version1,mmd_rbf,q,32,7,0.006778
original_vs_version1,mmd_rbf,q,32,8,0.006296
original_vs_version1,mmd_rbf,q,32,9,0.006342
original_vs_version1,mmd_rbf,q,32,10,0.005878
original_vs_version1,mmd_rbf,q,32,11,0.006027
original_vs_version1,mmd_rbf,q,32,12,0.005518
original_vs_version1,mmd_rbf,q,32,13,0.005451
original_vs_version1,mmd_rbf,q,32,14,0.006936
original_vs_version1,mmd_rbf,q,32,15,0.006739
original_vs_version1,mmd_rbf,q,32,16,0.006537
original_vs_version1,mmd_rbf,q,32,17,0.006275
original_vs_version1,mmd_rbf,q,32,18,0.006938
original_vs_version1,mmd_rbf,q,32,19,0.013559
original_vs_version1,mmd_rbf,q,32,20,0.006215
original_vs_version1,mmd_rbf,q,32,21,0.005678
original_vs_version1,mmd_rbf,q,32,22,0.006056
original_vs_version1,mmd_rbf,q,32,23,0.003903
original_vs_version1,mmd_rbf,q,32,24,0.005563
original_vs_version1,mmd_rbf,q,32,25,0.006066
original_vs_version1,mmd_rbf,q,32,26,0.005264
original_vs_version1,mmd_rbf,q,32,27,0.006235
original_vs_version1,mmd_rbf,q,32,28,0.005833
original_vs_version1,mmd_rbf,q,32,29,0.007472
original_vs_version1,mmd_rbf,q,32,30,0.020841
original_vs_version1,mmd_rbf,q,32,31,0.009647
original_vs_version1,mmd_rbf,q,32,32,0.01381
original_vs_version1,mmd_rbf,q,32,33,0.022457
original_vs_version1,mmd_rbf,q,32,34,0.009827
original_vs_version1,mmd_rbf,q,32,35,0.004909
original_vs_version1,mmd_rbf,q,32,36,0.003821
original_vs_version1,mmd_rbf,q,32,37,0.005647
original_vs_version1,mmd_rbf,q,32,38,0.005992
original_vs_version1,mmd_rbf,q,32,39,0.005297
original_vs_version1,mmd_rbf,q,33,0,0.005641
original_vs_version1,mmd_rbf,q,33,1,0.006844
original_vs_version1,mmd_rbf,q,33,2,0.008152
original_vs_version1,mmd_rbf,q,33,3,0.006962
original_vs_version1,mmd_rbf,q,33,4,0.007095
original_vs_version1,mmd_rbf,q,33,5,0.00532
original_vs_version1,mmd_rbf,q,33,6,0.005826
original_vs_version1,mmd_rbf,q,33,7,0.005959
original_vs_version1,mmd_rbf,q,33,8,0.005959
original_vs_version1,mmd_rbf,q,33,9,0.00553
original_vs_version1,mmd_rbf,q,33,10,0.010911
original_vs_version1,mmd_rbf,q,33,11,0.008941
original_vs_version1,mmd_rbf,q,33,12,0.006645
original_vs_version1,mmd_rbf,q,33,13,0.016028
original_vs_version1,mmd_rbf,q,33,14,0.007329
original_vs_version1,mmd_rbf,q,33,15,0.006963
original_vs_version1,mmd_rbf,q,33,16,0.006783
original_vs_version1,mmd_rbf,q,33,17,0.006348
original_vs_version1,mmd_rbf,q,33,18,0.00514
original_vs_version1,mmd_rbf,q,33,19,0.005428
original_vs_version1,mmd_rbf,q,33,20,0.006763
original_vs_version1,mmd_rbf,q,33,21,0.008699
original_vs_version1,mmd_rbf,q,33,22,0.0062
original_vs_version1,mmd_rbf,q,33,23,0.010002
original_vs_version1,mmd_rbf,q,33,24,0.005907
original_vs_version1,mmd_rbf,q,33,25,0.009053
original_vs_version1,mmd_rbf,q,33,26,0.006709
original_vs_version1,mmd_rbf,q,33,27,0.006413
original_vs_version1,mmd_rbf,q,33,28,0.008018
original_vs_version1,mmd_rbf,q,33,29,0.006016
original_vs_version1,mmd_rbf,q,33,30,0.010754
original_vs_version1,mmd_rbf,q,33,31,0.007664
original_vs_version1,mmd_rbf,q,33,32,0.010968
original_vs_version1,mmd_rbf,q,33,33,0.009583
original_vs_version1,mmd_rbf,q,33,34,0.010494
original_vs_version1,mmd_rbf,q,33,35,0.006219
original_vs_version1,mmd_rbf,q,33,36,0.008725
original_vs_version1,mmd_rbf,q,33,37,0.007233
original_vs_version1,mmd_rbf,q,33,38,0.00641
original_vs_version1,mmd_rbf,q,33,39,0.00789
original_vs_version1,mmd_rbf,q,34,0,0.011922
original_vs_version1,mmd_rbf,q,34,1,0.012672
original_vs_version1,mmd_rbf,q,34,2,0.016836
original_vs_version1,mmd_rbf,q,34,3,0.013773
original_vs_version1,mmd_rbf,q,34,4,0.020468
original_vs_version1,mmd_rbf,q,34,5,0.005475
original_vs_version1,mmd_rbf,q,34,6,0.006061
original_vs_version1,mmd_rbf,q,34,7,0.00611
original_vs_version1,mmd_rbf,q,34,8,0.006917
original_vs_version1,mmd_rbf,q,34,9,0.006243
original_vs_version1,mmd_rbf,q,34,10,0.007879
original_vs_version1,mmd_rbf,q,34,11,0.00647
original_vs_version1,mmd_rbf,q,34,12,0.007465
original_vs_version1,mmd_rbf,q,34,13,0.00643
original_vs_version1,mmd_rbf,q,34,14,0.006962
original_vs_version1,mmd_rbf,q,34,15,0.00643
original_vs_version1,mmd_rbf,q,34,16,0.007088
original_vs_version1,mmd_rbf,q,34,17,0.006655
original_vs_version1,mmd_rbf,q,34,18,0.006863
original_vs_version1,mmd_rbf,q,34,19,0.006003
original_vs_version1,mmd_rbf,q,34,20,0.009983
original_vs_version1,mmd_rbf,q,34,21,0.008007
original_vs_version1,mmd_rbf,q,34,22,0.015137
original_vs_version1,mmd_rbf,q,34,23,0.008601
original_vs_version1,mmd_rbf,q,34,24,0.008911
original_vs_version1,mmd_rbf,q,34,25,0.006188
original_vs_version1,mmd_rbf,q,34,26,0.005804
original_vs_version1,mmd_rbf,q,34,27,0.005235
original_vs_version1,mmd_rbf,q,34,28,0.006534
original_vs_version1,mmd_rbf,q,34,29,0.004568
original_vs_version1,mmd_rbf,q,34,30,0.006371
original_vs_version1,mmd_rbf,q,34,31,0.011867
original_vs_version1,mmd_rbf,q,34,32,0.00956
original_vs_version1,mmd_rbf,q,34,33,0.010137
original_vs_version1,mmd_rbf,q,34,34,0.013242
original_vs_version1,mmd_rbf,q,34,35,0.00601
original_vs_version1,mmd_rbf,q,34,36,0.005785
original_vs_version1,mmd_rbf,q,34,37,0.010291
original_vs_version1,mmd_rbf,q,34,38,0.007666
original_vs_version1,mmd_rbf,q,34,39,0.010025
original_vs_version1,mmd_rbf,q,35,0,0.006254
original_vs_version1,mmd_rbf,q,35,1,0.006028
original_vs_version1,mmd_rbf,q,35,2,0.005886
original_vs_version1,mmd_rbf,q,35,3,0.006162
original_vs_version1,mmd_rbf,q,35,4,0.006109
original_vs_version1,mmd_rbf,q,35,5,0.006394
original_vs_version1,mmd_rbf,q,35,6,0.006339
original_vs_version1,mmd_rbf,q,35,7,0.006267
original_vs_version1,mmd_rbf,q,35,8,0.006279
original_vs_version1,mmd_rbf,q,35,9,0.007471
original_vs_version1,mmd_rbf,q,35,10,0.006908
original_vs_version1,mmd_rbf,q,35,11,0.010642
original_vs_version1,mmd_rbf,q,35,12,0.010607
original_vs_version1,mmd_rbf,q,35,13,0.007247
original_vs_version1,mmd_rbf,q,35,14,0.008409
original_vs_version1,mmd_rbf,q,35,15,0.006603
original_vs_version1,mmd_rbf,q,35,16,0.006155
original_vs_version1,mmd_rbf,q,35,17,0.006515
original_vs_version1,mmd_rbf,q,35,18,0.007132
original_vs_version1,mmd_rbf,q,35,19,0.006085
original_vs_version1,mmd_rbf,q,35,20,0.008517
original_vs_version1,mmd_rbf,q,35,21,0.013974
original_vs_version1,mmd_rbf,q,35,22,0.00814
original_vs_version1,mmd_rbf,q,35,23,0.009568
original_vs_version1,mmd_rbf,q,35,24,0.012721
original_vs_version1,mmd_rbf,q,35,25,0.013227
original_vs_version1,mmd_rbf,q,35,26,0.007706
original_vs_version1,mmd_rbf,q,35,27,0.008228
original_vs_version1,mmd_rbf,q,35,28,0.007381
original_vs_version1,mmd_rbf,q,35,29,0.006865
original_vs_version1,mmd_rbf,q,35,30,0.005903
original_vs_version1,mmd_rbf,q,35,31,0.006103
original_vs_version1,mmd_rbf,q,35,32,0.006292
original_vs_version1,mmd_rbf,q,35,33,0.006175
original_vs_version1,mmd_rbf,q,35,34,0.006321
original_vs_version1,mmd_rbf,q,35,35,0.009832
original_vs_version1,mmd_rbf,q,35,36,0.004629
original_vs_version1,mmd_rbf,q,35,37,0.008099
original_vs_version1,mmd_rbf,q,35,38,0.017451
original_vs_version1,mmd_rbf,q,35,39,0.021146
original_vs_version1,mmd_rbf,q,36,0,0.00571
original_vs_version1,mmd_rbf,q,36,1,0.006305
original_vs_version1,mmd_rbf,q,36,2,0.008053
original_vs_version1,mmd_rbf,q,36,3,0.006449
original_vs_version1,mmd_rbf,q,36,4,0.005901
original_vs_version1,mmd_rbf,q,36,5,0.008803
original_vs_version1,mmd_rbf,q,36,6,0.004033
original_vs_version1,mmd_rbf,q,36,7,0.013467
original_vs_version1,mmd_rbf,q,36,8,0.007703
original_vs_version1,mmd_rbf,q,36,9,0.004155
original_vs_version1,mmd_rbf,q,36,10,0.006307
original_vs_version1,mmd_rbf,q,36,11,0.005193
original_vs_version1,mmd_rbf,q,36,12,0.007368
original_vs_version1,mmd_rbf,q,36,13,0.009986
original_vs_version1,mmd_rbf,q,36,14,0.011698
original_vs_version1,mmd_rbf,q,36,15,0.01042
original_vs_version1,mmd_rbf,q,36,16,0.006067
original_vs_version1,mmd_rbf,q,36,17,0.013797
original_vs_version1,mmd_rbf,q,36,18,0.007289
original_vs_version1,mmd_rbf,q,36,19,0.007177
original_vs_version1,mmd_rbf,q,36,20,0.018796
original_vs_version1,mmd_rbf,q,36,21,0.016789
original_vs_version1,mmd_rbf,q,36,22,0.007301
original_vs_version1,mmd_rbf,q,36,23,0.069458
original_vs_version1,mmd_rbf,q,36,24,0.025365
original_vs_version1,mmd_rbf,q,36,25,0.012415
original_vs_version1,mmd_rbf,q,36,26,0.00972
original_vs_version1,mmd_rbf,q,36,27,0.009864
original_vs_version1,mmd_rbf,q,36,28,0.006663
original_vs_version1,mmd_rbf,q,36,29,0.007364
original_vs_version1,mmd_rbf,q,36,30,0.009417
original_vs_version1,mmd_rbf,q,36,31,0.007629
original_vs_version1,mmd_rbf,q,36,32,0.007029
original_vs_version1,mmd_rbf,q,36,33,0.006875
original_vs_version1,mmd_rbf,q,36,34,0.007784
original_vs_version1,mmd_rbf,q,36,35,0.009197
original_vs_version1,mmd_rbf,q,36,36,0.021609
original_vs_version1,mmd_rbf,q,36,37,0.019019
original_vs_version1,mmd_rbf,q,36,38,0.024555
original_vs_version1,mmd_rbf,q,36,39,0.00958
original_vs_version1,mmd_rbf,q,37,0,0.007101
original_vs_version1,mmd_rbf,q,37,1,0.00657
original_vs_version1,mmd_rbf,q,37,2,0.006984
original_vs_version1,mmd_rbf,q,37,3,0.006697
original_vs_version1,mmd_rbf,q,37,4,0.010061
original_vs_version1,mmd_rbf,q,37,5,0.007667
original_vs_version1,mmd_rbf,q,37,6,0.014811
original_vs_version1,mmd_rbf,q,37,7,0.007305
original_vs_version1,mmd_rbf,q,37,8,0.007771
original_vs_version1,mmd_rbf,q,37,9,0.006384
original_vs_version1,mmd_rbf,q,37,10,0.008173
original_vs_version1,mmd_rbf,q,37,11,0.009827
original_vs_version1,mmd_rbf,q,37,12,0.011633
original_vs_version1,mmd_rbf,q,37,13,0.033086
original_vs_version1,mmd_rbf,q,37,14,0.011428
original_vs_version1,mmd_rbf,q,37,15,0.006896
original_vs_version1,mmd_rbf,q,37,16,0.006483
original_vs_version1,mmd_rbf,q,37,17,0.006481
original_vs_version1,mmd_rbf,q,37,18,0.006464
original_vs_version1,mmd_rbf,q,37,19,0.006619
original_vs_version1,mmd_rbf,q,37,20,0.019309
original_vs_version1,mmd_rbf,q,37,21,0.010231
original_vs_version1,mmd_rbf,q,37,22,0.01428
original_vs_version1,mmd_rbf,q,37,23,0.01376
original_vs_version1,mmd_rbf,q,37,24,0.010175
original_vs_version1,mmd_rbf,q,37,25,0.012524
original_vs_version1,mmd_rbf,q,37,26,0.010842
original_vs_version1,mmd_rbf,q,37,27,0.007902
original_vs_version1,mmd_rbf,q,37,28,0.006804
original_vs_version1,mmd_rbf,q,37,29,0.007406
original_vs_version1,mmd_rbf,q,37,30,0.023927
original_vs_version1,mmd_rbf,q,37,31,0.009521
original_vs_version1,mmd_rbf,q,37,32,0.033972
original_vs_version1,mmd_rbf,q,37,33,0.021155
original_vs_version1,mmd_rbf,q,37,34,0.02575
original_vs_version1,mmd_rbf,q,37,35,0.006208
original_vs_version1,mmd_rbf,q,37,36,0.004017
original_vs_version1,mmd_rbf,q,37,37,0.003378
original_vs_version1,mmd_rbf,q,37,38,0.005986
original_vs_version1,mmd_rbf,q,37,39,0.005123
original_vs_version1,mmd_rbf,q,38,0,0.007875
original_vs_version1,mmd_rbf,q,38,1,0.00812
original_vs_version1,mmd_rbf,q,38,2,0.006277
original_vs_version1,mmd_rbf,q,38,3,0.004603
original_vs_version1,mmd_rbf,q,38,4,0.010782
original_vs_version1,mmd_rbf,q,38,5,0.007273
original_vs_version1,mmd_rbf,q,38,6,0.010539
original_vs_version1,mmd_rbf,q,38,7,0.011993
original_vs_version1,mmd_rbf,q,38,8,0.008699
original_vs_version1,mmd_rbf,q,38,9,0.010153
original_vs_version1,mmd_rbf,q,38,10,0.030949
original_vs_version1,mmd_rbf,q,38,11,0.022796
original_vs_version1,mmd_rbf,q,38,12,0.014285
original_vs_version1,mmd_rbf,q,38,13,0.012255
original_vs_version1,mmd_rbf,q,38,14,0.018129
original_vs_version1,mmd_rbf,q,38,15,0.012738
original_vs_version1,mmd_rbf,q,38,16,0.00697
original_vs_version1,mmd_rbf,q,38,17,0.00995
original_vs_version1,mmd_rbf,q,38,18,0.008125
original_vs_version1,mmd_rbf,q,38,19,0.007669
original_vs_version1,mmd_rbf,q,38,20,0.008195
original_vs_version1,mmd_rbf,q,38,21,0.015803
original_vs_version1,mmd_rbf,q,38,22,0.006719
original_vs_version1,mmd_rbf,q,38,23,0.008243
original_vs_version1,mmd_rbf,q,38,24,0.010264
original_vs_version1,mmd_rbf,q,38,25,0.019845
original_vs_version1,mmd_rbf,q,38,26,0.025216
original_vs_version1,mmd_rbf,q,38,27,0.018644
original_vs_version1,mmd_rbf,q,38,28,0.00998
original_vs_version1,mmd_rbf,q,38,29,0.049119
