pair,layer,head,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median,l2_mean_mean,l2_mean_std,l2_mean_median
original_vs_version1,2,3,15,1,1,0.25471,0.029633,0.258108,0.819011,0.02931,0.817314,0.129806,0.039814,0.134234,0.406602,0.018621,0.406338
original_vs_version1,2,4,15,1,1,0.628927,0.048927,0.625509,0.815072,0.032545,0.811233,0.431717,0.050261,0.418689,0.2414,0.015985,0.240527
original_vs_version1,2,5,15,1,1,0.196192,0.010334,0.196347,0.790357,0.037725,0.79342,0.061843,0.015044,0.061772,0.288467,0.02002,0.289568
original_vs_version1,2,6,15,1,1,0.095492,0.012472,0.094626,0.766666,0.033359,0.768699,0.078917,0.024726,0.07055,0.628099,0.034103,0.628221
original_vs_version1,2,7,15,1,1,0.086881,0.010549,0.085147,0.782225,0.041673,0.776103,0.060491,0.01716,0.063676,0.64494,0.027307,0.643753
original_vs_version1,2,8,15,1,1,0.28069,0.019436,0.280222,0.79706,0.035211,0.801474,0.090214,0.0237,0.086128,0.234651,0.011723,0.238155
original_vs_version1,2,9,15,1,1,0.176237,0.017672,0.181954,0.854261,0.035964,0.855227,0.075992,0.021301,0.071317,0.419447,0.020047,0.414395
original_vs_version1,2,10,15,1,1,0.369684,0.050466,0.373319,0.765948,0.048322,0.769504,0.192036,0.049816,0.186541,0.215636,0.029634,0.213958
original_vs_version1,2,11,15,1,1,0.202157,0.025352,0.202592,0.727705,0.039243,0.730858,0.092209,0.021194,0.091484,0.284382,0.031613,0.270769
original_vs_version1,2,12,15,1,1,0.182253,0.028052,0.18259,0.741889,0.037738,0.74414,0.05724,0.019137,0.056686,0.382476,0.04756,0.380031
original_vs_version1,2,13,15,1,1,0.203577,0.023079,0.211416,0.700731,0.043875,0.704325,0.125047,0.032651,0.122081,0.382295,0.029342,0.378241
original_vs_version1,2,14,15,1,1,0.157225,0.0181,0.157765,0.703651,0.044622,0.703805,0.069475,0.012785,0.067777,0.345519,0.027531,0.346532
original_vs_version1,2,15,15,1,1,0.160823,0.022902,0.156649,0.75423,0.036204,0.745966,0.065226,0.016637,0.063579,0.334191,0.029047,0.337224
original_vs_version1,2,16,15,1,1,0.109129,0.012545,0.110984,0.748601,0.041167,0.743502,0.052673,0.022379,0.049297,0.443422,0.03889,0.452991
original_vs_version1,2,17,15,1,1,0.096902,0.019357,0.092317,0.75647,0.040592,0.75646,0.05616,0.017857,0.051822,0.359047,0.036492,0.369832
original_vs_version1,2,18,15,1,1,0.064874,0.009015,0.063185,0.770603,0.043704,0.768243,0.045393,0.009635,0.044449,0.57757,0.044099,0.578306
original_vs_version1,2,19,15,1,1,0.061284,0.010729,0.061125,0.764993,0.045176,0.749803,0.054593,0.018277,0.048441,0.682729,0.054391,0.692499
original_vs_version1,2,20,15,1,1,0.086972,0.013094,0.08739,0.751416,0.040259,0.75973,0.057015,0.026681,0.052521,0.500156,0.033361,0.498838
original_vs_version1,2,21,15,1,1,0.075583,0.010942,0.074839,0.743508,0.041414,0.737726,0.054151,0.012148,0.051501,0.465668,0.032919,0.464177
original_vs_version1,2,22,15,1,1,0.098401,0.014302,0.097689,0.788045,0.036902,0.78176,0.046922,0.015671,0.040742,0.539984,0.045163,0.552738
original_vs_version1,2,23,15,1,1,0.124604,0.021803,0.128834,0.772643,0.034841,0.767851,0.052685,0.017023,0.046544,0.476171,0.027874,0.470466
original_vs_version1,2,24,15,1,1,0.146299,0.024456,0.152681,0.77672,0.041762,0.789015,0.061937,0.018815,0.05882,0.402786,0.028021,0.398085
original_vs_version1,2,25,15,1,1,0.21899,0.031737,0.222193,0.783141,0.041414,0.776784,0.060225,0.018174,0.054034,0.285324,0.054439,0.277227
original_vs_version1,2,26,15,1,1,0.103149,0.017282,0.103788,0.730936,0.042665,0.728552,0.053251,0.023373,0.046125,0.493174,0.051418,0.490583
original_vs_version1,2,27,15,1,1,0.130839,0.015897,0.13033,0.786859,0.038184,0.790511,0.043349,0.012144,0.037862,0.489392,0.032884,0.483638
original_vs_version1,2,28,15,1,1,0.320534,0.030972,0.317376,0.814456,0.02553,0.81856,0.075102,0.028273,0.064042,0.301147,0.035973,0.29698
original_vs_version1,2,29,15,1,1,0.073448,0.008946,0.07571,0.744577,0.049592,0.751021,0.051419,0.011255,0.047885,0.716844,0.032059,0.719645
original_vs_version1,2,30,15,1,1,0.288045,0.036089,0.282942,0.694457,0.041533,0.681294,0.177936,0.037284,0.182907,0.175661,0.012566,0.180976
original_vs_version1,2,31,15,1,1,0.247743,0.038755,0.244672,0.7135,0.043976,0.704646,0.143505,0.022993,0.145361,0.166107,0.014388,0.165409
original_vs_version1,2,32,15,1,1,0.289209,0.034473,0.285512,0.717788,0.043615,0.720548,0.158735,0.034,0.158963,0.168308,0.011245,0.173626
original_vs_version1,2,33,15,1,1,0.260445,0.055197,0.259281,0.664146,0.059524,0.672053,0.172263,0.042842,0.163914,0.200566,0.035649,0.188467
original_vs_version1,2,34,15,1,1,0.272476,0.039457,0.278082,0.705105,0.042843,0.711435,0.180425,0.034881,0.177097,0.177341,0.014348,0.172383
original_vs_version1,2,35,15,1,1,0.16813,0.022832,0.169805,0.765672,0.037051,0.749874,0.06464,0.014276,0.062112,0.321305,0.029717,0.31268
original_vs_version1,2,36,15,1,1,0.215874,0.024046,0.212119,0.748257,0.028784,0.748961,0.082131,0.010088,0.081705,0.288765,0.021769,0.284642
original_vs_version1,2,37,15,1,1,0.331444,0.041301,0.330602,0.754435,0.033844,0.749893,0.176227,0.045854,0.170778,0.157826,0.016488,0.156801
original_vs_version1,2,38,15,1,1,0.248443,0.039499,0.26223,0.798574,0.034292,0.799886,0.060961,0.016569,0.055587,0.267504,0.027319,0.263363
original_vs_version1,2,39,15,1,1,0.243841,0.041244,0.253481,0.800548,0.033881,0.800415,0.067772,0.025368,0.058966,0.298688,0.033023,0.289033
original_vs_version1,3,0,15,1,1,0.222839,0.03086,0.212841,0.836483,0.01892,0.830009,0.064536,0.018509,0.058781,0.516442,0.028511,0.515054
original_vs_version1,3,1,15,1,1,0.242761,0.045911,0.238172,0.857716,0.019811,0.856892,0.062358,0.01361,0.063152,0.478393,0.028253,0.477266
original_vs_version1,3,2,15,1,1,0.455861,0.063,0.468575,0.923352,0.020419,0.92374,0.06644,0.032158,0.059615,0.36344,0.058616,0.363434
original_vs_version1,3,3,15,1,1,0.362065,0.047599,0.340571,0.850497,0.017166,0.846573,0.09188,0.014846,0.089329,0.298434,0.02439,0.300745
original_vs_version1,3,4,15,1,1,0.224559,0.036481,0.226284,0.860356,0.023578,0.864929,0.04954,0.011683,0.049874,0.590948,0.055845,0.583362
original_vs_version1,3,5,15,1,1,0.190844,0.018069,0.186214,0.782776,0.030663,0.786109,0.056948,0.023251,0.049592,0.42901,0.043969,0.426448
original_vs_version1,3,6,15,1,1,0.435436,0.048969,0.429803,0.809592,0.031841,0.81078,0.116343,0.027034,0.10998,0.164403,0.045352,0.164309
original_vs_version1,3,7,15,1,1,0.139261,0.012565,0.142772,0.785555,0.035777,0.781373,0.052238,0.0242,0.049804,0.582557,0.049886,0.577298
original_vs_version1,3,8,15,1,1,0.355333,0.028696,0.35539,0.80966,0.025397,0.807793,0.113521,0.040981,0.100724,0.287572,0.04045,0.292861
