layer,head,pair,n_rows,n_layers,n_heads,l2_mean_mean,l2_mean_std,l2_mean_median
6,25,original_vs_version3,15,1,1,0.624256,0.06531,0.609857
6,25,version1_vs_version2,15,1,1,0.648076,0.063807,0.634492
6,25,version1_vs_version3,15,1,1,0.647311,0.067312,0.634311
6,25,version2_vs_version3,15,1,1,0.623441,0.070215,0.599608
6,26,original_vs_version1,15,1,1,0.855831,0.048748,0.859525
6,26,original_vs_version2,15,1,1,0.835312,0.061636,0.822323
6,26,original_vs_version3,15,1,1,0.828374,0.062768,0.826283
6,26,version1_vs_version2,15,1,1,0.871463,0.058499,0.863234
6,26,version1_vs_version3,15,1,1,0.865006,0.060776,0.842853
6,26,version2_vs_version3,15,1,1,0.839963,0.080383,0.818485
6,27,original_vs_version1,15,1,1,0.884088,0.056653,0.857095
6,27,original_vs_version2,15,1,1,0.845662,0.049381,0.827088
6,27,original_vs_version3,15,1,1,0.842551,0.049377,0.821746
6,27,version1_vs_version2,15,1,1,0.891294,0.049617,0.869777
6,27,version1_vs_version3,15,1,1,0.888468,0.052806,0.873838
6,27,version2_vs_version3,15,1,1,0.847937,0.050809,0.825326
6,28,original_vs_version1,15,1,1,0.57878,0.062869,0.573796
6,28,original_vs_version2,15,1,1,0.55527,0.063685,0.545026
6,28,original_vs_version3,15,1,1,0.546206,0.054424,0.534805
6,28,version1_vs_version2,15,1,1,0.591379,0.066205,0.578308
6,28,version1_vs_version3,15,1,1,0.582486,0.058479,0.57719
6,28,version2_vs_version3,15,1,1,0.556334,0.063907,0.547394
6,29,original_vs_version1,15,1,1,0.820514,0.044584,0.838084
6,29,original_vs_version2,15,1,1,0.801017,0.04249,0.811163
6,29,original_vs_version3,15,1,1,0.801403,0.042005,0.805003
6,29,version1_vs_version2,15,1,1,0.828772,0.043869,0.834328
6,29,version1_vs_version3,15,1,1,0.827872,0.043576,0.834615
6,29,version2_vs_version3,15,1,1,0.80618,0.04726,0.804238
6,30,original_vs_version1,15,1,1,0.204082,0.029667,0.190905
6,30,original_vs_version2,15,1,1,0.191373,0.032364,0.186303
6,30,original_vs_version3,15,1,1,0.195003,0.037312,0.189323
6,30,version1_vs_version2,15,1,1,0.198934,0.026055,0.187768
6,30,version1_vs_version3,15,1,1,0.201362,0.035285,0.193461
6,30,version2_vs_version3,15,1,1,0.188166,0.037804,0.184583
6,31,original_vs_version1,15,1,1,0.673046,0.078318,0.670618
6,31,original_vs_version2,15,1,1,0.630129,0.053116,0.632473
6,31,original_vs_version3,15,1,1,0.634129,0.065972,0.607247
6,31,version1_vs_version2,15,1,1,0.659469,0.06922,0.652445
6,31,version1_vs_version3,15,1,1,0.663232,0.0832,0.626001
6,31,version2_vs_version3,15,1,1,0.617992,0.066602,0.599013
6,32,original_vs_version1,15,1,1,0.231369,0.039804,0.227445
6,32,original_vs_version2,15,1,1,0.215947,0.037665,0.212131
6,32,original_vs_version3,15,1,1,0.217946,0.037259,0.215302
6,32,version1_vs_version2,15,1,1,0.233594,0.034668,0.235991
6,32,version1_vs_version3,15,1,1,0.234655,0.03636,0.241403
6,32,version2_vs_version3,15,1,1,0.218081,0.036072,0.217403
6,33,original_vs_version1,15,1,1,0.386571,0.038403,0.399554
6,33,original_vs_version2,15,1,1,0.370781,0.034786,0.360115
6,33,original_vs_version3,15,1,1,0.367082,0.031303,0.359119
6,33,version1_vs_version2,15,1,1,0.397805,0.033792,0.404032
6,33,version1_vs_version3,15,1,1,0.39387,0.034499,0.404857
6,33,version2_vs_version3,15,1,1,0.375427,0.031898,0.364258
6,34,original_vs_version1,15,1,1,0.49695,0.04123,0.517816
6,34,original_vs_version2,15,1,1,0.448817,0.054999,0.421395
6,34,original_vs_version3,15,1,1,0.439532,0.04254,0.432532
6,34,version1_vs_version2,15,1,1,0.493086,0.047579,0.504618
6,34,version1_vs_version3,15,1,1,0.486272,0.04055,0.48861
6,34,version2_vs_version3,15,1,1,0.426096,0.037499,0.410997
6,35,original_vs_version1,15,1,1,0.502746,0.03907,0.495046
6,35,original_vs_version2,15,1,1,0.484952,0.041829,0.478387
6,35,original_vs_version3,15,1,1,0.476616,0.032603,0.481836
6,35,version1_vs_version2,15,1,1,0.491693,0.044819,0.489331
6,35,version1_vs_version3,15,1,1,0.483484,0.03729,0.48207
6,35,version2_vs_version3,15,1,1,0.45981,0.030948,0.443397
6,36,original_vs_version1,15,1,1,0.939947,0.096247,0.929222
6,36,original_vs_version2,15,1,1,0.867832,0.088094,0.863937
6,36,original_vs_version3,15,1,1,0.862808,0.08525,0.865624
6,36,version1_vs_version2,15,1,1,0.95055,0.091253,0.955937
6,36,version1_vs_version3,15,1,1,0.945352,0.089426,0.956012
6,36,version2_vs_version3,15,1,1,0.872017,0.091069,0.878437
6,37,original_vs_version1,15,1,1,0.495577,0.023178,0.49568
6,37,original_vs_version2,15,1,1,0.456323,0.031315,0.455898
6,37,original_vs_version3,15,1,1,0.456364,0.021641,0.462963
6,37,version1_vs_version2,15,1,1,0.487169,0.027327,0.485349
6,37,version1_vs_version3,15,1,1,0.482519,0.026011,0.470626
6,37,version2_vs_version3,15,1,1,0.442054,0.020929,0.43626
6,38,original_vs_version1,15,1,1,0.681063,0.044145,0.677964
6,38,original_vs_version2,15,1,1,0.626315,0.047113,0.614638
6,38,original_vs_version3,15,1,1,0.625401,0.045396,0.616273
6,38,version1_vs_version2,15,1,1,0.681903,0.037889,0.68053
6,38,version1_vs_version3,15,1,1,0.679864,0.034765,0.677872
6,38,version2_vs_version3,15,1,1,0.621476,0.04383,0.612246
6,39,original_vs_version1,15,1,1,0.552712,0.034289,0.557899
6,39,original_vs_version2,15,1,1,0.535723,0.034007,0.541508
6,39,original_vs_version3,15,1,1,0.529972,0.037672,0.524051
6,39,version1_vs_version2,15,1,1,0.547828,0.032353,0.548773
6,39,version1_vs_version3,15,1,1,0.545436,0.027877,0.5429
6,39,version2_vs_version3,15,1,1,0.514773,0.025409,0.510241
7,0,original_vs_version1,15,1,1,0.727304,0.068531,0.730722
7,0,original_vs_version2,15,1,1,0.738903,0.07685,0.748687
7,0,original_vs_version3,15,1,1,0.745986,0.087138,0.748471
7,0,version1_vs_version2,15,1,1,0.713699,0.084959,0.729273
7,0,version1_vs_version3,15,1,1,0.722893,0.090149,0.730643
7,0,version2_vs_version3,15,1,1,0.732195,0.087008,0.736422
7,1,original_vs_version1,15,1,1,0.44916,0.093543,0.439714
7,1,original_vs_version2,15,1,1,0.467106,0.120104,0.426506
7,1,original_vs_version3,15,1,1,0.466195,0.12276,0.440005
7,1,version1_vs_version2,15,1,1,0.434258,0.088535,0.42978
7,1,version1_vs_version3,15,1,1,0.434107,0.089734,0.403982
7,1,version2_vs_version3,15,1,1,0.450804,0.113081,0.417698
7,2,original_vs_version1,15,1,1,0.791818,0.115431,0.827919
7,2,original_vs_version2,15,1,1,0.732451,0.083963,0.732624
7,2,original_vs_version3,15,1,1,0.743513,0.097575,0.740769
7,2,version1_vs_version2,15,1,1,0.794089,0.096842,0.787315
7,2,version1_vs_version3,15,1,1,0.805672,0.107587,0.834024
7,2,version2_vs_version3,15,1,1,0.744471,0.089055,0.75835
7,3,original_vs_version1,15,1,1,0.180834,0.049932,0.168646
7,3,original_vs_version2,15,1,1,0.192706,0.079624,0.172688
7,3,original_vs_version3,15,1,1,0.190534,0.086141,0.163116
7,3,version1_vs_version2,15,1,1,0.162488,0.03338,0.158007
7,3,version1_vs_version3,15,1,1,0.160971,0.04187,0.145898
7,3,version2_vs_version3,15,1,1,0.172312,0.06314,0.153912
7,4,original_vs_version1,15,1,1,0.501397,0.123615,0.49212
7,4,original_vs_version2,15,1,1,0.462966,0.098954,0.437863
7,4,original_vs_version3,15,1,1,0.458312,0.087176,0.452063
7,4,version1_vs_version2,15,1,1,0.489635,0.105064,0.502612
7,4,version1_vs_version3,15,1,1,0.485908,0.098402,0.505404
7,4,version2_vs_version3,15,1,1,0.445518,0.070209,0.430656
7,5,original_vs_version1,15,1,1,0.969491,0.110917,0.954398
7,5,original_vs_version2,15,1,1,1.007201,0.123561,0.992941
7,5,original_vs_version3,15,1,1,0.983825,0.109977,0.992855
7,5,version1_vs_version2,15,1,1,0.980197,0.101741,0.979962
7,5,version1_vs_version3,15,1,1,0.95802,0.086077,0.939914
7,5,version2_vs_version3,15,1,1,0.995653,0.090138,0.99926
7,6,original_vs_version1,15,1,1,1.109641,0.087941,1.119855
7,6,original_vs_version2,15,1,1,1.116194,0.081104,1.145081
7,6,original_vs_version3,15,1,1,1.114432,0.069662,1.084598
7,6,version1_vs_version2,15,1,1,1.101002,0.08336,1.120582
7,6,version1_vs_version3,15,1,1,1.105762,0.068598,1.100704
7,6,version2_vs_version3,15,1,1,1.107352,0.081796,1.10666
7,7,original_vs_version1,15,1,1,0.960463,0.190476,0.916022
7,7,original_vs_version2,15,1,1,0.905069,0.175929,0.925945
7,7,original_vs_version3,15,1,1,0.899163,0.169277,0.847303
7,7,version1_vs_version2,15,1,1,0.950552,0.169988,0.93207
7,7,version1_vs_version3,15,1,1,0.946814,0.171944,0.935479
7,7,version2_vs_version3,15,1,1,0.889558,0.153681,0.919193
7,8,original_vs_version1,15,1,1,0.83288,0.056826,0.831663
7,8,original_vs_version2,15,1,1,0.833599,0.062585,0.824558
7,8,original_vs_version3,15,1,1,0.838001,0.057212,0.835588
7,8,version1_vs_version2,15,1,1,0.841782,0.061704,0.818883
7,8,version1_vs_version3,15,1,1,0.845284,0.059147,0.844333
7,8,version2_vs_version3,15,1,1,0.845034,0.060687,0.845058
7,9,original_vs_version1,15,1,1,1.34247,0.150448,1.313714
7,9,original_vs_version2,15,1,1,1.336531,0.170985,1.28775
7,9,original_vs_version3,15,1,1,1.341635,0.11898,1.333726
7,9,version1_vs_version2,15,1,1,1.347042,0.143135,1.323595
7,9,version1_vs_version3,15,1,1,1.350452,0.110348,1.371574
7,9,version2_vs_version3,15,1,1,1.341587,0.110444,1.32183
7,10,original_vs_version1,15,1,1,0.418235,0.090723,0.403807
7,10,original_vs_version2,15,1,1,0.388074,0.088594,0.352609
7,10,original_vs_version3,15,1,1,0.39642,0.087395,0.363354
7,10,version1_vs_version2,15,1,1,0.411095,0.090977,0.398132
7,10,version1_vs_version3,15,1,1,0.415381,0.091748,0.39324
7,10,version2_vs_version3,15,1,1,0.388924,0.091843,0.390476
7,11,original_vs_version1,15,1,1,0.143177,0.03571,0.132994
7,11,original_vs_version2,15,1,1,0.135498,0.04242,0.122737
7,11,original_vs_version3,15,1,1,0.137122,0.040995,0.120896
7,11,version1_vs_version2,15,1,1,0.140232,0.044011,0.127725
7,11,version1_vs_version3,15,1,1,0.141949,0.044961,0.133189
7,11,version2_vs_version3,15,1,1,0.134278,0.049288,0.11985
7,12,original_vs_version1,15,1,1,0.292057,0.074503,0.289483
7,12,original_vs_version2,15,1,1,0.274577,0.077844,0.258709
7,12,original_vs_version3,15,1,1,0.279165,0.074053,0.285028
7,12,version1_vs_version2,15,1,1,0.292216,0.081515,0.286636
7,12,version1_vs_version3,15,1,1,0.295187,0.080261,0.277499
7,12,version2_vs_version3,15,1,1,0.279459,0.07977,0.266631
7,13,original_vs_version1,15,1,1,0.846056,0.083655,0.812012
7,13,original_vs_version2,15,1,1,0.835079,0.075711,0.832102
7,13,original_vs_version3,15,1,1,0.832288,0.066546,0.851313
7,13,version1_vs_version2,15,1,1,0.834181,0.088215,0.80931
7,13,version1_vs_version3,15,1,1,0.831282,0.081249,0.831755
7,13,version2_vs_version3,15,1,1,0.819086,0.07712,0.805782
7,14,original_vs_version1,15,1,1,0.217599,0.035261,0.212384
7,14,original_vs_version2,15,1,1,0.197035,0.046676,0.194368
7,14,original_vs_version3,15,1,1,0.197941,0.04228,0.196013
7,14,version1_vs_version2,15,1,1,0.209884,0.03336,0.215563
7,14,version1_vs_version3,15,1,1,0.211075,0.040882,0.206805
7,14,version2_vs_version3,15,1,1,0.19008,0.037517,0.180794
7,15,original_vs_version1,15,1,1,0.257677,0.114423,0.21605
7,15,original_vs_version2,15,1,1,0.242645,0.087997,0.218231
7,15,original_vs_version3,15,1,1,0.235529,0.086256,0.210916
7,15,version1_vs_version2,15,1,1,0.264668,0.110643,0.246485
7,15,version1_vs_version3,15,1,1,0.257086,0.108524,0.235497
7,15,version2_vs_version3,15,1,1,0.242886,0.083671,0.231611
7,16,original_vs_version1,15,1,1,0.744416,0.107838,0.713162
7,16,original_vs_version2,15,1,1,0.717262,0.13163,0.711218
7,16,original_vs_version3,15,1,1,0.715508,0.140335,0.71132
7,16,version1_vs_version2,15,1,1,0.720748,0.098947,0.703734
7,16,version1_vs_version3,15,1,1,0.720883,0.111004,0.680254
7,16,version2_vs_version3,15,1,1,0.69206,0.131711,0.654858
7,17,original_vs_version1,15,1,1,0.188909,0.107058,0.142835
7,17,original_vs_version2,15,1,1,0.21488,0.142958,0.148515
7,17,original_vs_version3,15,1,1,0.196409,0.114783,0.148999
7,17,version1_vs_version2,15,1,1,0.189162,0.142067,0.132338
7,17,version1_vs_version3,15,1,1,0.171018,0.113973,0.117325
7,17,version2_vs_version3,15,1,1,0.195887,0.15406,0.13496
7,18,original_vs_version1,15,1,1,0.848494,0.087381,0.832785
7,18,original_vs_version2,15,1,1,0.836706,0.092909,0.810254
7,18,original_vs_version3,15,1,1,0.821125,0.08643,0.793835
7,18,version1_vs_version2,15,1,1,0.859561,0.096531,0.824816
7,18,version1_vs_version3,15,1,1,0.8449,0.086122,0.820985
7,18,version2_vs_version3,15,1,1,0.831734,0.095277,0.829107
7,19,original_vs_version1,15,1,1,0.881247,0.33659,0.829254
7,19,original_vs_version2,15,1,1,0.838367,0.296886,0.771961
7,19,original_vs_version3,15,1,1,0.80652,0.297573,0.721427
7,19,version1_vs_version2,15,1,1,0.897923,0.323284,0.87249
7,19,version1_vs_version3,15,1,1,0.86581,0.320292,0.812466
7,19,version2_vs_version3,15,1,1,0.820478,0.281908,0.758887
7,20,original_vs_version1,15,1,1,0.579138,0.207432,0.542741
7,20,original_vs_version2,15,1,1,0.529109,0.158538,0.520675
7,20,original_vs_version3,15,1,1,0.534549,0.133167,0.513126
7,20,version1_vs_version2,15,1,1,0.558376,0.157148,0.545548
7,20,version1_vs_version3,15,1,1,0.56475,0.135945,0.549737
7,20,version2_vs_version3,15,1,1,0.510728,0.08404,0.507033
7,21,original_vs_version1,15,1,1,1.385368,0.199863,1.391817
7,21,original_vs_version2,15,1,1,1.428545,0.211785,1.404319
7,21,original_vs_version3,15,1,1,1.408354,0.172988,1.428315
7,21,version1_vs_version2,15,1,1,1.374226,0.226712,1.360575
7,21,version1_vs_version3,15,1,1,1.358919,0.196436,1.362266
7,21,version2_vs_version3,15,1,1,1.397611,0.198384,1.420412
7,22,original_vs_version1,15,1,1,1.317911,0.143449,1.279908
7,22,original_vs_version2,15,1,1,1.334258,0.143149,1.301958
7,22,original_vs_version3,15,1,1,1.291202,0.141887,1.268977
7,22,version1_vs_version2,15,1,1,1.331088,0.157183,1.30409
7,22,version1_vs_version3,15,1,1,1.291111,0.160227,1.29879
7,22,version2_vs_version3,15,1,1,1.301658,0.174263,1.288057
7,23,original_vs_version1,15,1,1,0.664246,0.07418,0.662182
7,23,original_vs_version2,15,1,1,0.603357,0.099635,0.579663
7,23,original_vs_version3,15,1,1,0.600378,0.073534,0.605601
7,23,version1_vs_version2,15,1,1,0.69704,0.115101,0.674618
7,23,version1_vs_version3,15,1,1,0.696115,0.085599,0.694024
7,23,version2_vs_version3,15,1,1,0.634372,0.116592,0.614795
7,24,original_vs_version1,15,1,1,0.38467,0.156599,0.313577
7,24,original_vs_version2,15,1,1,0.40224,0.147896,0.367031
7,24,original_vs_version3,15,1,1,0.394949,0.156024,0.35363
7,24,version1_vs_version2,15,1,1,0.328233,0.113215,0.304074
7,24,version1_vs_version3,15,1,1,0.32227,0.120082,0.30015
7,24,version2_vs_version3,15,1,1,0.337808,0.117413,0.337343
7,25,original_vs_version1,15,1,1,0.817086,0.165302,0.841523
7,25,original_vs_version2,15,1,1,0.818005,0.163881,0.838619
7,25,original_vs_version3,15,1,1,0.803448,0.156644,0.849444
7,25,version1_vs_version2,15,1,1,0.82814,0.155726,0.81149
7,25,version1_vs_version3,15,1,1,0.812235,0.148248,0.830685
7,25,version2_vs_version3,15,1,1,0.814236,0.153778,0.837611
7,26,original_vs_version1,15,1,1,1.102464,0.074883,1.10628
7,26,original_vs_version2,15,1,1,1.076747,0.075405,1.048309
7,26,original_vs_version3,15,1,1,1.055367,0.069149,1.049736
7,26,version1_vs_version2,15,1,1,1.12128,0.069263,1.113437
7,26,version1_vs_version3,15,1,1,1.100166,0.065674,1.071739
7,26,version2_vs_version3,15,1,1,1.073012,0.060955,1.059689
7,27,original_vs_version1,15,1,1,0.458964,0.101159,0.449683
7,27,original_vs_version2,15,1,1,0.454966,0.107217,0.453252
7,27,original_vs_version3,15,1,1,0.427442,0.09199,0.428851
7,27,version1_vs_version2,15,1,1,0.4767,0.094961,0.476967
7,27,version1_vs_version3,15,1,1,0.448728,0.080776,0.447469
7,27,version2_vs_version3,15,1,1,0.445105,0.088391,0.440813
7,28,original_vs_version1,15,1,1,0.133663,0.087971,0.103075
7,28,original_vs_version2,15,1,1,0.145272,0.096078,0.118822
7,28,original_vs_version3,15,1,1,0.163717,0.104039,0.15096
7,28,version1_vs_version2,15,1,1,0.123317,0.059362,0.101699
7,28,version1_vs_version3,15,1,1,0.141476,0.07647,0.129487
7,28,version2_vs_version3,15,1,1,0.152732,0.084671,0.132043
7,29,original_vs_version1,15,1,1,0.731348,0.303591,0.672757
7,29,original_vs_version2,15,1,1,0.709189,0.272159,0.652211
7,29,original_vs_version3,15,1,1,0.700534,0.271429,0.654233
7,29,version1_vs_version2,15,1,1,0.787537,0.314001,0.7403
7,29,version1_vs_version3,15,1,1,0.778843,0.313085,0.758737
7,29,version2_vs_version3,15,1,1,0.754938,0.283564,0.704339
7,30,original_vs_version1,15,1,1,0.117781,0.037064,0.112825
7,30,original_vs_version2,15,1,1,0.130475,0.045972,0.120958
7,30,original_vs_version3,15,1,1,0.129281,0.044612,0.116354
7,30,version1_vs_version2,15,1,1,0.12248,0.03663,0.10854
7,30,version1_vs_version3,15,1,1,0.120816,0.039028,0.114798
7,30,version2_vs_version3,15,1,1,0.132117,0.04471,0.124464
7,31,original_vs_version1,15,1,1,0.352803,0.030504,0.361968
7,31,original_vs_version2,15,1,1,0.351124,0.02923,0.354954
7,31,original_vs_version3,15,1,1,0.349401,0.028986,0.353188
7,31,version1_vs_version2,15,1,1,0.357427,0.031746,0.361383
7,31,version1_vs_version3,15,1,1,0.355796,0.031166,0.364415
7,31,version2_vs_version3,15,1,1,0.351814,0.030705,0.352755
7,32,original_vs_version1,15,1,1,0.426831,0.093187,0.409941
7,32,original_vs_version2,15,1,1,0.415787,0.099178,0.399244
7,32,original_vs_version3,15,1,1,0.408419,0.098125,0.377894
7,32,version1_vs_version2,15,1,1,0.421691,0.089479,0.388559
7,32,version1_vs_version3,15,1,1,0.417067,0.079391,0.385253
7,32,version2_vs_version3,15,1,1,0.401125,0.088809,0.376898
7,33,original_vs_version1,15,1,1,0.148611,0.067602,0.135909
7,33,original_vs_version2,15,1,1,0.121696,0.044645,0.110532
7,33,original_vs_version3,15,1,1,0.125253,0.057943,0.094598
7,33,version1_vs_version2,15,1,1,0.141313,0.06419,0.134806
7,33,version1_vs_version3,15,1,1,0.144138,0.078544,0.141141
7,33,version2_vs_version3,15,1,1,0.117874,0.056036,0.105999
7,34,original_vs_version1,15,1,1,1.256535,0.115187,1.300019
7,34,original_vs_version2,15,1,1,1.021154,0.170745,0.926495
7,34,original_vs_version3,15,1,1,1.009479,0.158254,0.93057
7,34,version1_vs_version2,15,1,1,1.278448,0.12562,1.326404
7,34,version1_vs_version3,15,1,1,1.274931,0.126896,1.308862
7,34,version2_vs_version3,15,1,1,1.034593,0.199503,0.928655
7,35,original_vs_version1,15,1,1,0.710491,0.050119,0.707642
7,35,original_vs_version2,15,1,1,0.662942,0.059605,0.658882
7,35,original_vs_version3,15,1,1,0.658055,0.05613,0.669221
7,35,version1_vs_version2,15,1,1,0.733023,0.056901,0.71353
7,35,version1_vs_version3,15,1,1,0.726401,0.054982,0.717046
7,35,version2_vs_version3,15,1,1,0.681427,0.062486,0.690997
7,36,original_vs_version1,15,1,1,1.885903,0.083419,1.880814
7,36,original_vs_version2,15,1,1,1.829592,0.090974,1.822362
7,36,original_vs_version3,15,1,1,1.814059,0.098977,1.806735
7,36,version1_vs_version2,15,1,1,1.891181,0.086904,1.90572
7,36,version1_vs_version3,15,1,1,1.879878,0.087189,1.886944
7,36,version2_vs_version3,15,1,1,1.821445,0.09363,1.826983
7,37,original_vs_version1,15,1,1,0.932211,0.05437,0.928543
7,37,original_vs_version2,15,1,1,0.943239,0.068248,0.925069
7,37,original_vs_version3,15,1,1,0.928738,0.074976,0.915928
7,37,version1_vs_version2,15,1,1,0.931267,0.060477,0.914012
7,37,version1_vs_version3,15,1,1,0.918811,0.062484,0.906527
7,37,version2_vs_version3,15,1,1,0.928842,0.080372,0.905801
7,38,original_vs_version1,15,1,1,0.651483,0.098718,0.660745
7,38,original_vs_version2,15,1,1,0.627833,0.096597,0.578667
7,38,original_vs_version3,15,1,1,0.612726,0.088449,0.613462
7,38,version1_vs_version2,15,1,1,0.665522,0.101806,0.68159
7,38,version1_vs_version3,15,1,1,0.65199,0.104259,0.690462
7,38,version2_vs_version3,15,1,1,0.629064,0.093497,0.634598
7,39,original_vs_version1,15,1,1,1.468303,0.083543,1.48351
7,39,original_vs_version2,15,1,1,1.423099,0.063409,1.426388
7,39,original_vs_version3,15,1,1,1.415501,0.056485,1.401913
7,39,version1_vs_version2,15,1,1,1.456921,0.081972,1.448392
7,39,version1_vs_version3,15,1,1,1.455989,0.075266,1.444775
7,39,version2_vs_version3,15,1,1,1.406518,0.052361,1.416171
8,0,original_vs_version1,15,1,1,0.584853,0.061191,0.575025
8,0,original_vs_version2,15,1,1,0.504426,0.060775,0.489594
8,0,original_vs_version3,15,1,1,0.488971,0.053429,0.471069
8,0,version1_vs_version2,15,1,1,0.604958,0.083736,0.573353
8,0,version1_vs_version3,15,1,1,0.591237,0.081435,0.56042
8,0,version2_vs_version3,15,1,1,0.509144,0.093651,0.464189
8,1,original_vs_version1,15,1,1,0.196801,0.027903,0.197844
8,1,original_vs_version2,15,1,1,0.187462,0.022154,0.193036
8,1,original_vs_version3,15,1,1,0.183249,0.02147,0.17879
8,1,version1_vs_version2,15,1,1,0.181451,0.025574,0.189501
8,1,version1_vs_version3,15,1,1,0.17713,0.024267,0.180275
8,1,version2_vs_version3,15,1,1,0.167238,0.023195,0.171341
8,2,original_vs_version1,15,1,1,0.083198,0.022657,0.08036
8,2,original_vs_version2,15,1,1,0.064078,0.019814,0.062932
8,2,original_vs_version3,15,1,1,0.064121,0.017925,0.060614
8,2,version1_vs_version2,15,1,1,0.075368,0.019434,0.070531
8,2,version1_vs_version3,15,1,1,0.075351,0.020883,0.069788
8,2,version2_vs_version3,15,1,1,0.055765,0.025178,0.05172
8,3,original_vs_version1,15,1,1,0.736626,0.048109,0.733225
8,3,original_vs_version2,15,1,1,0.734787,0.045461,0.721957
8,3,original_vs_version3,15,1,1,0.741372,0.04763,0.736111
8,3,version1_vs_version2,15,1,1,0.709005,0.05345,0.70744
8,3,version1_vs_version3,15,1,1,0.715692,0.057543,0.702048
8,3,version2_vs_version3,15,1,1,0.713546,0.064883,0.700359
8,4,original_vs_version1,15,1,1,1.662849,0.07276,1.655337
8,4,original_vs_version2,15,1,1,1.544395,0.10862,1.532725
8,4,original_vs_version3,15,1,1,1.548369,0.097252,1.543141
8,4,version1_vs_version2,15,1,1,1.670013,0.093372,1.663842
8,4,version1_vs_version3,15,1,1,1.674554,0.093999,1.668616
8,4,version2_vs_version3,15,1,1,1.553562,0.153187,1.515873
8,5,original_vs_version1,15,1,1,0.690461,0.047023,0.688643
8,5,original_vs_version2,15,1,1,0.67866,0.049756,0.672719
8,5,original_vs_version3,15,1,1,0.667596,0.046361,0.655401
8,5,version1_vs_version2,15,1,1,0.677576,0.053567,0.680058
8,5,version1_vs_version3,15,1,1,0.667173,0.049049,0.652108
8,5,version2_vs_version3,15,1,1,0.653036,0.05862,0.643836
8,6,original_vs_version1,15,1,1,0.595263,0.044279,0.584098
8,6,original_vs_version2,15,1,1,0.595853,0.03383,0.590382
8,6,original_vs_version3,15,1,1,0.596159,0.028901,0.593216
8,6,version1_vs_version2,15,1,1,0.597888,0.04354,0.586768
8,6,version1_vs_version3,15,1,1,0.598265,0.035128,0.591912
8,6,version2_vs_version3,15,1,1,0.596854,0.026728,0.602136
8,7,original_vs_version1,15,1,1,1.164279,0.093434,1.123446
8,7,original_vs_version2,15,1,1,1.141888,0.092109,1.119465
8,7,original_vs_version3,15,1,1,1.137131,0.08042,1.112707
8,7,version1_vs_version2,15,1,1,1.171941,0.093546,1.144114
8,7,version1_vs_version3,15,1,1,1.166621,0.090181,1.128563
8,7,version2_vs_version3,15,1,1,1.142374,0.083585,1.12362
8,8,original_vs_version1,15,1,1,0.226889,0.019784,0.229733
8,8,original_vs_version2,15,1,1,0.213301,0.015667,0.211098
8,8,original_vs_version3,15,1,1,0.213234,0.016035,0.209435
8,8,version1_vs_version2,15,1,1,0.227107,0.016803,0.228317
8,8,version1_vs_version3,15,1,1,0.227619,0.018299,0.227709
8,8,version2_vs_version3,15,1,1,0.213057,0.015672,0.213368
8,9,original_vs_version1,15,1,1,0.484193,0.054578,0.469834
8,9,original_vs_version2,15,1,1,0.457836,0.057611,0.439776
8,9,original_vs_version3,15,1,1,0.459131,0.041673,0.459475
8,9,version1_vs_version2,15,1,1,0.476442,0.060074,0.462764
8,9,version1_vs_version3,15,1,1,0.472729,0.0488,0.459609
8,9,version2_vs_version3,15,1,1,0.451158,0.048974,0.449662
8,10,original_vs_version1,15,1,1,0.211738,0.093062,0.185
8,10,original_vs_version2,15,1,1,0.237541,0.113217,0.191396
8,10,original_vs_version3,15,1,1,0.231782,0.095193,0.19171
8,10,version1_vs_version2,15,1,1,0.194254,0.084634,0.150065
8,10,version1_vs_version3,15,1,1,0.189142,0.075842,0.158629
8,10,version2_vs_version3,15,1,1,0.213778,0.095235,0.181808
8,11,original_vs_version1,15,1,1,0.278463,0.048542,0.26163
8,11,original_vs_version2,15,1,1,0.289137,0.061036,0.276778
8,11,original_vs_version3,15,1,1,0.290086,0.060546,0.267324
8,11,version1_vs_version2,15,1,1,0.258917,0.030552,0.257425
8,11,version1_vs_version3,15,1,1,0.259483,0.028008,0.264179
8,11,version2_vs_version3,15,1,1,0.270509,0.04349,0.271943
8,12,original_vs_version1,15,1,1,0.492919,0.113974,0.53466
8,12,original_vs_version2,15,1,1,0.616274,0.11793,0.596446
8,12,original_vs_version3,15,1,1,0.622787,0.136275,0.609685
8,12,version1_vs_version2,15,1,1,0.472395,0.078621,0.478438
8,12,version1_vs_version3,15,1,1,0.480132,0.100343,0.495803
8,12,version2_vs_version3,15,1,1,0.601091,0.14994,0.603924
8,13,original_vs_version1,15,1,1,0.429841,0.064406,0.433531
8,13,original_vs_version2,15,1,1,0.413933,0.061328,0.413621
8,13,original_vs_version3,15,1,1,0.412811,0.06323,0.404204
8,13,version1_vs_version2,15,1,1,0.421481,0.069137,0.415261
8,13,version1_vs_version3,15,1,1,0.420509,0.06163,0.425993
8,13,version2_vs_version3,15,1,1,0.40322,0.058854,0.400943
8,14,original_vs_version1,15,1,1,0.265421,0.029621,0.261824
8,14,original_vs_version2,15,1,1,0.263161,0.042676,0.248737
8,14,original_vs_version3,15,1,1,0.26432,0.029897,0.26359
8,14,version1_vs_version2,15,1,1,0.252856,0.024643,0.247141
