pair,layer,head,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median,l2_mean_mean,l2_mean_std,l2_mean_median
version1_vs_version3,39,25,15,1,1,0.516322,0.017352,0.510945,0.88979,0.027786,0.878442,0.060269,0.022802,0.04955,25.549237,2.127583,25.222257
version1_vs_version3,39,14,15,1,1,0.172049,0.022838,0.177142,0.782769,0.061709,0.773744,0.058381,0.01436,0.060048,25.507043,2.668822,24.932244
version1_vs_version3,39,31,15,1,1,0.136585,0.023568,0.134594,0.733418,0.078275,0.706052,0.069202,0.018403,0.072694,25.310628,1.176182,25.23496
version1_vs_version3,39,21,15,1,1,0.189157,0.019902,0.184697,0.792727,0.058113,0.784389,0.076545,0.031413,0.074412,24.682519,1.183553,24.376735
version1_vs_version3,38,21,15,1,1,0.174834,0.026569,0.17087,0.775626,0.073986,0.74577,0.070436,0.029394,0.061864,24.531044,1.924581,24.404742
version2_vs_version3,39,11,15,1,1,0.0859,0.010794,0.085187,0.842338,0.040284,0.85263,0.046268,0.010299,0.042898,42.784685,2.796195,42.523266
version2_vs_version3,38,20,15,1,1,0.151268,0.013027,0.153235,0.826942,0.03894,0.838437,0.051069,0.010941,0.048295,38.715146,2.678818,37.977766
version2_vs_version3,38,0,15,1,1,0.568229,0.029252,0.560326,0.948562,0.011792,0.948993,0.057005,0.019068,0.052387,36.724781,1.803374,36.562585
version2_vs_version3,38,22,15,1,1,0.205053,0.016682,0.201269,0.845223,0.034955,0.849055,0.060727,0.012482,0.059809,33.763869,2.795534,32.59966
version2_vs_version3,39,27,15,1,1,0.457413,0.021987,0.449926,0.921282,0.021812,0.91875,0.043828,0.01152,0.042816,32.34488,3.038114,32.513034
version2_vs_version3,38,16,15,1,1,0.244508,0.019453,0.242948,0.855408,0.040748,0.856958,0.063053,0.023023,0.055674,31.501962,1.709443,31.180471
version2_vs_version3,39,6,15,1,1,0.145101,0.01293,0.144664,0.842055,0.037276,0.848278,0.044141,0.006587,0.042967,31.098608,1.738553,30.624049
version2_vs_version3,38,24,15,1,1,0.231956,0.019588,0.229833,0.860695,0.036069,0.858533,0.047413,0.014312,0.046599,30.495709,2.248233,30.160609
version2_vs_version3,39,10,15,1,1,0.145521,0.010319,0.146534,0.854534,0.037716,0.858493,0.049168,0.009175,0.047267,30.333404,2.442786,30.203839
version2_vs_version3,39,12,15,1,1,0.137965,0.019235,0.1316,0.86189,0.037331,0.866794,0.045048,0.008965,0.041537,30.022794,1.758791,29.659085
version2_vs_version3,39,29,15,1,1,0.50406,0.008833,0.504851,0.928526,0.018274,0.929872,0.045601,0.015801,0.040951,29.90227,2.404875,29.49766
version2_vs_version3,39,13,15,1,1,0.146485,0.013728,0.149405,0.861065,0.036953,0.860605,0.049697,0.013673,0.048307,29.262285,3.161103,28.14442
version2_vs_version3,39,1,15,1,1,0.283654,0.028555,0.293274,0.885386,0.034981,0.888738,0.055202,0.013686,0.053248,28.08929,1.253383,27.768813
version2_vs_version3,38,23,15,1,1,0.200537,0.019391,0.201133,0.844669,0.034495,0.851292,0.047719,0.009408,0.044025,25.554116,2.694857,24.937306
version2_vs_version3,39,5,15,1,1,0.214527,0.017492,0.211801,0.862518,0.034969,0.859899,0.057405,0.011977,0.053446,25.184243,1.36681,25.093853
version2_vs_version3,39,14,15,1,1,0.184851,0.019408,0.187319,0.873222,0.032116,0.879284,0.047622,0.008325,0.046283,24.57656,2.795624,24.651991
version2_vs_version3,39,31,15,1,1,0.164048,0.016298,0.16097,0.841344,0.040292,0.853428,0.056864,0.011664,0.055612,24.542425,1.247205,24.565709
version2_vs_version3,38,21,15,1,1,0.194851,0.018367,0.195109,0.853251,0.043753,0.85214,0.060853,0.023765,0.057398,24.287339,1.702118,23.854176
version2_vs_version3,39,24,15,1,1,0.20801,0.020937,0.206626,0.878685,0.034202,0.891071,0.051338,0.007226,0.053671,24.283737,1.172275,24.403023
version2_vs_version3,39,25,15,1,1,0.553227,0.029111,0.562664,0.950925,0.015074,0.950805,0.042918,0.008657,0.04231,23.578261,3.169429,22.487756
