pair,component,layer,head,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median,head_type
gsm8k_ver1_vs_gpqa_orgn,v,37,7,1,1,1,0.253816,,0.253816,0.52871,,0.52871,0.071862,,0.071862,kv_head
gsm8k_ver1_vs_gpqa_orgn,v,1,1,1,1,1,0.196766,,0.196766,0.543204,,0.543204,0.070433,,0.070433,kv_head
gsm8k_ver1_vs_gpqa_orgn,v,34,0,1,1,1,0.122481,,0.122481,0.355077,,0.355077,0.069528,,0.069528,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,6,1,1,1,1,0.723676,,0.723676,0.931508,,0.931508,0.192005,,0.192005,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,29,3,1,1,1,0.682567,,0.682567,0.84385,,0.84385,0.090873,,0.090873,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,14,6,1,1,1,0.537445,,0.537445,0.736496,,0.736496,0.083896,,0.083896,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,31,0,1,1,1,0.51466,,0.51466,0.725279,,0.725279,0.080671,,0.080671,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,13,2,1,1,1,0.47871,,0.47871,0.695778,,0.695778,0.08006,,0.08006,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,14,3,1,1,1,0.780084,,0.780084,0.916342,,0.916342,0.079774,,0.079774,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,7,7,1,1,1,0.773925,,0.773925,0.882583,,0.882583,0.079535,,0.079535,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,8,4,1,1,1,0.873308,,0.873308,0.933451,,0.933451,0.079148,,0.079148,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,5,6,1,1,1,0.692213,,0.692213,0.855968,,0.855968,0.079095,,0.079095,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,24,5,1,1,1,0.477155,,0.477155,0.763111,,0.763111,0.077187,,0.077187,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,13,1,1,1,1,0.444779,,0.444779,0.68989,,0.68989,0.077124,,0.077124,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,13,3,1,1,1,0.521627,,0.521627,0.76747,,0.76747,0.076803,,0.076803,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,1,3,1,1,1,0.815506,,0.815506,0.935612,,0.935612,0.075184,,0.075184,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,26,6,1,1,1,0.632373,,0.632373,0.827523,,0.827523,0.075075,,0.075075,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,8,7,1,1,1,0.793347,,0.793347,0.89039,,0.89039,0.074866,,0.074866,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,24,1,1,1,1,0.676791,,0.676791,0.836885,,0.836885,0.074738,,0.074738,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,8,3,1,1,1,0.762096,,0.762096,0.876933,,0.876933,0.074372,,0.074372,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,23,0,1,1,1,0.504841,,0.504841,0.776628,,0.776628,0.074231,,0.074231,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,21,6,1,1,1,0.657218,,0.657218,0.846968,,0.846968,0.073858,,0.073858,kv_head
gsm8k_ver1_vs_gpqa_ver1,k,4,4,1,1,1,0.665775,,0.665775,0.842209,,0.842209,0.073323,,0.073323,kv_head
gsm8k_ver1_vs_gpqa_ver1,q,5,34,1,1,1,0.582727,,0.582727,0.827549,,0.827549,0.147268,,0.147268,q_head
gsm8k_ver1_vs_gpqa_ver1,q,14,18,1,1,1,0.646597,,0.646597,0.855625,,0.855625,0.136583,,0.136583,q_head
gsm8k_ver1_vs_gpqa_ver1,q,2,1,1,1,1,0.835693,,0.835693,0.935192,,0.935192,0.129498,,0.129498,q_head
gsm8k_ver1_vs_gpqa_ver1,q,10,28,1,1,1,0.746291,,0.746291,0.883509,,0.883509,0.125146,,0.125146,q_head
gsm8k_ver1_vs_gpqa_ver1,q,7,37,1,1,1,0.58443,,0.58443,0.7336,,0.7336,0.124594,,0.124594,q_head
gsm8k_ver1_vs_gpqa_ver1,q,7,39,1,1,1,0.681931,,0.681931,0.822502,,0.822502,0.123258,,0.123258,q_head
gsm8k_ver1_vs_gpqa_ver1,q,5,31,1,1,1,0.446994,,0.446994,0.780221,,0.780221,0.116982,,0.116982,q_head
gsm8k_ver1_vs_gpqa_ver1,q,5,26,1,1,1,0.438149,,0.438149,0.83477,,0.83477,0.116927,,0.116927,q_head
gsm8k_ver1_vs_gpqa_ver1,q,14,21,1,1,1,0.455282,,0.455282,0.765726,,0.765726,0.11568,,0.11568,q_head
gsm8k_ver1_vs_gpqa_ver1,q,13,12,1,1,1,0.642878,,0.642878,0.783973,,0.783973,0.115295,,0.115295,q_head
gsm8k_ver1_vs_gpqa_ver1,q,1,15,1,1,1,0.841105,,0.841105,0.955456,,0.955456,0.115119,,0.115119,q_head
gsm8k_ver1_vs_gpqa_ver1,q,10,29,1,1,1,0.754549,,0.754549,0.87553,,0.87553,0.113249,,0.113249,q_head
gsm8k_ver1_vs_gpqa_ver1,q,8,37,1,1,1,0.594809,,0.594809,0.775153,,0.775153,0.111029,,0.111029,q_head
gsm8k_ver1_vs_gpqa_ver1,q,10,25,1,1,1,0.740191,,0.740191,0.878202,,0.878202,0.110702,,0.110702,q_head
gsm8k_ver1_vs_gpqa_ver1,q,6,20,1,1,1,0.605159,,0.605159,0.803112,,0.803112,0.110323,,0.110323,q_head
gsm8k_ver1_vs_gpqa_ver1,q,10,35,1,1,1,0.779246,,0.779246,0.902994,,0.902994,0.108944,,0.108944,q_head
gsm8k_ver1_vs_gpqa_ver1,q,8,19,1,1,1,0.739161,,0.739161,0.8674,,0.8674,0.107387,,0.107387,q_head
gsm8k_ver1_vs_gpqa_ver1,q,4,23,1,1,1,0.567628,,0.567628,0.774365,,0.774365,0.106886,,0.106886,q_head
gsm8k_ver1_vs_gpqa_ver1,q,31,32,1,1,1,0.781526,,0.781526,0.894319,,0.894319,0.106545,,0.106545,q_head
gsm8k_ver1_vs_gpqa_ver1,q,2,9,1,1,1,0.625952,,0.625952,0.836531,,0.836531,0.106019,,0.106019,q_head
gsm8k_ver1_vs_gpqa_ver1,v,29,3,1,1,1,0.319606,,0.319606,0.552972,,0.552972,0.170974,,0.170974,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,37,4,1,1,1,0.267088,,0.267088,0.512957,,0.512957,0.127385,,0.127385,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,8,3,1,1,1,0.066324,,0.066324,0.395577,,0.395577,0.09617,,0.09617,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,17,3,1,1,1,0.139133,,0.139133,0.497553,,0.497553,0.088824,,0.088824,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,13,2,1,1,1,0.069641,,0.069641,0.37767,,0.37767,0.08182,,0.08182,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,24,4,1,1,1,0.0159,,0.0159,0.292999,,0.292999,0.079505,,0.079505,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,7,6,1,1,1,0.151248,,0.151248,0.463739,,0.463739,0.07681,,0.07681,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,14,6,1,1,1,0.07765,,0.07765,0.393055,,0.393055,0.072958,,0.072958,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,7,7,1,1,1,0.086538,,0.086538,0.382976,,0.382976,0.072268,,0.072268,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,32,0,1,1,1,0.066131,,0.066131,0.314592,,0.314592,0.071791,,0.071791,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,8,4,1,1,1,0.070189,,0.070189,0.418831,,0.418831,0.067992,,0.067992,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,17,6,1,1,1,0.032374,,0.032374,0.321537,,0.321537,0.06594,,0.06594,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,31,0,1,1,1,0.027166,,0.027166,0.29573,,0.29573,0.062283,,0.062283,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,25,0,1,1,1,0.076846,,0.076846,0.341554,,0.341554,0.058346,,0.058346,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,30,3,1,1,1,0.13492,,0.13492,0.399928,,0.399928,0.057315,,0.057315,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,39,7,1,1,1,0.255646,,0.255646,0.589752,,0.589752,0.054078,,0.054078,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,30,1,1,1,1,0.00811,,0.00811,0.256506,,0.256506,0.054019,,0.054019,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,5,0,1,1,1,0.309985,,0.309985,0.704158,,0.704158,0.052486,,0.052486,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,14,1,1,1,1,0.036584,,0.036584,0.321135,,0.321135,0.051935,,0.051935,kv_head
gsm8k_ver1_vs_gpqa_ver1,v,15,5,1,1,1,0.109083,,0.109083,0.437579,,0.437579,0.050871,,0.050871,kv_head
