layer,head,pair,n_rows,n_layers,n_heads,l2_mean_mean,l2_mean_std,l2_mean_median
5,0,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.217937,,0.217937
5,0,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.215425,,0.215425
5,1,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.335719,,0.335719
5,1,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.299813,,0.299813
5,1,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.333661,,0.333661
5,1,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.295712,,0.295712
5,1,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.332286,,0.332286
5,1,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.324617,,0.324617
5,2,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.060592,,0.060592
5,2,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.054283,,0.054283
5,2,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.062107,,0.062107
5,2,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.053689,,0.053689
5,2,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.058596,,0.058596
5,2,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.058694,,0.058694
5,3,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.152489,,0.152489
5,3,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.125442,,0.125442
5,3,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.115636,,0.115636
5,3,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.074931,,0.074931
5,3,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.128089,,0.128089
5,3,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.11321,,0.11321
5,4,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.409702,,0.409702
5,4,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.313237,,0.313237
5,4,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.32693,,0.32693
5,4,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.203598,,0.203598
5,4,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.305633,,0.305633
5,4,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.316852,,0.316852
5,5,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.650331,,0.650331
5,5,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.699653,,0.699653
5,5,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.713757,,0.713757
5,5,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.73561,,0.73561
5,5,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.709014,,0.709014
5,5,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.706788,,0.706788
5,6,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.536661,,0.536661
5,6,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.464845,,0.464845
5,6,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.489233,,0.489233
5,6,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.350686,,0.350686
5,6,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.421967,,0.421967
5,6,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.444233,,0.444233
5,7,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.376784,,0.376784
5,7,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.362933,,0.362933
5,7,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.354521,,0.354521
5,7,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.309475,,0.309475
5,7,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.342502,,0.342502
5,7,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.331851,,0.331851
5,8,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.627719,,0.627719
5,8,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.602011,,0.602011
5,8,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.609806,,0.609806
5,8,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.603074,,0.603074
5,8,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.630943,,0.630943
5,8,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.633829,,0.633829
5,9,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.830832,,0.830832
5,9,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.929571,,0.929571
5,9,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.966452,,0.966452
5,9,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,1.007259,,1.007259
5,9,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.9253,,0.9253
5,9,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.942592,,0.942592
5,10,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.560775,,0.560775
5,10,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.551639,,0.551639
5,10,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.583125,,0.583125
5,10,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.614828,,0.614828
5,10,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.597568,,0.597568
5,10,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.625942,,0.625942
5,11,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.685862,,0.685862
5,11,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.651763,,0.651763
5,11,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.680813,,0.680813
5,11,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.647222,,0.647222
5,11,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.659082,,0.659082
5,11,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.684911,,0.684911
5,12,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.691568,,0.691568
5,12,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.73809,,0.73809
5,12,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.743857,,0.743857
5,12,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.70638,,0.70638
5,12,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.664233,,0.664233
5,12,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.668167,,0.668167
5,13,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.621366,,0.621366
5,13,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.815965,,0.815965
5,13,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.755643,,0.755643
5,13,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.876243,,0.876243
5,13,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.765905,,0.765905
5,13,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.700748,,0.700748
5,14,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.636207,,0.636207
5,14,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.580452,,0.580452
5,14,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.634413,,0.634413
5,14,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.640627,,0.640627
5,14,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.648911,,0.648911
5,14,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.695829,,0.695829
5,15,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.524863,,0.524863
5,15,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.43491,,0.43491
5,15,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.452875,,0.452875
5,15,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.326616,,0.326616
5,15,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.419152,,0.419152
5,15,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.43641,,0.43641
5,16,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.039245,,0.039245
5,16,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.036924,,0.036924
5,16,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.037081,,0.037081
5,16,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.031335,,0.031335
5,16,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.037189,,0.037189
5,16,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.035399,,0.035399
5,17,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.044808,,0.044808
5,17,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.041306,,0.041306
5,17,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.039418,,0.039418
5,17,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.032259,,0.032259
5,17,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.040659,,0.040659
5,17,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.037418,,0.037418
5,18,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.267996,,0.267996
5,18,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.231231,,0.231231
5,18,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.209835,,0.209835
5,18,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.150912,,0.150912
5,18,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.221031,,0.221031
5,18,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.197953,,0.197953
5,19,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.176892,,0.176892
5,19,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.135662,,0.135662
5,19,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.137015,,0.137015
5,19,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.083644,,0.083644
5,19,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.132817,,0.132817
5,19,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.133266,,0.133266
5,20,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.67166,,0.67166
5,20,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.606253,,0.606253
5,20,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.626363,,0.626363
5,20,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.501032,,0.501032
5,20,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.565436,,0.565436
5,20,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.584743,,0.584743
5,21,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.733116,,0.733116
5,21,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.812553,,0.812553
5,21,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.826578,,0.826578
5,21,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.89385,,0.89385
5,21,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.855876,,0.855876
5,21,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.864819,,0.864819
5,22,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.566802,,0.566802
5,22,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.55938,,0.55938
5,22,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.546621,,0.546621
5,22,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.527478,,0.527478
5,22,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.555852,,0.555852
5,22,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.540135,,0.540135
5,23,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.575283,,0.575283
5,23,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.511815,,0.511815
5,23,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.528793,,0.528793
5,23,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.484586,,0.484586
5,23,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.539456,,0.539456
5,23,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.552006,,0.552006
5,24,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.459753,,0.459753
5,24,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.437946,,0.437946
5,24,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.455406,,0.455406
5,24,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.476234,,0.476234
5,24,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.492734,,0.492734
5,24,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.502471,,0.502471
5,25,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.210631,,0.210631
5,25,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.175293,,0.175293
5,25,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.179191,,0.179191
5,25,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.13527,,0.13527
5,25,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.179096,,0.179096
5,25,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.174087,,0.174087
5,26,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.537489,,0.537489
5,26,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.519939,,0.519939
5,26,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.526091,,0.526091
5,26,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.498919,,0.498919
5,26,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.547478,,0.547478
5,26,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.530454,,0.530454
5,27,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.401031,,0.401031
5,27,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.426589,,0.426589
5,27,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.433827,,0.433827
5,27,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.487119,,0.487119
5,27,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.473637,,0.473637
5,27,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.461424,,0.461424
5,28,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.313673,,0.313673
5,28,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.319215,,0.319215
5,28,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.310715,,0.310715
5,28,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.289485,,0.289485
5,28,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.301167,,0.301167
5,28,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.287424,,0.287424
5,29,gpqa_orgn_vs_gpqa_ver1,1,1,1,1.112529,,1.112529
5,29,gsm8k_orgn_vs_gpqa_orgn,1,1,1,1.081681,,1.081681
5,29,gsm8k_orgn_vs_gpqa_ver1,1,1,1,1.117795,,1.117795
5,29,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,1.091658,,1.091658
5,29,gsm8k_ver1_vs_gpqa_orgn,1,1,1,1.110658,,1.110658
5,29,gsm8k_ver1_vs_gpqa_ver1,1,1,1,1.132229,,1.132229
5,30,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.290421,,0.290421
5,30,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.274379,,0.274379
5,30,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.283732,,0.283732
5,30,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.233134,,0.233134
5,30,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.28572,,0.28572
5,30,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.280636,,0.280636
5,31,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.676819,,0.676819
5,31,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.668143,,0.668143
5,31,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.671094,,0.671094
5,31,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.603803,,0.603803
5,31,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.682176,,0.682176
5,31,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.665819,,0.665819
5,32,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.375445,,0.375445
5,32,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.412932,,0.412932
5,32,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.435502,,0.435502
5,32,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.418459,,0.418459
5,32,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.398141,,0.398141
5,32,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.409893,,0.409893
5,33,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.283953,,0.283953
5,33,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.293561,,0.293561
5,33,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.300864,,0.300864
5,33,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.2909,,0.2909
5,33,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.307268,,0.307268
5,33,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.291685,,0.291685
5,34,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.447611,,0.447611
5,34,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.43429,,0.43429
5,34,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.454607,,0.454607
5,34,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.352469,,0.352469
5,34,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.442392,,0.442392
5,34,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.444335,,0.444335
5,35,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.598052,,0.598052
5,35,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.640947,,0.640947
5,35,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.639404,,0.639404
5,35,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.694005,,0.694005
5,35,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.739257,,0.739257
5,35,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.730423,,0.730423
5,36,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.881302,,0.881302
5,36,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.931247,,0.931247
5,36,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.913245,,0.913245
5,36,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.875848,,0.875848
5,36,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.979604,,0.979604
5,36,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.954953,,0.954953
5,37,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.768351,,0.768351
5,37,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.88377,,0.88377
5,37,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.856134,,0.856134
5,37,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.73493,,0.73493
5,37,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.876341,,0.876341
5,37,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.838659,,0.838659
5,38,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.651422,,0.651422
5,38,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.742346,,0.742346
5,38,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.725068,,0.725068
5,38,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.743853,,0.743853
5,38,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.725383,,0.725383
5,38,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.702496,,0.702496
5,39,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.612166,,0.612166
5,39,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.611176,,0.611176
5,39,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.629595,,0.629595
5,39,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.587428,,0.587428
5,39,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.633183,,0.633183
5,39,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.640552,,0.640552
6,0,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.659032,,0.659032
6,0,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.706573,,0.706573
6,0,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.706952,,0.706952
6,0,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.733213,,0.733213
6,0,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.730163,,0.730163
6,0,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.701669,,0.701669
6,1,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.8767,,0.8767
6,1,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.79543,,0.79543
6,1,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.786228,,0.786228
6,1,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.702627,,0.702627
6,1,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.860383,,0.860383
6,1,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.832769,,0.832769
6,2,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.948548,,0.948548
6,2,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.933423,,0.933423
6,2,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.962591,,0.962591
6,2,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.909518,,0.909518
6,2,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.94187,,0.94187
6,2,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.959104,,0.959104
6,3,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.815006,,0.815006
6,3,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.888889,,0.888889
6,3,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.886544,,0.886544
6,3,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.897468,,0.897468
6,3,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.925583,,0.925583
6,3,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.913255,,0.913255
6,4,gpqa_orgn_vs_gpqa_ver1,1,1,1,1.041643,,1.041643
6,4,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.940825,,0.940825
6,4,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.966156,,0.966156
6,4,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.764253,,0.764253
6,4,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.955955,,0.955955
6,4,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.947075,,0.947075
6,5,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.279716,,0.279716
6,5,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.377136,,0.377136
6,5,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.344595,,0.344595
6,5,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.358325,,0.358325
6,5,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.31756,,0.31756
6,5,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.26302,,0.26302
6,6,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.289487,,0.289487
6,6,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.356899,,0.356899
6,6,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.334987,,0.334987
6,6,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.331479,,0.331479
6,6,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.319926,,0.319926
6,6,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.275977,,0.275977
6,7,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.806877,,0.806877
6,7,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.775625,,0.775625
6,7,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.776052,,0.776052
6,7,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.726766,,0.726766
6,7,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.801315,,0.801315
6,7,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.778667,,0.778667
6,8,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.193825,,0.193825
6,8,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.204306,,0.204306
6,8,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.178949,,0.178949
6,8,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.166032,,0.166032
6,8,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.189156,,0.189156
6,8,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.152805,,0.152805
6,9,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.52616,,0.52616
6,9,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.507768,,0.507768
6,9,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.509246,,0.509246
6,9,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.466124,,0.466124
6,9,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.519904,,0.519904
6,9,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.491227,,0.491227
6,10,gpqa_orgn_vs_gpqa_ver1,1,1,1,1.109513,,1.109513
6,10,gsm8k_orgn_vs_gpqa_orgn,1,1,1,1.088151,,1.088151
6,10,gsm8k_orgn_vs_gpqa_ver1,1,1,1,1.0695,,1.0695
6,10,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.9778,,0.9778
6,10,gsm8k_ver1_vs_gpqa_orgn,1,1,1,1.10762,,1.10762
6,10,gsm8k_ver1_vs_gpqa_ver1,1,1,1,1.082189,,1.082189
6,11,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.869434,,0.869434
6,11,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.857932,,0.857932
6,11,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.862776,,0.862776
6,11,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.862014,,0.862014
6,11,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.90784,,0.90784
6,11,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.909748,,0.909748
6,12,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.841498,,0.841498
6,12,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.885149,,0.885149
6,12,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.898728,,0.898728
6,12,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.949971,,0.949971
6,12,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.928511,,0.928511
6,12,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.938548,,0.938548
6,13,gpqa_orgn_vs_gpqa_ver1,1,1,1,0.362158,,0.362158
6,13,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.400209,,0.400209
6,13,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.404921,,0.404921
6,13,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.424399,,0.424399
6,13,gsm8k_ver1_vs_gpqa_orgn,1,1,1,0.412544,,0.412544
6,13,gsm8k_ver1_vs_gpqa_ver1,1,1,1,0.414051,,0.414051
6,14,gpqa_orgn_vs_gpqa_ver1,1,1,1,1.036772,,1.036772
6,14,gsm8k_orgn_vs_gpqa_orgn,1,1,1,0.946933,,0.946933
6,14,gsm8k_orgn_vs_gpqa_ver1,1,1,1,0.957252,,0.957252
6,14,gsm8k_orgn_vs_gsm8k_ver1,1,1,1,0.879917,,0.879917
