pair,layer,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median,l2_mean_mean,l2_mean_std,l2_mean_median
gsm8k_orgn_vs_gsm8k_ver1,30,40,1,40,0.282129,0.192002,0.209209,0.726061,0.106679,0.726244,0.015063,0.011255,0.01144,5.100918,2.417879,4.675922
gsm8k_orgn_vs_gsm8k_ver1,31,40,1,40,0.301324,0.163343,0.266616,0.740045,0.082155,0.744022,0.023037,0.027731,0.013867,5.903855,2.218888,6.218606
gsm8k_orgn_vs_gsm8k_ver1,32,40,1,40,0.299162,0.204375,0.25075,0.723875,0.101154,0.709066,0.038722,0.045722,0.019541,5.738183,3.015594,5.265251
gsm8k_orgn_vs_gsm8k_ver1,33,40,1,40,0.291405,0.143,0.257919,0.724269,0.074593,0.729802,0.02712,0.0191,0.022896,6.118562,2.598177,5.927189
gsm8k_orgn_vs_gsm8k_ver1,34,40,1,40,0.337695,0.219426,0.28868,0.716425,0.123299,0.692162,0.035055,0.039058,0.016168,5.753608,3.202628,5.38078
gsm8k_orgn_vs_gsm8k_ver1,35,40,1,40,0.287247,0.144059,0.26764,0.680007,0.077366,0.686257,0.040282,0.054316,0.013495,7.138457,2.786912,6.675127
gsm8k_orgn_vs_gsm8k_ver1,36,40,1,40,0.261346,0.15258,0.202004,0.652758,0.121974,0.659285,0.06363,0.08787,0.025462,10.349714,6.293962,8.649336
gsm8k_orgn_vs_gsm8k_ver1,37,40,1,40,0.308565,0.165806,0.283109,0.680793,0.079822,0.65853,0.065247,0.075794,0.025891,12.446392,5.053076,11.657542
gsm8k_orgn_vs_gsm8k_ver1,38,40,1,40,0.386649,0.231483,0.394737,0.692682,0.154027,0.712701,0.070364,0.068398,0.03693,14.650386,8.526661,12.90418
gsm8k_orgn_vs_gsm8k_ver1,39,40,1,40,0.35144,0.23956,0.330602,0.653118,0.150402,0.67415,0.093392,0.070834,0.069032,16.086319,10.287556,13.327006
gsm8k_ver1_vs_gpqa_orgn,0,40,1,40,0.307332,0.301794,0.196018,0.644341,0.179097,0.633487,0.092942,0.04514,0.080286,0.281085,0.130176,0.274933
gsm8k_ver1_vs_gpqa_orgn,1,40,1,40,0.313735,0.296233,0.223322,0.67033,0.183937,0.651536,0.097727,0.074849,0.075234,0.283433,0.138448,0.257741
gsm8k_ver1_vs_gpqa_orgn,2,40,1,40,0.148814,0.108196,0.123376,0.539725,0.09091,0.529964,0.074579,0.072473,0.049998,0.358439,0.15199,0.344331
gsm8k_ver1_vs_gpqa_orgn,3,40,1,40,0.157813,0.091843,0.138259,0.53579,0.108913,0.542986,0.083719,0.088467,0.05571,0.428665,0.129388,0.417478
gsm8k_ver1_vs_gpqa_orgn,4,40,1,40,0.176681,0.141014,0.121348,0.542755,0.138586,0.502466,0.074864,0.060789,0.06098,0.513897,0.169321,0.533345
gsm8k_ver1_vs_gpqa_orgn,5,40,1,40,0.343488,0.262851,0.22551,0.686869,0.182198,0.657508,0.077617,0.055488,0.061423,0.498742,0.269454,0.516095
gsm8k_ver1_vs_gpqa_orgn,6,40,1,40,0.189112,0.14123,0.14694,0.549314,0.139442,0.532434,0.078997,0.041062,0.073483,0.741608,0.253156,0.804532
gsm8k_ver1_vs_gpqa_orgn,7,40,1,40,0.217143,0.170442,0.162666,0.568766,0.151329,0.541624,0.067492,0.082792,0.0334,0.903569,0.506447,0.853352
gsm8k_ver1_vs_gpqa_orgn,8,40,1,40,0.295889,0.246009,0.177429,0.643389,0.165602,0.589867,0.065604,0.063574,0.046481,0.889462,0.576787,0.815353
gsm8k_ver1_vs_gpqa_orgn,9,40,1,40,0.284046,0.236826,0.197736,0.659922,0.152545,0.645288,0.030617,0.023212,0.025592,0.883138,0.468108,0.882321
gsm8k_ver1_vs_gpqa_orgn,10,40,1,40,0.202462,0.197523,0.122289,0.582554,0.152282,0.539576,0.028938,0.015785,0.0244,1.154889,0.59375,1.21089
gsm8k_ver1_vs_gpqa_orgn,11,40,1,40,0.178251,0.168445,0.100616,0.548882,0.147346,0.537595,0.040995,0.029606,0.028568,1.427664,0.627292,1.485085
gsm8k_ver1_vs_gpqa_orgn,12,40,1,40,0.256101,0.200761,0.214491,0.634547,0.14702,0.614592,0.04582,0.034761,0.031565,1.468638,0.678723,1.440047
gsm8k_ver1_vs_gpqa_orgn,13,40,1,40,0.191455,0.180136,0.149526,0.560024,0.160549,0.561062,0.059285,0.051341,0.039884,1.867417,0.863551,1.734783
gsm8k_ver1_vs_gpqa_orgn,14,40,1,40,0.276868,0.263829,0.174606,0.622968,0.183123,0.60126,0.070718,0.054658,0.050311,1.757904,0.975958,1.712672
gsm8k_ver1_vs_gpqa_orgn,15,40,1,40,0.188609,0.165742,0.135612,0.57927,0.12603,0.555423,0.056221,0.032606,0.048487,2.093422,0.783426,2.057832
gsm8k_ver1_vs_gpqa_orgn,16,40,1,40,0.223498,0.148938,0.182584,0.597519,0.114382,0.574598,0.055407,0.034033,0.043762,2.406578,0.99247,2.326986
gsm8k_ver1_vs_gpqa_orgn,17,40,1,40,0.240148,0.166711,0.195446,0.615462,0.124982,0.598554,0.082728,0.077283,0.05422,2.600648,0.907431,2.588875
gsm8k_ver1_vs_gpqa_orgn,18,40,1,40,0.292617,0.177274,0.253797,0.652083,0.12798,0.65932,0.071801,0.0509,0.057374,2.509393,1.305356,2.479805
gsm8k_ver1_vs_gpqa_orgn,19,40,1,40,0.207794,0.125418,0.191222,0.587049,0.112747,0.576462,0.052711,0.03275,0.039849,2.912079,0.861714,2.924157
gsm8k_ver1_vs_gpqa_orgn,20,40,1,40,0.22484,0.159683,0.174038,0.587157,0.126066,0.58295,0.050802,0.025757,0.044448,2.931292,1.309584,3.041216
gsm8k_ver1_vs_gpqa_orgn,21,40,1,40,0.209983,0.165927,0.175757,0.582906,0.132372,0.56153,0.072807,0.050415,0.055086,3.704487,1.277754,3.574018
gsm8k_ver1_vs_gpqa_orgn,22,40,1,40,0.236672,0.176566,0.218444,0.586326,0.13502,0.612734,0.06604,0.049988,0.061936,3.75153,1.161266,3.796522
gsm8k_ver1_vs_gpqa_orgn,23,40,1,40,0.265464,0.175031,0.215725,0.616967,0.130271,0.61109,0.060716,0.027691,0.056672,2.758891,1.250629,2.722568
gsm8k_ver1_vs_gpqa_orgn,24,40,1,40,0.205055,0.155135,0.16483,0.561194,0.120302,0.552023,0.070008,0.051413,0.04677,3.959639,1.959842,3.809338
gsm8k_ver1_vs_gpqa_orgn,25,40,1,40,0.247572,0.102047,0.247641,0.590025,0.101152,0.587864,0.074474,0.069448,0.054793,3.65947,1.325372,3.34562
gsm8k_ver1_vs_gpqa_orgn,26,40,1,40,0.227242,0.167544,0.188066,0.590769,0.107381,0.580724,0.077251,0.075234,0.052454,3.80823,1.509265,4.023536
gsm8k_ver1_vs_gpqa_orgn,27,40,1,40,0.164815,0.068838,0.16116,0.54064,0.088372,0.560656,0.04912,0.02366,0.041888,5.580533,2.492941,4.921279
gsm8k_ver1_vs_gpqa_orgn,28,40,1,40,0.17864,0.171499,0.153477,0.560266,0.126292,0.554387,0.047333,0.023555,0.042512,4.743762,1.806565,4.578768
gsm8k_ver1_vs_gpqa_orgn,29,40,1,40,0.227878,0.169577,0.178029,0.606312,0.100095,0.590096,0.063774,0.090521,0.030407,4.594144,1.695814,4.477399
gsm8k_ver1_vs_gpqa_orgn,30,40,1,40,0.223167,0.210717,0.165517,0.574674,0.144654,0.556058,0.049688,0.03667,0.039388,5.702439,2.823477,4.706105
gsm8k_ver1_vs_gpqa_orgn,31,40,1,40,0.23214,0.170719,0.21224,0.58688,0.126518,0.58828,0.059669,0.055255,0.043138,6.483929,2.42834,6.833973
gsm8k_ver1_vs_gpqa_orgn,32,40,1,40,0.264918,0.199875,0.217014,0.607361,0.142978,0.580675,0.062888,0.060413,0.033188,5.738195,3.353156,4.917236
gsm8k_ver1_vs_gpqa_orgn,33,40,1,40,0.234256,0.168047,0.185878,0.581755,0.110591,0.566305,0.043561,0.02156,0.03948,6.268319,2.543735,5.950148
gsm8k_ver1_vs_gpqa_orgn,34,40,1,40,0.282258,0.218913,0.220614,0.626678,0.156166,0.598936,0.049553,0.034266,0.040622,6.712017,3.750986,5.573664
gsm8k_ver1_vs_gpqa_orgn,35,40,1,40,0.251347,0.163909,0.21392,0.589126,0.104541,0.579821,0.045622,0.056758,0.022423,7.308088,2.524169,6.953064
gsm8k_ver1_vs_gpqa_orgn,36,40,1,40,0.220428,0.163359,0.164879,0.564791,0.151128,0.534955,0.063231,0.054377,0.041938,10.78055,7.237028,8.912514
gsm8k_ver1_vs_gpqa_orgn,37,40,1,40,0.264997,0.16372,0.208597,0.589949,0.120322,0.550009,0.065475,0.054781,0.04374,12.745611,5.70472,10.759841
gsm8k_ver1_vs_gpqa_orgn,38,40,1,40,0.327928,0.231766,0.348538,0.62027,0.18659,0.673175,0.080369,0.050521,0.065616,17.212519,10.046146,16.22876
gsm8k_ver1_vs_gpqa_orgn,39,40,1,40,0.321072,0.246339,0.269628,0.581345,0.182945,0.600027,0.118925,0.089939,0.087742,18.098809,12.268181,15.35921
gsm8k_ver1_vs_gpqa_ver1,0,40,1,40,0.313122,0.281961,0.186772,0.691097,0.14082,0.652582,0.048612,0.023391,0.041859,0.292705,0.128024,0.289232
gsm8k_ver1_vs_gpqa_ver1,1,40,1,40,0.339259,0.291272,0.245836,0.732672,0.150038,0.706878,0.054461,0.033466,0.047634,0.282525,0.152492,0.24546
gsm8k_ver1_vs_gpqa_ver1,2,40,1,40,0.174099,0.114517,0.152296,0.613003,0.083191,0.608426,0.055828,0.055386,0.04057,0.351618,0.155319,0.344201
gsm8k_ver1_vs_gpqa_ver1,3,40,1,40,0.191751,0.113261,0.170542,0.606209,0.096977,0.628438,0.061404,0.039886,0.049546,0.426733,0.142608,0.414138
gsm8k_ver1_vs_gpqa_ver1,4,40,1,40,0.200686,0.138689,0.159128,0.586121,0.131447,0.551644,0.05751,0.042428,0.045334,0.512865,0.177589,0.52736
gsm8k_ver1_vs_gpqa_ver1,5,40,1,40,0.358667,0.263114,0.253045,0.719974,0.171876,0.71248,0.065369,0.048628,0.052355,0.497334,0.270696,0.516463
gsm8k_ver1_vs_gpqa_ver1,6,40,1,40,0.222701,0.153296,0.196736,0.598914,0.137,0.585718,0.059583,0.032723,0.049898,0.730642,0.266626,0.800199
gsm8k_ver1_vs_gpqa_ver1,7,40,1,40,0.236343,0.178904,0.178282,0.606203,0.154227,0.596864,0.051829,0.054072,0.0305,0.902736,0.504906,0.88247
gsm8k_ver1_vs_gpqa_ver1,8,40,1,40,0.299088,0.239526,0.190002,0.666781,0.155395,0.63099,0.053542,0.050287,0.039799,0.904609,0.583593,0.812383
gsm8k_ver1_vs_gpqa_ver1,9,40,1,40,0.278849,0.226139,0.209696,0.678688,0.136789,0.67295,0.031574,0.022397,0.025442,0.908616,0.46309,0.908597
gsm8k_ver1_vs_gpqa_ver1,10,40,1,40,0.204764,0.197988,0.119282,0.596037,0.148752,0.55958,0.027069,0.013859,0.023523,1.174374,0.607947,1.211416
gsm8k_ver1_vs_gpqa_ver1,11,40,1,40,0.183101,0.167235,0.11383,0.570105,0.139705,0.55862,0.039827,0.028788,0.028648,1.41954,0.609379,1.507899
gsm8k_ver1_vs_gpqa_ver1,12,40,1,40,0.254781,0.19593,0.21603,0.64026,0.143838,0.621358,0.04629,0.033864,0.034604,1.48185,0.674071,1.44573
gsm8k_ver1_vs_gpqa_ver1,13,40,1,40,0.193354,0.178456,0.143814,0.568462,0.156531,0.559972,0.057291,0.046885,0.036992,1.883007,0.869938,1.759596
gsm8k_ver1_vs_gpqa_ver1,14,40,1,40,0.289808,0.266114,0.184156,0.633456,0.185145,0.605638,0.060654,0.047304,0.040954,1.744083,0.990073,1.71193
gsm8k_ver1_vs_gpqa_ver1,15,40,1,40,0.18847,0.163334,0.135124,0.594272,0.122085,0.578491,0.051336,0.026485,0.045856,2.082829,0.785008,2.013166
gsm8k_ver1_vs_gpqa_ver1,16,40,1,40,0.22537,0.14549,0.18941,0.606874,0.109228,0.577906,0.052808,0.031397,0.044261,2.407778,0.98644,2.312499
gsm8k_ver1_vs_gpqa_ver1,17,40,1,40,0.241118,0.168953,0.199746,0.619797,0.128709,0.606296,0.081314,0.072702,0.05902,2.602035,0.907817,2.625376
gsm8k_ver1_vs_gpqa_ver1,18,40,1,40,0.302952,0.182051,0.262446,0.664822,0.124812,0.670408,0.064376,0.034043,0.055508,2.512168,1.310784,2.422305
gsm8k_ver1_vs_gpqa_ver1,19,40,1,40,0.217577,0.128199,0.201929,0.600086,0.113597,0.59022,0.045965,0.028501,0.035279,2.873918,0.853243,2.835685
gsm8k_ver1_vs_gpqa_ver1,20,40,1,40,0.230266,0.162241,0.183189,0.596699,0.126235,0.595244,0.048336,0.025445,0.040968,2.920453,1.290067,2.979336
gsm8k_ver1_vs_gpqa_ver1,21,40,1,40,0.208298,0.165151,0.163391,0.588376,0.130151,0.567066,0.069082,0.043014,0.056826,3.734419,1.251061,3.590744
gsm8k_ver1_vs_gpqa_ver1,22,40,1,40,0.237808,0.17667,0.224304,0.59736,0.134588,0.61418,0.062209,0.036612,0.064234,3.740164,1.163696,3.722238
gsm8k_ver1_vs_gpqa_ver1,23,40,1,40,0.285896,0.173459,0.244268,0.636861,0.126815,0.630421,0.045915,0.018877,0.044014,2.715458,1.228186,2.58822
gsm8k_ver1_vs_gpqa_ver1,24,40,1,40,0.207123,0.161973,0.161349,0.559289,0.125774,0.557973,0.071533,0.049019,0.050107,3.977801,1.980283,3.802056
gsm8k_ver1_vs_gpqa_ver1,25,40,1,40,0.267683,0.113614,0.259333,0.60698,0.104264,0.599079,0.060655,0.045384,0.049165,3.598686,1.322864,3.111846
gsm8k_ver1_vs_gpqa_ver1,26,40,1,40,0.242482,0.191274,0.185026,0.609958,0.12347,0.582616,0.055491,0.03143,0.047897,3.751962,1.470484,4.003061
gsm8k_ver1_vs_gpqa_ver1,27,40,1,40,0.169023,0.070809,0.169104,0.551559,0.087498,0.57236,0.04584,0.019391,0.040839,5.593645,2.546453,5.106854
gsm8k_ver1_vs_gpqa_ver1,28,40,1,40,0.179168,0.166729,0.14446,0.573704,0.121719,0.574521,0.046844,0.021213,0.040226,4.895636,1.778846,4.621286
gsm8k_ver1_vs_gpqa_ver1,29,40,1,40,0.245202,0.186704,0.184984,0.631991,0.111541,0.604332,0.0479,0.060922,0.025391,4.490745,1.627847,4.354674
gsm8k_ver1_vs_gpqa_ver1,30,40,1,40,0.221869,0.211851,0.16087,0.582582,0.142773,0.558664,0.048716,0.035305,0.036267,5.719155,2.902503,4.811808
gsm8k_ver1_vs_gpqa_ver1,31,40,1,40,0.242594,0.170639,0.205892,0.60515,0.125166,0.611884,0.06146,0.047201,0.050228,6.302561,2.485121,6.572644
gsm8k_ver1_vs_gpqa_ver1,32,40,1,40,0.275885,0.202267,0.22743,0.627095,0.145364,0.588594,0.056817,0.060854,0.028583,5.765526,3.450268,4.644825
gsm8k_ver1_vs_gpqa_ver1,33,40,1,40,0.247472,0.169533,0.202838,0.59956,0.109595,0.57601,0.039454,0.019504,0.036949,6.36485,2.711075,6.086463
gsm8k_ver1_vs_gpqa_ver1,34,40,1,40,0.287266,0.229969,0.207426,0.638947,0.162864,0.608162,0.039016,0.018189,0.03566,7.05606,4.207512,5.793328
gsm8k_ver1_vs_gpqa_ver1,35,40,1,40,0.27371,0.178166,0.231441,0.618067,0.110395,0.598224,0.030912,0.026044,0.022833,7.023896,2.504845,6.492656
gsm8k_ver1_vs_gpqa_ver1,36,40,1,40,0.259697,0.161437,0.2098,0.604553,0.140911,0.576882,0.043094,0.033414,0.034056,10.651963,7.145865,8.76575
gsm8k_ver1_vs_gpqa_ver1,37,40,1,40,0.30497,0.19006,0.207168,0.629965,0.140324,0.57351,0.038565,0.025323,0.029808,12.278128,5.224532,11.273072
gsm8k_ver1_vs_gpqa_ver1,38,40,1,40,0.352355,0.230446,0.385502,0.64539,0.184761,0.707033,0.054694,0.021994,0.052565,16.497853,9.857079,15.717234
gsm8k_ver1_vs_gpqa_ver1,39,40,1,40,0.349952,0.252632,0.315678,0.613851,0.182774,0.63781,0.087834,0.05488,0.072876,17.673087,12.159472,13.999162
