pair,component,layer,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median
gsm8k_orgn_vs_gpqa_ver1,v,31,8,1,8,0.071071,0.066057,0.04323,0.359203,0.07561,0.345702,0.035755,0.018704,0.032755
gsm8k_orgn_vs_gpqa_ver1,v,32,8,1,8,0.076606,0.068174,0.045032,0.374886,0.068159,0.387285,0.032908,0.02531,0.026489
gsm8k_orgn_vs_gpqa_ver1,v,33,8,1,8,0.03134,0.010499,0.02928,0.363634,0.042956,0.367209,0.025465,0.013296,0.019547
gsm8k_orgn_vs_gpqa_ver1,v,34,8,1,8,0.04753,0.038614,0.033257,0.36103,0.039307,0.363545,0.025955,0.021101,0.015394
gsm8k_orgn_vs_gpqa_ver1,v,35,8,1,8,0.034106,0.016185,0.024572,0.369809,0.034918,0.381618,0.024234,0.022626,0.013004
gsm8k_orgn_vs_gpqa_ver1,v,36,8,1,8,0.073919,0.08529,0.049815,0.358288,0.079435,0.336251,0.037377,0.017085,0.039193
gsm8k_orgn_vs_gpqa_ver1,v,37,8,1,8,0.078407,0.081941,0.044549,0.38497,0.063374,0.369176,0.048732,0.061878,0.023747
gsm8k_orgn_vs_gpqa_ver1,v,38,8,1,8,0.084733,0.099837,0.035716,0.380618,0.097332,0.345166,0.030392,0.011233,0.031094
gsm8k_orgn_vs_gpqa_ver1,v,39,8,1,8,0.090486,0.102657,0.040548,0.368057,0.107829,0.33218,0.044725,0.024263,0.036854
gsm8k_orgn_vs_gsm8k_ver1,k,0,8,1,8,0.952867,0.057033,0.979828,0.982816,0.021077,0.992679,0.026482,0.011423,0.025442
gsm8k_orgn_vs_gsm8k_ver1,k,1,8,1,8,0.709339,0.107609,0.719107,0.895732,0.053473,0.899129,0.024836,0.024524,0.016217
gsm8k_orgn_vs_gsm8k_ver1,k,2,8,1,8,0.727389,0.102839,0.750832,0.883417,0.062841,0.910271,0.019378,0.016423,0.01281
gsm8k_orgn_vs_gsm8k_ver1,k,3,8,1,8,0.509424,0.098117,0.494421,0.801426,0.049322,0.82603,0.025399,0.037931,0.010246
gsm8k_orgn_vs_gsm8k_ver1,k,4,8,1,8,0.594223,0.087072,0.584674,0.827386,0.042933,0.837444,0.015443,0.006354,0.013119
gsm8k_orgn_vs_gsm8k_ver1,k,5,8,1,8,0.582826,0.1238,0.57741,0.833969,0.07388,0.809002,0.010112,0.001593,0.010356
gsm8k_orgn_vs_gsm8k_ver1,k,6,8,1,8,0.59173,0.122915,0.586584,0.837778,0.066025,0.835972,0.013604,0.006519,0.011186
gsm8k_orgn_vs_gsm8k_ver1,k,7,8,1,8,0.744006,0.071466,0.76686,0.88675,0.033894,0.898454,0.020129,0.017588,0.0144
gsm8k_orgn_vs_gsm8k_ver1,k,8,8,1,8,0.86381,0.050366,0.871938,0.941499,0.025178,0.940078,0.018788,0.005029,0.017838
gsm8k_orgn_vs_gsm8k_ver1,k,9,8,1,8,0.585112,0.133899,0.616976,0.817497,0.07832,0.836838,0.008776,0.002614,0.008335
gsm8k_orgn_vs_gsm8k_ver1,k,10,8,1,8,0.853181,0.084379,0.871388,0.938326,0.033758,0.943555,0.011208,0.006222,0.008381
gsm8k_orgn_vs_gsm8k_ver1,k,11,8,1,8,0.665483,0.083503,0.69248,0.857934,0.043322,0.872381,0.010624,0.002906,0.010084
gsm8k_orgn_vs_gsm8k_ver1,k,12,8,1,8,0.481133,0.128431,0.478266,0.769456,0.069099,0.76484,0.006947,0.000792,0.007231
gsm8k_orgn_vs_gsm8k_ver1,k,13,8,1,8,0.536717,0.099721,0.532186,0.797542,0.054061,0.796366,0.007978,0.002919,0.006812
gsm8k_orgn_vs_gsm8k_ver1,k,14,8,1,8,0.56279,0.137343,0.526788,0.813614,0.067955,0.813066,0.007586,0.00203,0.007062
gsm8k_orgn_vs_gsm8k_ver1,k,15,8,1,8,0.602406,0.086508,0.606216,0.831797,0.042681,0.831194,0.008623,0.003774,0.007567
gsm8k_orgn_vs_gsm8k_ver1,k,16,8,1,8,0.690837,0.069464,0.689194,0.877521,0.033085,0.87139,0.006844,0.001347,0.00639
gsm8k_orgn_vs_gsm8k_ver1,k,17,8,1,8,0.543635,0.123028,0.519163,0.815867,0.062802,0.784869,0.007549,0.002884,0.006341
gsm8k_orgn_vs_gsm8k_ver1,k,18,8,1,8,0.500264,0.094575,0.483494,0.795452,0.043092,0.797722,0.009437,0.006089,0.006586
gsm8k_orgn_vs_gsm8k_ver1,k,19,8,1,8,0.52957,0.031269,0.538777,0.815658,0.016296,0.823869,0.007881,0.001158,0.007924
gsm8k_orgn_vs_gsm8k_ver1,k,20,8,1,8,0.599494,0.111488,0.590042,0.839091,0.047904,0.850204,0.008745,0.003767,0.007227
gsm8k_orgn_vs_gsm8k_ver1,k,21,8,1,8,0.598648,0.100713,0.583722,0.847122,0.040655,0.852472,0.011176,0.002524,0.010728
gsm8k_orgn_vs_gsm8k_ver1,k,22,8,1,8,0.591536,0.052361,0.578569,0.839272,0.027499,0.83767,0.007351,0.001882,0.007299
gsm8k_orgn_vs_gsm8k_ver1,k,23,8,1,8,0.621272,0.074035,0.624468,0.849489,0.02078,0.852246,0.009743,0.005307,0.00771
gsm8k_orgn_vs_gsm8k_ver1,k,24,8,1,8,0.609138,0.086588,0.598399,0.853685,0.024736,0.850477,0.006375,0.002392,0.005255
gsm8k_orgn_vs_gsm8k_ver1,k,25,8,1,8,0.764964,0.073969,0.758145,0.913202,0.025934,0.91339,0.008373,0.00493,0.006691
gsm8k_orgn_vs_gsm8k_ver1,k,26,8,1,8,0.602444,0.065504,0.602493,0.845359,0.031268,0.845744,0.009599,0.006507,0.007435
gsm8k_orgn_vs_gsm8k_ver1,k,27,8,1,8,0.652028,0.075005,0.667522,0.865472,0.030848,0.87284,0.008296,0.001373,0.007753
gsm8k_orgn_vs_gsm8k_ver1,k,28,8,1,8,0.525915,0.055016,0.540608,0.816029,0.027189,0.824536,0.007674,0.002336,0.007184
gsm8k_orgn_vs_gsm8k_ver1,k,29,8,1,8,0.554953,0.086727,0.539865,0.811152,0.043881,0.809704,0.017168,0.011758,0.011566
gsm8k_orgn_vs_gsm8k_ver1,k,30,8,1,8,0.609399,0.09194,0.612636,0.833384,0.029357,0.832828,0.015116,0.005523,0.01325
gsm8k_orgn_vs_gsm8k_ver1,k,31,8,1,8,0.564072,0.084131,0.562831,0.80187,0.053405,0.807347,0.013808,0.006485,0.01014
gsm8k_orgn_vs_gsm8k_ver1,k,32,8,1,8,0.530151,0.064847,0.559586,0.778807,0.043952,0.768336,0.021843,0.016865,0.013549
gsm8k_orgn_vs_gsm8k_ver1,k,33,8,1,8,0.510465,0.047439,0.499026,0.778132,0.023231,0.779456,0.021191,0.010637,0.021381
gsm8k_orgn_vs_gsm8k_ver1,k,34,8,1,8,0.492245,0.084571,0.47608,0.778236,0.021295,0.781568,0.021224,0.013616,0.013726
gsm8k_orgn_vs_gsm8k_ver1,k,35,8,1,8,0.496426,0.054824,0.493039,0.779426,0.03639,0.790454,0.025332,0.019636,0.014764
gsm8k_orgn_vs_gsm8k_ver1,k,36,8,1,8,0.594004,0.0859,0.604441,0.799335,0.052457,0.802128,0.038094,0.040244,0.021284
gsm8k_orgn_vs_gsm8k_ver1,k,37,8,1,8,0.540652,0.101441,0.519694,0.780765,0.06101,0.790388,0.035066,0.034838,0.017326
gsm8k_orgn_vs_gsm8k_ver1,k,38,8,1,8,0.611159,0.139969,0.566952,0.8116,0.078272,0.802186,0.036579,0.021205,0.024467
gsm8k_orgn_vs_gsm8k_ver1,k,39,8,1,8,0.741456,0.048753,0.731238,0.878023,0.0296,0.866992,0.032412,0.007114,0.03218
gsm8k_orgn_vs_gsm8k_ver1,q,0,40,1,40,0.488798,0.113193,0.505006,0.781219,0.055728,0.771494,0.031737,0.044484,0.016662
gsm8k_orgn_vs_gsm8k_ver1,q,1,40,1,40,0.615937,0.106416,0.610496,0.857258,0.062024,0.861924,0.031179,0.038706,0.022062
gsm8k_orgn_vs_gsm8k_ver1,q,2,40,1,40,0.640312,0.106182,0.677633,0.831191,0.05998,0.844189,0.025885,0.02527,0.01545
gsm8k_orgn_vs_gsm8k_ver1,q,3,40,1,40,0.524875,0.080466,0.537871,0.789664,0.047488,0.795354,0.030014,0.048367,0.016393
gsm8k_orgn_vs_gsm8k_ver1,q,4,40,1,40,0.569434,0.081362,0.572532,0.817623,0.046665,0.820152,0.022234,0.01489,0.017956
gsm8k_orgn_vs_gsm8k_ver1,q,5,40,1,40,0.526256,0.112931,0.517743,0.802984,0.058891,0.801405,0.018336,0.01911,0.01177
gsm8k_orgn_vs_gsm8k_ver1,q,6,40,1,40,0.582929,0.105631,0.606038,0.830428,0.049333,0.833837,0.016173,0.011329,0.012162
gsm8k_orgn_vs_gsm8k_ver1,q,7,40,1,40,0.69529,0.092719,0.719718,0.849196,0.0484,0.856952,0.020337,0.015334,0.015877
gsm8k_orgn_vs_gsm8k_ver1,q,8,40,1,40,0.711318,0.091655,0.727494,0.862834,0.055134,0.872404,0.018296,0.012069,0.014
gsm8k_orgn_vs_gsm8k_ver1,q,9,40,1,40,0.599654,0.119611,0.626542,0.831175,0.055478,0.834362,0.010585,0.003969,0.009863
gsm8k_orgn_vs_gsm8k_ver1,q,10,40,1,40,0.713821,0.097214,0.748632,0.868916,0.052095,0.888592,0.010507,0.004529,0.008999
gsm8k_orgn_vs_gsm8k_ver1,q,11,40,1,40,0.676331,0.091651,0.699109,0.848943,0.049443,0.860326,0.010149,0.002902,0.009337
gsm8k_orgn_vs_gsm8k_ver1,q,12,40,1,40,0.543947,0.107882,0.534552,0.7947,0.05158,0.786692,0.007042,0.001817,0.006942
gsm8k_orgn_vs_gsm8k_ver1,q,13,40,1,40,0.654429,0.123436,0.66905,0.84978,0.060258,0.855531,0.008529,0.003185,0.007305
gsm8k_orgn_vs_gsm8k_ver1,q,14,40,1,40,0.611786,0.080788,0.598922,0.826917,0.053996,0.826897,0.008857,0.002367,0.008206
gsm8k_orgn_vs_gsm8k_ver1,q,15,40,1,40,0.543294,0.075074,0.534608,0.795086,0.036759,0.795772,0.0092,0.004025,0.008123
gsm8k_orgn_vs_gsm8k_ver1,q,16,40,1,40,0.557265,0.101622,0.555792,0.816653,0.051831,0.813376,0.006612,0.001952,0.006202
gsm8k_orgn_vs_gsm8k_ver1,q,17,40,1,40,0.478889,0.105944,0.44871,0.778366,0.057451,0.77036,0.007775,0.002975,0.006694
gsm8k_orgn_vs_gsm8k_ver1,q,18,40,1,40,0.519816,0.095383,0.50479,0.79888,0.047891,0.79265,0.009496,0.004841,0.007512
gsm8k_orgn_vs_gsm8k_ver1,q,19,40,1,40,0.551877,0.107096,0.528816,0.800042,0.053923,0.782762,0.007472,0.001054,0.007162
gsm8k_orgn_vs_gsm8k_ver1,q,20,40,1,40,0.554263,0.084487,0.548213,0.808551,0.047386,0.81024,0.008667,0.002752,0.007672
gsm8k_orgn_vs_gsm8k_ver1,q,21,40,1,40,0.489852,0.067845,0.486958,0.762099,0.046782,0.753079,0.007909,0.003459,0.007038
gsm8k_orgn_vs_gsm8k_ver1,q,22,40,1,40,0.521885,0.063306,0.529925,0.787512,0.029045,0.789742,0.009049,0.002849,0.008606
gsm8k_orgn_vs_gsm8k_ver1,q,23,40,1,40,0.552227,0.065218,0.547572,0.788417,0.031956,0.789556,0.010172,0.007151,0.008046
gsm8k_orgn_vs_gsm8k_ver1,q,24,40,1,40,0.574316,0.063934,0.563165,0.799663,0.034145,0.794649,0.009299,0.003574,0.008141
gsm8k_orgn_vs_gsm8k_ver1,q,25,40,1,40,0.591319,0.062105,0.596615,0.8079,0.030952,0.802128,0.010434,0.01176,0.007596
gsm8k_orgn_vs_gsm8k_ver1,q,26,40,1,40,0.58149,0.064617,0.582484,0.79833,0.031943,0.797697,0.012788,0.010153,0.009118
gsm8k_orgn_vs_gsm8k_ver1,q,27,40,1,40,0.646403,0.064841,0.64073,0.838552,0.041772,0.839654,0.010435,0.00254,0.010056
gsm8k_orgn_vs_gsm8k_ver1,q,28,40,1,40,0.556115,0.062253,0.55838,0.792106,0.032742,0.792136,0.010461,0.002337,0.009556
gsm8k_orgn_vs_gsm8k_ver1,q,29,40,1,40,0.708454,0.12528,0.737208,0.853458,0.064987,0.862406,0.014756,0.00912,0.011556
gsm8k_orgn_vs_gsm8k_ver1,q,30,40,1,40,0.704103,0.089115,0.728007,0.8493,0.051637,0.861241,0.015224,0.007172,0.012836
gsm8k_orgn_vs_gsm8k_ver1,q,31,40,1,40,0.633857,0.090382,0.655177,0.818161,0.04683,0.821808,0.017673,0.008222,0.01431
gsm8k_orgn_vs_gsm8k_ver1,q,32,40,1,40,0.683122,0.066363,0.663289,0.830994,0.045828,0.81806,0.02891,0.023514,0.019829
gsm8k_orgn_vs_gsm8k_ver1,q,33,40,1,40,0.636996,0.052483,0.627451,0.806069,0.031741,0.803595,0.025775,0.014957,0.021152
gsm8k_orgn_vs_gsm8k_ver1,q,34,40,1,40,0.5771,0.057362,0.578331,0.768458,0.038207,0.76377,0.030903,0.018259,0.02322
gsm8k_orgn_vs_gsm8k_ver1,q,35,40,1,40,0.569669,0.042737,0.568781,0.771478,0.028194,0.772284,0.031134,0.016568,0.023357
gsm8k_orgn_vs_gsm8k_ver1,q,36,40,1,40,0.658,0.062049,0.654038,0.812473,0.046777,0.812561,0.039955,0.040481,0.025936
gsm8k_orgn_vs_gsm8k_ver1,q,37,40,1,40,0.634339,0.060159,0.629096,0.807231,0.050561,0.809912,0.042064,0.034707,0.027452
gsm8k_orgn_vs_gsm8k_ver1,q,38,40,1,40,0.697469,0.072147,0.681342,0.844632,0.041641,0.843085,0.053555,0.038346,0.041704
gsm8k_orgn_vs_gsm8k_ver1,q,39,40,1,40,0.621342,0.073762,0.622612,0.799476,0.052021,0.799142,0.061253,0.032178,0.04878
gsm8k_orgn_vs_gsm8k_ver1,v,0,8,1,8,0.093323,0.124241,0.045934,0.541244,0.072164,0.509418,0.0258,0.011151,0.021222
gsm8k_orgn_vs_gsm8k_ver1,v,1,8,1,8,0.098999,0.110501,0.058893,0.587799,0.096555,0.569227,0.028236,0.014045,0.020548
gsm8k_orgn_vs_gsm8k_ver1,v,2,8,1,8,0.038616,0.022168,0.03608,0.50916,0.056027,0.509711,0.013434,0.004699,0.012874
gsm8k_orgn_vs_gsm8k_ver1,v,3,8,1,8,0.038587,0.028445,0.025485,0.507006,0.073636,0.502972,0.015775,0.012243,0.011758
gsm8k_orgn_vs_gsm8k_ver1,v,4,8,1,8,0.062433,0.069585,0.042717,0.513281,0.083212,0.479234,0.01793,0.004054,0.01816
gsm8k_orgn_vs_gsm8k_ver1,v,5,8,1,8,0.168276,0.151618,0.10287,0.629188,0.100682,0.584994,0.016387,0.007226,0.01517
gsm8k_orgn_vs_gsm8k_ver1,v,6,8,1,8,0.074691,0.039385,0.0682,0.542971,0.07425,0.545227,0.013023,0.004159,0.012762
gsm8k_orgn_vs_gsm8k_ver1,v,7,8,1,8,0.101617,0.051856,0.093918,0.513599,0.071194,0.532518,0.028875,0.026174,0.017469
gsm8k_orgn_vs_gsm8k_ver1,v,8,8,1,8,0.126335,0.057147,0.105545,0.559791,0.029595,0.558772,0.019566,0.009669,0.01875
gsm8k_orgn_vs_gsm8k_ver1,v,9,8,1,8,0.119457,0.079981,0.105693,0.578527,0.040141,0.575476,0.013298,0.002171,0.012977
gsm8k_orgn_vs_gsm8k_ver1,v,10,8,1,8,0.064067,0.031906,0.071777,0.529139,0.063923,0.545824,0.010439,0.002509,0.009625
gsm8k_orgn_vs_gsm8k_ver1,v,11,8,1,8,0.048316,0.018155,0.051655,0.475909,0.024919,0.479881,0.009054,0.001106,0.009172
gsm8k_orgn_vs_gsm8k_ver1,v,12,8,1,8,0.123595,0.079787,0.102521,0.542067,0.065582,0.519356,0.00776,0.001131,0.007834
gsm8k_orgn_vs_gsm8k_ver1,v,13,8,1,8,0.090429,0.0547,0.080436,0.490972,0.078745,0.482668,0.008237,0.003036,0.007295
gsm8k_orgn_vs_gsm8k_ver1,v,14,8,1,8,0.155469,0.13198,0.092763,0.565984,0.105474,0.530158,0.010913,0.005166,0.009141
gsm8k_orgn_vs_gsm8k_ver1,v,15,8,1,8,0.115612,0.055031,0.098829,0.579503,0.033935,0.573108,0.011084,0.005233,0.008576
gsm8k_orgn_vs_gsm8k_ver1,v,16,8,1,8,0.119783,0.036626,0.114536,0.548417,0.054837,0.562623,0.006631,0.001553,0.005822
gsm8k_orgn_vs_gsm8k_ver1,v,17,8,1,8,0.124375,0.068027,0.126874,0.580519,0.036079,0.565945,0.009945,0.006338,0.006068
gsm8k_orgn_vs_gsm8k_ver1,v,18,8,1,8,0.113936,0.064932,0.105047,0.543037,0.080216,0.53112,0.011938,0.009726,0.007391
gsm8k_orgn_vs_gsm8k_ver1,v,19,8,1,8,0.084915,0.041516,0.07991,0.532048,0.059005,0.523961,0.007782,0.001661,0.006919
gsm8k_orgn_vs_gsm8k_ver1,v,20,8,1,8,0.084111,0.04222,0.06756,0.500952,0.053749,0.496448,0.007271,0.001929,0.006773
gsm8k_orgn_vs_gsm8k_ver1,v,21,8,1,8,0.134997,0.102604,0.101519,0.548923,0.074503,0.552922,0.007961,0.00376,0.00666
gsm8k_orgn_vs_gsm8k_ver1,v,22,8,1,8,0.109989,0.057942,0.107055,0.543362,0.048246,0.533718,0.008571,0.006981,0.005631
gsm8k_orgn_vs_gsm8k_ver1,v,23,8,1,8,0.075555,0.025255,0.07078,0.492644,0.058304,0.505362,0.008469,0.005107,0.006185
gsm8k_orgn_vs_gsm8k_ver1,v,24,8,1,8,0.082549,0.035112,0.077153,0.517003,0.064397,0.526754,0.006716,0.001425,0.006295
gsm8k_orgn_vs_gsm8k_ver1,v,25,8,1,8,0.108785,0.066933,0.094869,0.521187,0.071566,0.540828,0.010942,0.011726,0.006582
gsm8k_orgn_vs_gsm8k_ver1,v,26,8,1,8,0.102761,0.046604,0.085672,0.525402,0.048069,0.537087,0.01448,0.018418,0.007688
gsm8k_orgn_vs_gsm8k_ver1,v,27,8,1,8,0.098572,0.03288,0.102165,0.554881,0.051135,0.559298,0.009732,0.002879,0.008547
gsm8k_orgn_vs_gsm8k_ver1,v,28,8,1,8,0.067987,0.029059,0.062305,0.518376,0.038051,0.52171,0.009009,0.003311,0.00748
gsm8k_orgn_vs_gsm8k_ver1,v,29,8,1,8,0.129081,0.114009,0.084036,0.514995,0.044968,0.498896,0.033138,0.056306,0.013664
gsm8k_orgn_vs_gsm8k_ver1,v,30,8,1,8,0.098063,0.073647,0.070778,0.503881,0.044839,0.494552,0.010662,0.004125,0.009561
gsm8k_orgn_vs_gsm8k_ver1,v,31,8,1,8,0.109482,0.066649,0.088348,0.502057,0.050978,0.515958,0.012986,0.010441,0.009248
gsm8k_orgn_vs_gsm8k_ver1,v,32,8,1,8,0.10531,0.077065,0.087783,0.47714,0.056351,0.459731,0.018748,0.01303,0.013539
gsm8k_orgn_vs_gsm8k_ver1,v,33,8,1,8,0.060314,0.020407,0.056087,0.477972,0.032504,0.487074,0.01169,0.002835,0.01038
gsm8k_orgn_vs_gsm8k_ver1,v,34,8,1,8,0.063621,0.043793,0.050198,0.438275,0.045776,0.43644,0.022502,0.023891,0.009999
gsm8k_orgn_vs_gsm8k_ver1,v,35,8,1,8,0.046158,0.02325,0.032775,0.440695,0.031823,0.448666,0.019889,0.023938,0.009076
gsm8k_orgn_vs_gsm8k_ver1,v,36,8,1,8,0.096909,0.090811,0.074544,0.435522,0.073964,0.424701,0.028219,0.020527,0.02068
gsm8k_orgn_vs_gsm8k_ver1,v,37,8,1,8,0.105837,0.098776,0.055166,0.461468,0.062243,0.455044,0.050369,0.074116,0.020038
gsm8k_orgn_vs_gsm8k_ver1,v,38,8,1,8,0.098452,0.114068,0.045749,0.429438,0.100188,0.400554,0.025006,0.012439,0.023987
gsm8k_orgn_vs_gsm8k_ver1,v,39,8,1,8,0.120097,0.110299,0.073046,0.429629,0.0986,0.399538,0.030284,0.017495,0.023593
gsm8k_ver1_vs_gpqa_orgn,k,0,8,1,8,0.949211,0.059577,0.97743,0.977954,0.02661,0.990448,0.061657,0.027675,0.053865
gsm8k_ver1_vs_gpqa_orgn,k,1,8,1,8,0.69119,0.10376,0.691678,0.867542,0.051013,0.872292,0.053768,0.023026,0.050684
gsm8k_ver1_vs_gpqa_orgn,k,2,8,1,8,0.7023,0.123127,0.730054,0.849899,0.076307,0.878592,0.047503,0.018491,0.045378
gsm8k_ver1_vs_gpqa_orgn,k,3,8,1,8,0.446163,0.082627,0.445438,0.726618,0.038867,0.739266,0.058057,0.034583,0.045878
gsm8k_ver1_vs_gpqa_orgn,k,4,8,1,8,0.551592,0.082014,0.543794,0.768432,0.047626,0.773813,0.048938,0.013465,0.046274
gsm8k_ver1_vs_gpqa_orgn,k,5,8,1,8,0.539284,0.11859,0.54068,0.78019,0.077332,0.780616,0.044046,0.015233,0.041515
gsm8k_ver1_vs_gpqa_orgn,k,6,8,1,8,0.506752,0.107572,0.514261,0.758495,0.078667,0.752694,0.078028,0.05035,0.059897
gsm8k_ver1_vs_gpqa_orgn,k,7,8,1,8,0.718862,0.071632,0.733868,0.851463,0.040913,0.860006,0.052276,0.023954,0.049003
gsm8k_ver1_vs_gpqa_orgn,k,8,8,1,8,0.846161,0.06066,0.866773,0.917791,0.036237,0.92596,0.056096,0.019045,0.055175
gsm8k_ver1_vs_gpqa_orgn,k,9,8,1,8,0.546609,0.137106,0.574988,0.755554,0.089303,0.772964,0.041481,0.011323,0.04263
gsm8k_ver1_vs_gpqa_orgn,k,10,8,1,8,0.837616,0.104141,0.865269,0.914742,0.049118,0.924321,0.045934,0.013631,0.042566
gsm8k_ver1_vs_gpqa_orgn,k,11,8,1,8,0.628574,0.091991,0.658434,0.801991,0.052509,0.816137,0.050832,0.008864,0.051948
gsm8k_ver1_vs_gpqa_orgn,k,12,8,1,8,0.403678,0.144322,0.389874,0.666827,0.100903,0.652276,0.054461,0.008566,0.056071
gsm8k_ver1_vs_gpqa_orgn,k,13,8,1,8,0.457648,0.100066,0.46464,0.70123,0.071204,0.692609,0.061203,0.013825,0.060783
gsm8k_ver1_vs_gpqa_orgn,k,14,8,1,8,0.501997,0.135402,0.45181,0.740475,0.081321,0.727534,0.062502,0.018097,0.064631
gsm8k_ver1_vs_gpqa_orgn,k,15,8,1,8,0.535312,0.087349,0.544779,0.7473,0.057298,0.757137,0.054815,0.013925,0.057384
gsm8k_ver1_vs_gpqa_orgn,k,16,8,1,8,0.647888,0.07966,0.640342,0.820137,0.051666,0.813992,0.059281,0.01463,0.063252
gsm8k_ver1_vs_gpqa_orgn,k,17,8,1,8,0.454401,0.125581,0.432212,0.720512,0.079995,0.690922,0.06204,0.017416,0.062659
gsm8k_ver1_vs_gpqa_orgn,k,18,8,1,8,0.417518,0.102315,0.379798,0.701157,0.054286,0.685216,0.052698,0.009498,0.052976
gsm8k_ver1_vs_gpqa_orgn,k,19,8,1,8,0.439615,0.036861,0.443063,0.717425,0.024429,0.719482,0.056946,0.006088,0.055686
gsm8k_ver1_vs_gpqa_orgn,k,20,8,1,8,0.536229,0.124359,0.524523,0.775571,0.05976,0.781901,0.053091,0.01285,0.056726
gsm8k_ver1_vs_gpqa_orgn,k,21,8,1,8,0.505642,0.112903,0.469026,0.767734,0.056225,0.769176,0.06897,0.012522,0.074095
gsm8k_ver1_vs_gpqa_orgn,k,22,8,1,8,0.517745,0.065103,0.500034,0.757154,0.038681,0.757942,0.045371,0.005871,0.046577
gsm8k_ver1_vs_gpqa_orgn,k,23,8,1,8,0.534938,0.088418,0.537324,0.773896,0.033637,0.772746,0.061638,0.011441,0.060595
gsm8k_ver1_vs_gpqa_orgn,k,24,8,1,8,0.505868,0.106214,0.488433,0.768206,0.042101,0.763051,0.068053,0.009337,0.063679
gsm8k_ver1_vs_gpqa_orgn,k,25,8,1,8,0.717249,0.089757,0.697385,0.867443,0.039698,0.858297,0.055251,0.009137,0.054421
gsm8k_ver1_vs_gpqa_orgn,k,26,8,1,8,0.505429,0.069006,0.497228,0.7591,0.034519,0.764962,0.06251,0.010387,0.062054
gsm8k_ver1_vs_gpqa_orgn,k,27,8,1,8,0.580766,0.087489,0.601099,0.789769,0.047584,0.796978,0.053766,0.011259,0.05246
gsm8k_ver1_vs_gpqa_orgn,k,28,8,1,8,0.410233,0.048029,0.419518,0.707387,0.033102,0.712576,0.064662,0.00701,0.067432
gsm8k_ver1_vs_gpqa_orgn,k,29,8,1,8,0.4773,0.094676,0.44656,0.734248,0.048608,0.721992,0.05736,0.017183,0.054004
gsm8k_ver1_vs_gpqa_orgn,k,30,8,1,8,0.549394,0.114948,0.55029,0.766807,0.048487,0.757678,0.049793,0.009743,0.047742
gsm8k_ver1_vs_gpqa_orgn,k,31,8,1,8,0.484951,0.10007,0.481379,0.715879,0.068488,0.714949,0.059269,0.00987,0.057101
gsm8k_ver1_vs_gpqa_orgn,k,32,8,1,8,0.463333,0.071679,0.49126,0.70735,0.050979,0.698822,0.052235,0.017675,0.045147
gsm8k_ver1_vs_gpqa_orgn,k,33,8,1,8,0.430183,0.043385,0.43203,0.688812,0.024125,0.684018,0.054319,0.014246,0.05522
gsm8k_ver1_vs_gpqa_orgn,k,34,8,1,8,0.413934,0.103013,0.38163,0.706898,0.036759,0.71016,0.052317,0.014799,0.047628
gsm8k_ver1_vs_gpqa_orgn,k,35,8,1,8,0.408763,0.048917,0.395204,0.701074,0.034708,0.710844,0.048568,0.018246,0.041621
gsm8k_ver1_vs_gpqa_orgn,k,36,8,1,8,0.537739,0.108713,0.548711,0.744479,0.062032,0.746296,0.06052,0.032373,0.053162
gsm8k_ver1_vs_gpqa_orgn,k,37,8,1,8,0.494408,0.099995,0.483622,0.723094,0.068189,0.729776,0.057991,0.036817,0.048099
gsm8k_ver1_vs_gpqa_orgn,k,38,8,1,8,0.56654,0.148831,0.516152,0.762476,0.090898,0.742253,0.056966,0.018131,0.05179
gsm8k_ver1_vs_gpqa_orgn,k,39,8,1,8,0.710583,0.050252,0.702798,0.848921,0.031994,0.839288,0.060974,0.011358,0.056872
gsm8k_ver1_vs_gpqa_orgn,q,0,40,1,40,0.444472,0.10966,0.458522,0.738005,0.057806,0.729694,0.062694,0.040902,0.048652
gsm8k_ver1_vs_gpqa_orgn,q,1,40,1,40,0.576345,0.106707,0.572486,0.805754,0.068624,0.809262,0.067287,0.034398,0.062705
gsm8k_ver1_vs_gpqa_orgn,q,2,40,1,40,0.585567,0.112799,0.609791,0.776614,0.068411,0.802144,0.064484,0.025443,0.056652
gsm8k_ver1_vs_gpqa_orgn,q,3,40,1,40,0.469346,0.075309,0.475594,0.720006,0.050315,0.725178,0.059673,0.03995,0.052096
gsm8k_ver1_vs_gpqa_orgn,q,4,40,1,40,0.512885,0.075861,0.525992,0.745619,0.053229,0.753168,0.059615,0.02199,0.053439
gsm8k_ver1_vs_gpqa_orgn,q,5,40,1,40,0.462795,0.107637,0.440283,0.732594,0.062897,0.722467,0.060153,0.024068,0.056917
gsm8k_ver1_vs_gpqa_orgn,q,6,40,1,40,0.528914,0.104241,0.525088,0.758253,0.058171,0.764662,0.055366,0.021755,0.048097
gsm8k_ver1_vs_gpqa_orgn,q,7,40,1,40,0.650564,0.097949,0.65978,0.799531,0.059163,0.811652,0.067682,0.025879,0.062063
gsm8k_ver1_vs_gpqa_orgn,q,8,40,1,40,0.664482,0.092579,0.68151,0.815783,0.064115,0.824207,0.072647,0.017542,0.070058
