pair,component,layer,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median
gsm8k_orgn_vs_gpqa_orgn,q,11,40,1,40,0.627048,0.094211,0.639487,0.796983,0.059638,0.808466,0.051787,0.013289,0.051173
gsm8k_orgn_vs_gpqa_orgn,q,12,40,1,40,0.482782,0.11323,0.459297,0.712894,0.064126,0.69561,0.055993,0.01332,0.055744
gsm8k_orgn_vs_gpqa_orgn,q,13,40,1,40,0.606674,0.137508,0.629992,0.793612,0.079335,0.802018,0.060182,0.015625,0.060438
gsm8k_orgn_vs_gpqa_orgn,q,14,40,1,40,0.55027,0.081381,0.545465,0.755023,0.063515,0.759395,0.065247,0.02197,0.061914
gsm8k_orgn_vs_gpqa_orgn,q,15,40,1,40,0.487736,0.07726,0.489382,0.717545,0.047468,0.719618,0.049286,0.012512,0.047032
gsm8k_orgn_vs_gpqa_orgn,q,16,40,1,40,0.494808,0.096443,0.493536,0.732586,0.067439,0.724146,0.056477,0.018216,0.052006
gsm8k_orgn_vs_gpqa_orgn,q,17,40,1,40,0.408097,0.100745,0.380576,0.686252,0.069338,0.671205,0.055717,0.020187,0.049871
gsm8k_orgn_vs_gpqa_orgn,q,18,40,1,40,0.463657,0.094717,0.451236,0.728691,0.055362,0.71616,0.046466,0.014933,0.043053
gsm8k_orgn_vs_gpqa_orgn,q,19,40,1,40,0.500857,0.111067,0.476882,0.723262,0.071084,0.703032,0.04708,0.009511,0.046342
gsm8k_orgn_vs_gpqa_orgn,q,20,40,1,40,0.499585,0.086703,0.503423,0.740103,0.057134,0.744611,0.044076,0.010214,0.044255
gsm8k_orgn_vs_gpqa_orgn,q,21,40,1,40,0.414353,0.064941,0.40465,0.672635,0.053574,0.662062,0.054879,0.011874,0.05476
gsm8k_orgn_vs_gpqa_orgn,q,22,40,1,40,0.450002,0.060328,0.454947,0.70327,0.03476,0.702224,0.052507,0.011213,0.051478
gsm8k_orgn_vs_gpqa_orgn,q,23,40,1,40,0.491708,0.066434,0.478035,0.716022,0.044705,0.714749,0.04743,0.007468,0.04564
gsm8k_orgn_vs_gpqa_orgn,q,24,40,1,40,0.507637,0.065746,0.489966,0.727371,0.045745,0.715329,0.04789,0.009661,0.046879
gsm8k_orgn_vs_gpqa_orgn,q,25,40,1,40,0.52116,0.056796,0.528114,0.73663,0.037017,0.730056,0.060815,0.016261,0.056974
gsm8k_orgn_vs_gpqa_orgn,q,26,40,1,40,0.511161,0.063343,0.507801,0.725722,0.040819,0.721291,0.054857,0.011963,0.051336
gsm8k_orgn_vs_gpqa_orgn,q,27,40,1,40,0.592093,0.071325,0.5883,0.781252,0.052573,0.783096,0.049591,0.011036,0.048285
gsm8k_orgn_vs_gpqa_orgn,q,28,40,1,40,0.487703,0.06054,0.477507,0.71731,0.040006,0.713976,0.049244,0.010604,0.048872
gsm8k_orgn_vs_gpqa_orgn,q,29,40,1,40,0.666336,0.142299,0.681646,0.8104,0.084798,0.821761,0.052719,0.01183,0.051601
gsm8k_orgn_vs_gpqa_orgn,q,30,40,1,40,0.657352,0.094931,0.686992,0.803266,0.060753,0.817742,0.063133,0.016552,0.063266
gsm8k_orgn_vs_gpqa_orgn,q,31,40,1,40,0.583259,0.095228,0.606415,0.763774,0.05655,0.773252,0.053802,0.012618,0.051498
gsm8k_orgn_vs_gpqa_orgn,q,32,40,1,40,0.647548,0.073352,0.631501,0.794699,0.052621,0.777537,0.059235,0.012353,0.059695
gsm8k_orgn_vs_gpqa_orgn,q,33,40,1,40,0.595935,0.048641,0.591125,0.76471,0.03276,0.767628,0.055194,0.011457,0.054095
gsm8k_orgn_vs_gpqa_orgn,q,34,40,1,40,0.532438,0.061063,0.531978,0.729331,0.039084,0.728013,0.051316,0.00762,0.050896
gsm8k_orgn_vs_gpqa_orgn,q,35,40,1,40,0.520123,0.040733,0.52009,0.723872,0.028571,0.7211,0.065771,0.011965,0.066777
gsm8k_orgn_vs_gpqa_orgn,q,36,40,1,40,0.631467,0.060894,0.623022,0.785254,0.042693,0.783539,0.052602,0.009458,0.05375
gsm8k_orgn_vs_gpqa_orgn,q,37,40,1,40,0.604051,0.055796,0.599564,0.784168,0.043472,0.781894,0.047776,0.015694,0.049387
gsm8k_orgn_vs_gpqa_orgn,q,38,40,1,40,0.659541,0.082533,0.656672,0.819922,0.04626,0.815277,0.053742,0.016853,0.053746
gsm8k_orgn_vs_gpqa_orgn,q,39,40,1,40,0.579813,0.079138,0.58539,0.774771,0.050115,0.772768,0.056115,0.012799,0.05364
gsm8k_orgn_vs_gpqa_orgn,v,0,8,1,8,0.129557,0.150397,0.06978,0.673477,0.053413,0.663519,0.013439,0.003664,0.013606
gsm8k_orgn_vs_gpqa_orgn,v,1,8,1,8,0.081232,0.109272,0.028808,0.634964,0.079729,0.608762,0.018888,0.005486,0.017252
gsm8k_orgn_vs_gpqa_orgn,v,2,8,1,8,0.026814,0.015981,0.02443,0.523354,0.046479,0.522029,0.015891,0.005127,0.01617
gsm8k_orgn_vs_gpqa_orgn,v,3,8,1,8,0.023884,0.015445,0.016416,0.481634,0.049919,0.455144,0.017984,0.006636,0.017027
gsm8k_orgn_vs_gpqa_orgn,v,4,8,1,8,0.045315,0.05756,0.02305,0.465824,0.087293,0.444042,0.017969,0.007657,0.017986
gsm8k_orgn_vs_gpqa_orgn,v,5,8,1,8,0.130091,0.134095,0.067634,0.565994,0.118624,0.55699,0.030547,0.010251,0.030621
gsm8k_orgn_vs_gpqa_orgn,v,6,8,1,8,0.039146,0.026151,0.035153,0.448508,0.091905,0.425911,0.022189,0.005792,0.023162
gsm8k_orgn_vs_gpqa_orgn,v,7,8,1,8,0.062659,0.035563,0.057121,0.415298,0.077946,0.431209,0.032576,0.019375,0.026246
gsm8k_orgn_vs_gpqa_orgn,v,8,8,1,8,0.060034,0.023715,0.058196,0.427869,0.078785,0.419326,0.047299,0.033095,0.035968
gsm8k_orgn_vs_gpqa_orgn,v,9,8,1,8,0.090557,0.068397,0.077278,0.501919,0.037359,0.502864,0.025909,0.009844,0.024746
gsm8k_orgn_vs_gpqa_orgn,v,10,8,1,8,0.046542,0.02783,0.051248,0.429665,0.057426,0.446709,0.020265,0.006065,0.018607
gsm8k_orgn_vs_gpqa_orgn,v,11,8,1,8,0.026046,0.00867,0.024,0.358292,0.040141,0.366152,0.021034,0.008857,0.016852
gsm8k_orgn_vs_gpqa_orgn,v,12,8,1,8,0.084775,0.070332,0.05913,0.414574,0.082259,0.384106,0.027124,0.007637,0.024901
gsm8k_orgn_vs_gpqa_orgn,v,13,8,1,8,0.047921,0.039925,0.033882,0.352208,0.068579,0.341169,0.033634,0.02355,0.027074
gsm8k_orgn_vs_gpqa_orgn,v,14,8,1,8,0.103594,0.126423,0.067038,0.426115,0.139911,0.391076,0.035429,0.020878,0.025944
gsm8k_orgn_vs_gpqa_orgn,v,15,8,1,8,0.075996,0.04525,0.062798,0.417567,0.064877,0.415792,0.031085,0.012558,0.031697
gsm8k_orgn_vs_gpqa_orgn,v,16,8,1,8,0.077455,0.025336,0.078152,0.419616,0.061769,0.402082,0.024373,0.007728,0.023484
gsm8k_orgn_vs_gpqa_orgn,v,17,8,1,8,0.078695,0.04528,0.066572,0.430032,0.056266,0.437535,0.032404,0.029091,0.01976
gsm8k_orgn_vs_gpqa_orgn,v,18,8,1,8,0.081953,0.051097,0.06677,0.431545,0.063377,0.43812,0.023192,0.009737,0.018984
gsm8k_orgn_vs_gpqa_orgn,v,19,8,1,8,0.064185,0.032482,0.07385,0.423471,0.063001,0.444557,0.016816,0.005702,0.014746
gsm8k_orgn_vs_gpqa_orgn,v,20,8,1,8,0.057181,0.035338,0.04996,0.388661,0.062149,0.378404,0.020603,0.005592,0.019247
gsm8k_orgn_vs_gpqa_orgn,v,21,8,1,8,0.088767,0.083124,0.065102,0.412224,0.085911,0.402494,0.027106,0.012939,0.025776
gsm8k_orgn_vs_gpqa_orgn,v,22,8,1,8,0.074496,0.045879,0.0772,0.419747,0.061206,0.430015,0.023296,0.008649,0.022148
gsm8k_orgn_vs_gpqa_orgn,v,23,8,1,8,0.052133,0.017604,0.050097,0.373854,0.039545,0.368008,0.01826,0.005688,0.016166
gsm8k_orgn_vs_gpqa_orgn,v,24,8,1,8,0.044575,0.02588,0.045997,0.363111,0.058138,0.359986,0.027935,0.024893,0.018496
gsm8k_orgn_vs_gpqa_orgn,v,25,8,1,8,0.068714,0.049505,0.06504,0.379169,0.06099,0.38993,0.030561,0.017253,0.02569
gsm8k_orgn_vs_gpqa_orgn,v,26,8,1,8,0.068421,0.052834,0.046209,0.389347,0.055802,0.393474,0.028248,0.007508,0.025738
gsm8k_orgn_vs_gpqa_orgn,v,27,8,1,8,0.065442,0.028482,0.064073,0.430314,0.062192,0.413906,0.027096,0.00726,0.025179
gsm8k_orgn_vs_gpqa_orgn,v,28,8,1,8,0.040047,0.014775,0.039763,0.40768,0.094024,0.39288,0.023196,0.009918,0.019533
gsm8k_orgn_vs_gpqa_orgn,v,29,8,1,8,0.0914,0.089585,0.057677,0.408747,0.062246,0.384242,0.04072,0.04892,0.023675
gsm8k_orgn_vs_gpqa_orgn,v,30,8,1,8,0.05716,0.053613,0.023936,0.383318,0.068602,0.393518,0.033097,0.01832,0.02828
gsm8k_orgn_vs_gpqa_orgn,v,31,8,1,8,0.076047,0.07235,0.045961,0.386289,0.089545,0.387376,0.033933,0.01877,0.032456
gsm8k_orgn_vs_gpqa_orgn,v,32,8,1,8,0.082384,0.071345,0.05358,0.400732,0.072224,0.42392,0.028373,0.021659,0.02299
gsm8k_orgn_vs_gpqa_orgn,v,33,8,1,8,0.03388,0.011388,0.031839,0.382255,0.060576,0.403336,0.022142,0.012766,0.015552
gsm8k_orgn_vs_gpqa_orgn,v,34,8,1,8,0.057975,0.047873,0.036063,0.405691,0.062702,0.40637,0.018809,0.011485,0.013092
gsm8k_orgn_vs_gpqa_orgn,v,35,8,1,8,0.042048,0.023314,0.030412,0.423283,0.03217,0.42604,0.015031,0.009559,0.010638
gsm8k_orgn_vs_gpqa_orgn,v,36,8,1,8,0.079736,0.083965,0.052398,0.38446,0.078538,0.384787,0.031687,0.011335,0.031443
gsm8k_orgn_vs_gpqa_orgn,v,37,8,1,8,0.092603,0.092337,0.050515,0.435491,0.068449,0.430126,0.029954,0.031281,0.016534
gsm8k_orgn_vs_gpqa_orgn,v,38,8,1,8,0.097122,0.105429,0.04077,0.412343,0.103099,0.367215,0.022238,0.009373,0.022056
gsm8k_orgn_vs_gpqa_orgn,v,39,8,1,8,0.100048,0.110362,0.044866,0.407727,0.121158,0.371174,0.03528,0.014168,0.031596
gsm8k_orgn_vs_gpqa_ver1,k,0,8,1,8,0.949633,0.061092,0.978024,0.979252,0.025967,0.991189,0.033551,0.01032,0.0369
gsm8k_orgn_vs_gpqa_ver1,k,1,8,1,8,0.689981,0.105426,0.693407,0.868714,0.051194,0.874474,0.047496,0.019311,0.046434
gsm8k_orgn_vs_gpqa_ver1,k,2,8,1,8,0.70696,0.128384,0.738471,0.851878,0.077386,0.880101,0.045814,0.015968,0.047944
gsm8k_orgn_vs_gpqa_ver1,k,3,8,1,8,0.450156,0.087935,0.442208,0.726263,0.04428,0.746693,0.049279,0.022968,0.041991
gsm8k_orgn_vs_gpqa_ver1,k,4,8,1,8,0.555672,0.07734,0.554433,0.776017,0.044351,0.780278,0.051147,0.017906,0.050741
gsm8k_orgn_vs_gpqa_ver1,k,5,8,1,8,0.536846,0.115592,0.538932,0.776301,0.077866,0.78322,0.046372,0.018908,0.042607
gsm8k_orgn_vs_gpqa_ver1,k,6,8,1,8,0.508029,0.110024,0.514503,0.752958,0.082789,0.746557,0.079644,0.047937,0.06217
gsm8k_orgn_vs_gpqa_ver1,k,7,8,1,8,0.723976,0.07267,0.738026,0.849464,0.043883,0.859096,0.054708,0.02529,0.048486
gsm8k_orgn_vs_gpqa_ver1,k,8,8,1,8,0.847896,0.061696,0.871474,0.919346,0.035994,0.928874,0.054735,0.022495,0.055924
gsm8k_orgn_vs_gpqa_ver1,k,9,8,1,8,0.55038,0.139186,0.583992,0.758368,0.089373,0.77482,0.038002,0.008858,0.041246
gsm8k_orgn_vs_gpqa_ver1,k,10,8,1,8,0.836279,0.106068,0.865076,0.912835,0.051209,0.922511,0.04732,0.011709,0.052419
gsm8k_orgn_vs_gpqa_ver1,k,11,8,1,8,0.628282,0.08569,0.652254,0.799577,0.049002,0.811722,0.050623,0.009365,0.049559
gsm8k_orgn_vs_gpqa_ver1,k,12,8,1,8,0.407002,0.14296,0.394763,0.673753,0.098424,0.662324,0.05349,0.00639,0.054738
gsm8k_orgn_vs_gpqa_ver1,k,13,8,1,8,0.454152,0.098693,0.458148,0.702284,0.074187,0.692756,0.06046,0.012977,0.064034
gsm8k_orgn_vs_gpqa_ver1,k,14,8,1,8,0.501535,0.13767,0.45236,0.73638,0.085389,0.723848,0.058926,0.016776,0.060803
gsm8k_orgn_vs_gpqa_ver1,k,15,8,1,8,0.536937,0.088448,0.545747,0.747287,0.055837,0.755894,0.055595,0.011149,0.055294
gsm8k_orgn_vs_gpqa_ver1,k,16,8,1,8,0.642425,0.079883,0.637904,0.81921,0.051894,0.8134,0.047836,0.010746,0.050825
gsm8k_orgn_vs_gpqa_ver1,k,17,8,1,8,0.476321,0.124248,0.453998,0.739018,0.076108,0.706984,0.048237,0.015017,0.04666
gsm8k_orgn_vs_gpqa_ver1,k,18,8,1,8,0.413258,0.10447,0.375693,0.692969,0.058079,0.673432,0.057663,0.010439,0.05872
gsm8k_orgn_vs_gpqa_ver1,k,19,8,1,8,0.441712,0.035048,0.447735,0.71608,0.022537,0.718224,0.053062,0.007981,0.051471
gsm8k_orgn_vs_gpqa_ver1,k,20,8,1,8,0.529,0.124668,0.519268,0.769595,0.062213,0.776497,0.054175,0.015464,0.058592
gsm8k_orgn_vs_gpqa_ver1,k,21,8,1,8,0.507894,0.113748,0.47451,0.773795,0.056094,0.771674,0.062374,0.010687,0.065707
gsm8k_orgn_vs_gpqa_ver1,k,22,8,1,8,0.508514,0.063725,0.488195,0.748274,0.036001,0.742507,0.060582,0.007387,0.058556
gsm8k_orgn_vs_gpqa_ver1,k,23,8,1,8,0.541363,0.089554,0.54296,0.781091,0.033862,0.78028,0.060265,0.010796,0.060581
gsm8k_orgn_vs_gpqa_ver1,k,24,8,1,8,0.502277,0.108659,0.482378,0.765614,0.043027,0.759968,0.065033,0.008322,0.062546
gsm8k_orgn_vs_gpqa_ver1,k,25,8,1,8,0.719566,0.086081,0.696625,0.864379,0.03992,0.853784,0.055309,0.01168,0.052993
gsm8k_orgn_vs_gpqa_ver1,k,26,8,1,8,0.50595,0.071072,0.48831,0.758444,0.035326,0.763134,0.064231,0.010242,0.066794
gsm8k_orgn_vs_gpqa_ver1,k,27,8,1,8,0.581379,0.090284,0.60181,0.788949,0.048734,0.798658,0.056126,0.009056,0.056786
gsm8k_orgn_vs_gpqa_ver1,k,28,8,1,8,0.422229,0.04991,0.433557,0.717317,0.029935,0.721843,0.05543,0.005958,0.055508
gsm8k_orgn_vs_gpqa_ver1,k,29,8,1,8,0.463812,0.098479,0.43296,0.723286,0.049492,0.711392,0.06264,0.016288,0.060901
gsm8k_orgn_vs_gpqa_ver1,k,30,8,1,8,0.551397,0.111766,0.553078,0.769127,0.048307,0.76328,0.051194,0.00933,0.047061
gsm8k_orgn_vs_gpqa_ver1,k,31,8,1,8,0.492931,0.098446,0.495774,0.723033,0.066973,0.720458,0.055265,0.01181,0.053836
gsm8k_orgn_vs_gpqa_ver1,k,32,8,1,8,0.465141,0.074565,0.497056,0.707615,0.051299,0.70495,0.052516,0.012792,0.048845
gsm8k_orgn_vs_gpqa_ver1,k,33,8,1,8,0.421838,0.054197,0.413475,0.692766,0.030117,0.687961,0.056132,0.007661,0.054029
gsm8k_orgn_vs_gpqa_ver1,k,34,8,1,8,0.415218,0.099739,0.386268,0.704179,0.03835,0.711456,0.052095,0.009095,0.049507
gsm8k_orgn_vs_gpqa_ver1,k,35,8,1,8,0.409402,0.049631,0.398642,0.700109,0.029949,0.707654,0.053173,0.011021,0.049754
gsm8k_orgn_vs_gpqa_ver1,k,36,8,1,8,0.540759,0.1063,0.549712,0.750692,0.062711,0.747879,0.051605,0.023066,0.048862
gsm8k_orgn_vs_gpqa_ver1,k,37,8,1,8,0.482969,0.102598,0.462976,0.717757,0.067232,0.716955,0.050816,0.025702,0.044801
gsm8k_orgn_vs_gpqa_ver1,k,38,8,1,8,0.563876,0.149638,0.5125,0.762306,0.090948,0.744545,0.056593,0.020565,0.054295
gsm8k_orgn_vs_gpqa_ver1,k,39,8,1,8,0.707068,0.050198,0.694948,0.845329,0.032577,0.835932,0.061004,0.017805,0.056704
gsm8k_orgn_vs_gpqa_ver1,q,0,40,1,40,0.460121,0.104489,0.47163,0.751792,0.056477,0.744269,0.039589,0.024438,0.03125
gsm8k_orgn_vs_gpqa_ver1,q,1,40,1,40,0.577896,0.103067,0.573425,0.816198,0.064692,0.817865,0.055509,0.027536,0.049442
gsm8k_orgn_vs_gpqa_ver1,q,2,40,1,40,0.595564,0.111592,0.624734,0.792321,0.066158,0.817793,0.056684,0.018609,0.051336
gsm8k_orgn_vs_gpqa_ver1,q,3,40,1,40,0.478097,0.07343,0.486022,0.724909,0.045766,0.727593,0.061065,0.025483,0.052516
gsm8k_orgn_vs_gpqa_ver1,q,4,40,1,40,0.51409,0.075108,0.531002,0.751596,0.05371,0.756569,0.062926,0.026805,0.059003
gsm8k_orgn_vs_gpqa_ver1,q,5,40,1,40,0.453504,0.109278,0.428113,0.721705,0.066136,0.710695,0.065813,0.027315,0.066141
gsm8k_orgn_vs_gpqa_ver1,q,6,40,1,40,0.533516,0.103479,0.535602,0.765585,0.057333,0.768685,0.056366,0.023227,0.050574
gsm8k_orgn_vs_gpqa_ver1,q,7,40,1,40,0.656839,0.097763,0.669754,0.804468,0.058812,0.816712,0.064407,0.026795,0.057438
gsm8k_orgn_vs_gpqa_ver1,q,8,40,1,40,0.675614,0.090211,0.690948,0.823711,0.062077,0.834637,0.063171,0.016671,0.062702
gsm8k_orgn_vs_gpqa_ver1,q,9,40,1,40,0.559555,0.124588,0.595168,0.768528,0.071417,0.769875,0.049075,0.013359,0.048942
gsm8k_orgn_vs_gpqa_ver1,q,10,40,1,40,0.660696,0.089321,0.695572,0.818977,0.059391,0.84232,0.072451,0.022049,0.075827
gsm8k_orgn_vs_gpqa_ver1,q,11,40,1,40,0.628964,0.095101,0.640207,0.794977,0.061126,0.807545,0.050119,0.012487,0.04928
gsm8k_orgn_vs_gpqa_ver1,q,12,40,1,40,0.482474,0.112666,0.459746,0.713127,0.063958,0.697166,0.052885,0.012642,0.051844
gsm8k_orgn_vs_gpqa_ver1,q,13,40,1,40,0.605139,0.136632,0.626594,0.791177,0.079456,0.802666,0.061026,0.015581,0.060384
gsm8k_orgn_vs_gpqa_ver1,q,14,40,1,40,0.554531,0.081495,0.548901,0.760701,0.064269,0.76726,0.062777,0.020907,0.058777
gsm8k_orgn_vs_gpqa_ver1,q,15,40,1,40,0.485648,0.078012,0.48335,0.713463,0.048733,0.7118,0.053178,0.013481,0.051679
gsm8k_orgn_vs_gpqa_ver1,q,16,40,1,40,0.495003,0.096964,0.491116,0.731318,0.069187,0.71796,0.056455,0.017949,0.052105
gsm8k_orgn_vs_gpqa_ver1,q,17,40,1,40,0.415933,0.101613,0.384834,0.697019,0.068574,0.682846,0.048236,0.017245,0.041856
gsm8k_orgn_vs_gpqa_ver1,q,18,40,1,40,0.459713,0.095417,0.44627,0.724027,0.057285,0.709225,0.049215,0.014465,0.045135
gsm8k_orgn_vs_gpqa_ver1,q,19,40,1,40,0.494883,0.111562,0.472276,0.713809,0.073614,0.699092,0.058045,0.011276,0.05889
gsm8k_orgn_vs_gpqa_ver1,q,20,40,1,40,0.493524,0.086885,0.494701,0.736801,0.056658,0.737366,0.048337,0.010808,0.048578
gsm8k_orgn_vs_gpqa_ver1,q,21,40,1,40,0.412726,0.065225,0.403585,0.670187,0.053895,0.659396,0.053957,0.010767,0.052628
gsm8k_orgn_vs_gpqa_ver1,q,22,40,1,40,0.448532,0.061379,0.452932,0.70197,0.035515,0.700058,0.060543,0.012584,0.059094
gsm8k_orgn_vs_gpqa_ver1,q,23,40,1,40,0.47905,0.066605,0.465091,0.704037,0.044019,0.703902,0.058065,0.00915,0.055945
gsm8k_orgn_vs_gpqa_ver1,q,24,40,1,40,0.497544,0.064629,0.476901,0.720211,0.045048,0.708654,0.053993,0.010457,0.053124
gsm8k_orgn_vs_gpqa_ver1,q,25,40,1,40,0.519793,0.056898,0.524328,0.733706,0.037988,0.727461,0.058511,0.01579,0.054754
gsm8k_orgn_vs_gpqa_ver1,q,26,40,1,40,0.506302,0.062828,0.508868,0.718952,0.040663,0.713856,0.061995,0.013902,0.057447
gsm8k_orgn_vs_gpqa_ver1,q,27,40,1,40,0.583806,0.072427,0.579792,0.773425,0.054524,0.775352,0.063021,0.014181,0.061707
gsm8k_orgn_vs_gpqa_ver1,q,28,40,1,40,0.482664,0.062702,0.47282,0.708386,0.040939,0.702796,0.056943,0.01175,0.055481
gsm8k_orgn_vs_gpqa_ver1,q,29,40,1,40,0.663204,0.144098,0.678708,0.804117,0.087007,0.81282,0.056271,0.013011,0.05493
gsm8k_orgn_vs_gpqa_ver1,q,30,40,1,40,0.661369,0.097016,0.690352,0.805541,0.062085,0.821874,0.061225,0.014814,0.060378
gsm8k_orgn_vs_gpqa_ver1,q,31,40,1,40,0.578354,0.093854,0.602838,0.759192,0.056725,0.769581,0.062606,0.016005,0.05902
gsm8k_orgn_vs_gpqa_ver1,q,32,40,1,40,0.645999,0.07383,0.625615,0.788869,0.053923,0.77216,0.068559,0.020094,0.065342
gsm8k_orgn_vs_gpqa_ver1,q,33,40,1,40,0.592486,0.050254,0.580918,0.753445,0.03522,0.753389,0.061555,0.011172,0.06041
gsm8k_orgn_vs_gpqa_ver1,q,34,40,1,40,0.517227,0.058912,0.516615,0.709566,0.041819,0.709093,0.066634,0.010224,0.0663
gsm8k_orgn_vs_gpqa_ver1,q,35,40,1,40,0.513833,0.038027,0.513152,0.712596,0.026785,0.709526,0.071337,0.015937,0.07032
gsm8k_orgn_vs_gpqa_ver1,q,36,40,1,40,0.627211,0.063262,0.621311,0.775759,0.047988,0.772518,0.067243,0.029414,0.065129
gsm8k_orgn_vs_gpqa_ver1,q,37,40,1,40,0.592807,0.05973,0.581346,0.766803,0.050979,0.763231,0.067124,0.024895,0.065586
gsm8k_orgn_vs_gpqa_ver1,q,38,40,1,40,0.651796,0.082253,0.64885,0.80723,0.048465,0.80045,0.077481,0.030365,0.072017
gsm8k_orgn_vs_gpqa_ver1,q,39,40,1,40,0.569784,0.080483,0.576979,0.753762,0.05347,0.748352,0.081847,0.023386,0.072688
gsm8k_orgn_vs_gpqa_ver1,v,0,8,1,8,0.115518,0.145465,0.06398,0.580393,0.078503,0.548058,0.020779,0.011678,0.01701
gsm8k_orgn_vs_gpqa_ver1,v,1,8,1,8,0.086932,0.111735,0.040641,0.560905,0.100729,0.544638,0.022885,0.009228,0.022762
gsm8k_orgn_vs_gpqa_ver1,v,2,8,1,8,0.024248,0.015232,0.020122,0.427298,0.053029,0.419619,0.018834,0.006306,0.017714
gsm8k_orgn_vs_gpqa_ver1,v,3,8,1,8,0.02138,0.016591,0.01357,0.426471,0.060803,0.400008,0.020642,0.007208,0.020384
gsm8k_orgn_vs_gpqa_ver1,v,4,8,1,8,0.043769,0.057443,0.023338,0.430648,0.092299,0.396016,0.020112,0.00825,0.020218
gsm8k_orgn_vs_gpqa_ver1,v,5,8,1,8,0.125174,0.130098,0.070775,0.527278,0.123913,0.502425,0.035436,0.014384,0.035504
gsm8k_orgn_vs_gpqa_ver1,v,6,8,1,8,0.037346,0.025839,0.032862,0.419913,0.088408,0.39266,0.024969,0.007967,0.024742
gsm8k_orgn_vs_gpqa_ver1,v,7,8,1,8,0.060967,0.033714,0.061139,0.379497,0.057726,0.391012,0.035138,0.01819,0.028432
gsm8k_orgn_vs_gpqa_ver1,v,8,8,1,8,0.062284,0.023254,0.058794,0.415045,0.061483,0.404048,0.045672,0.031542,0.034888
gsm8k_orgn_vs_gpqa_ver1,v,9,8,1,8,0.089976,0.066261,0.076428,0.468813,0.042836,0.458746,0.025856,0.008937,0.024793
gsm8k_orgn_vs_gpqa_ver1,v,10,8,1,8,0.043086,0.027247,0.046718,0.402476,0.054363,0.416827,0.022698,0.007586,0.020073
gsm8k_orgn_vs_gpqa_ver1,v,11,8,1,8,0.025099,0.007726,0.024284,0.347961,0.030169,0.35891,0.020701,0.008091,0.016403
gsm8k_orgn_vs_gpqa_ver1,v,12,8,1,8,0.083624,0.07398,0.053439,0.406962,0.080535,0.37447,0.026845,0.008522,0.024288
gsm8k_orgn_vs_gpqa_ver1,v,13,8,1,8,0.047338,0.040487,0.032117,0.346947,0.065929,0.332154,0.034351,0.02407,0.026474
gsm8k_orgn_vs_gpqa_ver1,v,14,8,1,8,0.102724,0.124819,0.0662,0.419358,0.136477,0.380057,0.037966,0.020253,0.028817
gsm8k_orgn_vs_gpqa_ver1,v,15,8,1,8,0.074544,0.044003,0.063861,0.414392,0.06651,0.412552,0.031534,0.013143,0.031942
gsm8k_orgn_vs_gpqa_ver1,v,16,8,1,8,0.075181,0.025632,0.074378,0.410035,0.055866,0.400968,0.027048,0.006752,0.026264
gsm8k_orgn_vs_gpqa_ver1,v,17,8,1,8,0.075442,0.042815,0.066124,0.42916,0.053098,0.434029,0.03441,0.029412,0.021208
gsm8k_orgn_vs_gpqa_ver1,v,18,8,1,8,0.080512,0.049866,0.068888,0.425409,0.064983,0.425586,0.025546,0.009295,0.023094
gsm8k_orgn_vs_gpqa_ver1,v,19,8,1,8,0.064897,0.03269,0.075282,0.413626,0.059034,0.430879,0.018163,0.006052,0.016259
gsm8k_orgn_vs_gpqa_ver1,v,20,8,1,8,0.058107,0.036411,0.052424,0.379823,0.058733,0.371722,0.020898,0.006181,0.019626
gsm8k_orgn_vs_gpqa_ver1,v,21,8,1,8,0.08989,0.083226,0.068096,0.408607,0.082065,0.40028,0.027313,0.012947,0.025848
gsm8k_orgn_vs_gpqa_ver1,v,22,8,1,8,0.070361,0.042168,0.074035,0.408308,0.05832,0.4074,0.02711,0.010686,0.025086
gsm8k_orgn_vs_gpqa_ver1,v,23,8,1,8,0.05082,0.01483,0.050348,0.366945,0.038905,0.361886,0.02006,0.006475,0.018728
gsm8k_orgn_vs_gpqa_ver1,v,24,8,1,8,0.044906,0.025706,0.044288,0.358565,0.057914,0.354249,0.028931,0.025021,0.018464
gsm8k_orgn_vs_gpqa_ver1,v,25,8,1,8,0.064699,0.048361,0.055672,0.368109,0.060898,0.384078,0.03422,0.02112,0.028405
gsm8k_orgn_vs_gpqa_ver1,v,26,8,1,8,0.064463,0.047077,0.0477,0.367627,0.047487,0.384316,0.030399,0.010777,0.027326
gsm8k_orgn_vs_gpqa_ver1,v,27,8,1,8,0.065085,0.027596,0.060962,0.416578,0.053881,0.403029,0.028865,0.007423,0.027749
gsm8k_orgn_vs_gpqa_ver1,v,28,8,1,8,0.038919,0.016006,0.034984,0.373443,0.05866,0.366391,0.024607,0.009304,0.023112
gsm8k_orgn_vs_gpqa_ver1,v,29,8,1,8,0.086242,0.082112,0.057397,0.388276,0.057456,0.36035,0.050892,0.066182,0.027641
gsm8k_orgn_vs_gpqa_ver1,v,30,8,1,8,0.05734,0.054935,0.025237,0.365208,0.056215,0.38585,0.033602,0.020017,0.031494
