pair,layer,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median,l2_mean_mean,l2_mean_std,l2_mean_median
version2_vs_version3,19,600,1,40,0.340351,0.14379,0.313714,0.898679,0.044013,0.903983,0.056323,0.020664,0.052373,2.467428,0.811743,2.447968
version2_vs_version3,20,600,1,40,0.35244,0.151124,0.31528,0.900458,0.047766,0.910234,0.058841,0.023969,0.052977,2.536239,1.220238,2.456166
version2_vs_version3,21,600,1,40,0.371061,0.128075,0.340013,0.919164,0.038139,0.92619,0.057326,0.022082,0.052954,2.999037,1.28971,2.766494
version2_vs_version3,22,600,1,40,0.336905,0.169314,0.318914,0.910348,0.05035,0.921574,0.053196,0.018965,0.049132,3.316025,1.051075,3.273528
version2_vs_version3,23,600,1,40,0.390029,0.158552,0.347128,0.911327,0.047058,0.920568,0.055518,0.020924,0.051934,2.379656,1.155097,2.278899
version2_vs_version3,24,600,1,40,0.369041,0.157618,0.325628,0.914002,0.042348,0.922911,0.065353,0.032764,0.05717,3.25878,1.799661,3.152478
version2_vs_version3,25,600,1,40,0.372581,0.09494,0.363289,0.920601,0.035167,0.926215,0.059147,0.023123,0.054792,3.3027,1.280974,3.019911
version2_vs_version3,26,600,1,40,0.370189,0.170751,0.321545,0.922119,0.034493,0.927182,0.057615,0.024101,0.051084,3.330406,1.508904,3.489876
version2_vs_version3,27,600,1,40,0.300432,0.094991,0.298952,0.908758,0.035779,0.914061,0.052438,0.018087,0.048364,4.763118,2.258424,4.354752
version2_vs_version3,28,600,1,40,0.336215,0.158845,0.315224,0.911785,0.04164,0.917598,0.055918,0.024179,0.049594,3.817937,1.806812,3.793632
version2_vs_version3,29,600,1,40,0.350297,0.174578,0.294238,0.914975,0.039137,0.916351,0.052448,0.019428,0.04807,4.238012,1.564034,4.141889
version2_vs_version3,30,600,1,40,0.355542,0.162295,0.299238,0.904542,0.046278,0.908431,0.052215,0.021225,0.046998,4.75228,2.106983,4.614326
version2_vs_version3,31,600,1,40,0.358504,0.143022,0.315346,0.9198,0.036405,0.923526,0.053718,0.019718,0.049871,5.841815,2.282655,5.715472
version2_vs_version3,32,600,1,40,0.396297,0.196904,0.335636,0.900551,0.059147,0.907336,0.062944,0.026361,0.057922,5.218202,3.29592,4.265617
version2_vs_version3,33,600,1,40,0.390226,0.131658,0.359228,0.909554,0.035254,0.913966,0.061854,0.026976,0.054904,6.028887,3.041049,5.409601
version2_vs_version3,34,600,1,40,0.396594,0.186044,0.365208,0.91016,0.057204,0.91498,0.057292,0.026019,0.050551,6.013802,3.409252,5.180449
version2_vs_version3,35,600,1,40,0.398654,0.136099,0.373149,0.89275,0.056179,0.904255,0.06803,0.036972,0.059572,6.405851,3.28605,5.55074
version2_vs_version3,36,600,1,40,0.387435,0.136952,0.378552,0.904787,0.041019,0.906481,0.056912,0.023753,0.051942,9.587878,6.447448,7.793888
version2_vs_version3,37,600,1,40,0.429657,0.146505,0.389116,0.906279,0.04948,0.909444,0.06201,0.029453,0.055228,11.53838,5.319414,10.918308
version2_vs_version3,38,600,1,40,0.471218,0.198089,0.476235,0.915946,0.049286,0.926302,0.063089,0.028282,0.057525,15.657989,9.286605,14.452216
version2_vs_version3,39,600,1,40,0.427706,0.227127,0.431488,0.905082,0.049701,0.90392,0.065071,0.029415,0.056443,16.901425,10.310737,16.202656
