pair,component,layer,n_rows,n_tasks,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,maxmatch_cosine_mean,maxmatch_cosine_std,mmd_rbf_mean,mmd_rbf_std,cka_valid_rate,cka_linear_mean_valid_only,cka_linear_std_valid_only
version2_vs_version3,k,20,400,50,8,0.479766,0.133906,0.928232,0.034071,0.002615,0.001346,0.06,0.856346,0.066978
version2_vs_version3,k,21,400,50,8,0.422385,0.111886,0.951695,0.020796,0.002743,0.001546,0.06,0.876527,0.045951
version2_vs_version3,k,22,400,50,8,0.461014,0.082989,0.926529,0.034732,0.002629,0.001391,0.06,0.874311,0.031003
version2_vs_version3,k,23,400,50,8,0.483752,0.099803,0.948092,0.024919,0.002805,0.001611,0.06,0.88319,0.037646
version2_vs_version3,k,24,400,50,8,0.418247,0.117222,0.951567,0.017891,0.002727,0.001478,0.06,0.877158,0.037526
version2_vs_version3,k,25,400,50,8,0.654909,0.107191,0.964486,0.014584,0.002741,0.001407,0.06,0.817835,0.071462
version2_vs_version3,k,26,400,50,8,0.434463,0.083381,0.940346,0.034507,0.002575,0.001355,0.06,0.87076,0.039163
version2_vs_version3,k,27,400,50,8,0.52338,0.105106,0.932612,0.030704,0.002551,0.00127,0.06,0.871046,0.048029
version2_vs_version3,k,28,400,50,8,0.354157,0.050673,0.940671,0.029717,0.00243,0.001347,0.06,0.866109,0.050333
version2_vs_version3,k,29,400,50,8,0.41691,0.108699,0.91712,0.04672,0.002575,0.001244,0.06,0.863548,0.04357
version2_vs_version3,k,30,400,50,8,0.515774,0.123806,0.925974,0.03223,0.002489,0.00115,0.06,0.845076,0.054196
version2_vs_version3,k,31,400,50,8,0.459959,0.101715,0.925731,0.032072,0.002446,0.001195,0.06,0.847972,0.052513
version2_vs_version3,k,32,400,50,8,0.440508,0.082437,0.903822,0.044549,0.002557,0.001145,0.06,0.842857,0.059889
version2_vs_version3,k,33,400,50,8,0.39761,0.0659,0.92462,0.032263,0.002397,0.001154,0.06,0.792806,0.085479
version2_vs_version3,k,34,400,50,8,0.374693,0.113879,0.935382,0.0243,0.002236,0.001119,0.06,0.787897,0.064557
version2_vs_version3,k,35,400,50,8,0.361865,0.066174,0.925143,0.043138,0.002152,0.001009,0.06,0.797758,0.06154
version2_vs_version3,k,36,400,50,8,0.508327,0.116499,0.914592,0.02734,0.002542,0.00106,0.06,0.824124,0.053514
version2_vs_version3,k,37,400,50,8,0.467759,0.108053,0.892016,0.047762,0.00257,0.00108,0.06,0.812573,0.07459
version2_vs_version3,k,38,400,50,8,0.558505,0.135607,0.929267,0.027801,0.002483,0.001088,0.06,0.789109,0.061667
version2_vs_version3,k,39,400,50,8,0.709109,0.046866,0.942693,0.019531,0.002554,0.001101,0.06,0.763168,0.069144
version2_vs_version3,q,0,2000,50,40,0.461865,0.099854,0.879383,0.054843,0.00214,0.000982,0.06,0.7168,0.147622
version2_vs_version3,q,1,2000,50,40,0.575102,0.103205,0.916714,0.044719,0.002213,0.001131,0.06,0.72601,0.171142
version2_vs_version3,q,2,2000,50,40,0.581947,0.112588,0.914933,0.037935,0.002853,0.001361,0.06,0.744229,0.112736
version2_vs_version3,q,3,2000,50,40,0.471081,0.06069,0.895436,0.050166,0.002887,0.001301,0.06,0.74323,0.086986
version2_vs_version3,q,4,2000,50,40,0.512144,0.073053,0.903263,0.044991,0.003231,0.001383,0.06,0.771466,0.090449
version2_vs_version3,q,5,2000,50,40,0.457185,0.102663,0.896025,0.058352,0.003007,0.00135,0.06,0.792057,0.106354
version2_vs_version3,q,6,2000,50,40,0.530628,0.101427,0.902092,0.050137,0.003814,0.001577,0.06,0.787049,0.0771
version2_vs_version3,q,7,2000,50,40,0.669294,0.096128,0.93389,0.028348,0.003916,0.001532,0.06,0.798404,0.072753
version2_vs_version3,q,8,2000,50,40,0.682909,0.089676,0.936077,0.024233,0.003672,0.001495,0.06,0.823975,0.086523
version2_vs_version3,q,9,2000,50,40,0.57008,0.120548,0.910733,0.043923,0.00323,0.001393,0.06,0.818464,0.084905
version2_vs_version3,q,10,2000,50,40,0.670948,0.090354,0.932263,0.026981,0.003258,0.001424,0.06,0.835722,0.082368
version2_vs_version3,q,11,2000,50,40,0.618162,0.092673,0.926612,0.031265,0.003422,0.001474,0.06,0.791159,0.07076
version2_vs_version3,q,12,2000,50,40,0.492674,0.110331,0.915599,0.042291,0.003241,0.001473,0.06,0.838271,0.061185
version2_vs_version3,q,13,2000,50,40,0.608245,0.132505,0.915059,0.040443,0.003395,0.001424,0.06,0.839363,0.057591
version2_vs_version3,q,14,2000,50,40,0.55967,0.075566,0.911695,0.03949,0.003494,0.001503,0.06,0.837115,0.068705
version2_vs_version3,q,15,2000,50,40,0.482393,0.075987,0.904804,0.0449,0.003588,0.001779,0.06,0.857766,0.045963
version2_vs_version3,q,16,2000,50,40,0.493119,0.088577,0.904415,0.045547,0.003137,0.001532,0.06,0.858629,0.049274
version2_vs_version3,q,17,2000,50,40,0.413045,0.090333,0.888986,0.052277,0.003115,0.001468,0.06,0.853805,0.054514
version2_vs_version3,q,18,2000,50,40,0.461045,0.093542,0.895286,0.047384,0.003054,0.00143,0.06,0.856868,0.053809
version2_vs_version3,q,19,2000,50,40,0.503086,0.10542,0.91014,0.042583,0.00309,0.001401,0.06,0.833258,0.056198
version2_vs_version3,q,20,2000,50,40,0.483869,0.082698,0.890779,0.044718,0.003011,0.001269,0.06,0.842352,0.060079
version2_vs_version3,q,21,2000,50,40,0.421404,0.058527,0.893637,0.045106,0.003281,0.001504,0.06,0.865599,0.048816
version2_vs_version3,q,22,2000,50,40,0.447504,0.058036,0.887335,0.047085,0.003233,0.001498,0.06,0.870885,0.044889
version2_vs_version3,q,23,2000,50,40,0.478235,0.061932,0.913628,0.04238,0.003276,0.001607,0.06,0.848802,0.056352
version2_vs_version3,q,24,2000,50,40,0.485296,0.065696,0.906229,0.038627,0.00338,0.001538,0.06,0.875147,0.057929
version2_vs_version3,q,25,2000,50,40,0.507824,0.055984,0.909829,0.040786,0.003554,0.001706,0.06,0.882135,0.038837
version2_vs_version3,q,26,2000,50,40,0.503933,0.064932,0.909341,0.043008,0.003386,0.001491,0.06,0.865711,0.04852
version2_vs_version3,q,27,2000,50,40,0.578226,0.07415,0.919446,0.033424,0.003269,0.001548,0.06,0.8728,0.046409
version2_vs_version3,q,28,2000,50,40,0.479193,0.062591,0.905183,0.041221,0.003303,0.001467,0.06,0.847191,0.051161
version2_vs_version3,q,29,2000,50,40,0.657667,0.142351,0.934917,0.030968,0.003296,0.001391,0.06,0.849345,0.03981
version2_vs_version3,q,30,2000,50,40,0.65942,0.097728,0.926004,0.029602,0.003236,0.001361,0.06,0.855999,0.046306
version2_vs_version3,q,31,2000,50,40,0.580911,0.092479,0.913886,0.039876,0.003204,0.001405,0.06,0.853822,0.050429
version2_vs_version3,q,32,2000,50,40,0.65101,0.073311,0.934708,0.024741,0.003215,0.001291,0.06,0.8197,0.059398
version2_vs_version3,q,33,2000,50,40,0.590142,0.048811,0.925196,0.028796,0.003222,0.001336,0.06,0.812197,0.070126
version2_vs_version3,q,34,2000,50,40,0.520044,0.058592,0.91838,0.032649,0.003176,0.001251,0.06,0.827577,0.042519
version2_vs_version3,q,35,2000,50,40,0.517168,0.036621,0.919028,0.039677,0.003082,0.001242,0.06,0.818013,0.041899
version2_vs_version3,q,36,2000,50,40,0.636748,0.061236,0.923013,0.029555,0.003142,0.001238,0.06,0.799463,0.056499
version2_vs_version3,q,37,2000,50,40,0.602299,0.052743,0.914182,0.035645,0.003115,0.001261,0.06,0.811226,0.066019
version2_vs_version3,q,38,2000,50,40,0.656871,0.084041,0.934662,0.026847,0.003073,0.001268,0.06,0.768268,0.06538
version2_vs_version3,q,39,2000,50,40,0.584861,0.078314,0.908089,0.040886,0.003202,0.001313,0.06,0.821088,0.064558
version2_vs_version3,v,0,400,50,8,0.13237,0.133894,0.955637,0.019151,0.001199,0.000765,0.06,0.472668,0.121085
version2_vs_version3,v,1,400,50,8,0.090936,0.103579,0.946211,0.02095,0.001379,0.000828,0.06,0.470465,0.119697
version2_vs_version3,v,2,400,50,8,0.033255,0.017412,0.926217,0.025311,0.001448,0.000813,0.06,0.551145,0.119921
version2_vs_version3,v,3,400,50,8,0.029532,0.014851,0.917016,0.028221,0.00162,0.000826,0.06,0.550472,0.107081
version2_vs_version3,v,4,400,50,8,0.053571,0.049571,0.916298,0.029554,0.001911,0.000859,0.06,0.568841,0.114052
version2_vs_version3,v,5,400,50,8,0.120748,0.100783,0.930048,0.026617,0.00211,0.000991,0.06,0.556428,0.10893
version2_vs_version3,v,6,400,50,8,0.052897,0.021945,0.915596,0.030897,0.002157,0.000954,0.06,0.527916,0.121983
version2_vs_version3,v,7,400,50,8,0.095731,0.036879,0.912514,0.031892,0.00289,0.001307,0.06,0.613448,0.135995
version2_vs_version3,v,8,400,50,8,0.100907,0.029225,0.918741,0.028557,0.002821,0.001326,0.06,0.572371,0.129078
version2_vs_version3,v,9,400,50,8,0.106731,0.060254,0.92645,0.025488,0.002278,0.000958,0.06,0.606498,0.104596
version2_vs_version3,v,10,400,50,8,0.073137,0.023134,0.909869,0.034123,0.002204,0.000939,0.06,0.618706,0.117248
version2_vs_version3,v,11,400,50,8,0.061491,0.020545,0.902618,0.034097,0.002214,0.000903,0.06,0.644961,0.096827
version2_vs_version3,v,12,400,50,8,0.115445,0.052822,0.913301,0.032943,0.002616,0.00102,0.06,0.693673,0.082044
version2_vs_version3,v,13,400,50,8,0.100056,0.042904,0.895312,0.043876,0.002962,0.001135,0.06,0.654232,0.085037
version2_vs_version3,v,14,400,50,8,0.147921,0.096894,0.912135,0.038085,0.003068,0.001406,0.06,0.685678,0.110388
version2_vs_version3,v,15,400,50,8,0.110857,0.031828,0.918107,0.029696,0.002528,0.001202,0.06,0.706287,0.115017
version2_vs_version3,v,16,400,50,8,0.102285,0.02873,0.91239,0.033693,0.002428,0.001125,0.06,0.722087,0.10254
version2_vs_version3,v,17,400,50,8,0.106103,0.043062,0.916663,0.03101,0.002146,0.000963,0.06,0.705533,0.084475
version2_vs_version3,v,18,400,50,8,0.099048,0.046977,0.903063,0.039534,0.002307,0.00099,0.06,0.69124,0.092602
version2_vs_version3,v,19,400,50,8,0.088384,0.034722,0.899175,0.03825,0.002077,0.000852,0.06,0.653079,0.120798
version2_vs_version3,v,20,400,50,8,0.079031,0.029405,0.884436,0.044339,0.002281,0.000975,0.06,0.68405,0.103728
version2_vs_version3,v,21,400,50,8,0.11272,0.060823,0.899082,0.040062,0.00225,0.000996,0.06,0.729978,0.096605
version2_vs_version3,v,22,400,50,8,0.093375,0.039686,0.901301,0.035015,0.00219,0.000941,0.06,0.67839,0.228452
version2_vs_version3,v,23,400,50,8,0.073718,0.016885,0.883532,0.041558,0.002225,0.000883,0.06,0.684335,0.087232
version2_vs_version3,v,24,400,50,8,0.088291,0.040782,0.888152,0.04362,0.002377,0.000973,0.06,0.675646,0.195069
version2_vs_version3,v,25,400,50,8,0.101952,0.039447,0.896364,0.037642,0.002519,0.001111,0.06,0.693135,0.20049
version2_vs_version3,v,26,400,50,8,0.106924,0.038837,0.899109,0.034459,0.002314,0.000915,0.06,0.701562,0.095258
version2_vs_version3,v,27,400,50,8,0.097431,0.023421,0.909171,0.032876,0.00214,0.000927,0.06,0.668894,0.195801
version2_vs_version3,v,28,400,50,8,0.078395,0.032919,0.908537,0.030853,0.001969,0.000909,0.06,0.649992,0.105077
version2_vs_version3,v,29,400,50,8,0.132682,0.109777,0.906362,0.031179,0.002724,0.002334,0.06,0.696677,0.101885
version2_vs_version3,v,30,400,50,8,0.112244,0.067703,0.905693,0.031692,0.002209,0.000991,0.06,0.662304,0.104194
version2_vs_version3,v,31,400,50,8,0.135718,0.067064,0.91184,0.031465,0.002376,0.001058,0.06,0.678846,0.089487
version2_vs_version3,v,32,400,50,8,0.12325,0.068409,0.904575,0.028926,0.00228,0.001247,0.06,0.652866,0.10787
version2_vs_version3,v,33,400,50,8,0.075381,0.028016,0.903849,0.028784,0.002021,0.000952,0.06,0.633979,0.108353
version2_vs_version3,v,34,400,50,8,0.082305,0.053395,0.900572,0.030656,0.002048,0.00112,0.06,0.613454,0.103092
version2_vs_version3,v,35,400,50,8,0.06626,0.032187,0.899274,0.028467,0.001858,0.000967,0.06,0.567727,0.09306
version2_vs_version3,v,36,400,50,8,0.124871,0.076726,0.898837,0.03369,0.002243,0.000917,0.06,0.64053,0.107437
version2_vs_version3,v,37,400,50,8,0.121219,0.098039,0.905264,0.030238,0.002425,0.001832,0.06,0.615798,0.112262
version2_vs_version3,v,38,400,50,8,0.122476,0.090765,0.895118,0.036086,0.002231,0.000926,0.06,0.604155,0.094802
version2_vs_version3,v,39,400,50,8,0.14996,0.105988,0.902402,0.036562,0.002691,0.001145,0.06,0.656975,0.109876
