pair,component,layer,n_rows,n_tasks,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,maxmatch_cosine_mean,maxmatch_cosine_std,mmd_rbf_mean,mmd_rbf_std,cka_valid_rate,cka_linear_mean_valid_only,cka_linear_std_valid_only
original_vs_version1,k,0,400,50,8,0.946372,0.060756,0.984586,0.019206,0.007177,0.004564,0.06,0.276175,0.175461
original_vs_version1,k,1,400,50,8,0.695136,0.100074,0.918939,0.03014,0.006155,0.004515,0.06,0.683398,0.196151
original_vs_version1,k,2,400,50,8,0.705515,0.116795,0.917022,0.03463,0.005622,0.003108,0.06,0.478681,0.164898
original_vs_version1,k,3,400,50,8,0.460665,0.083554,0.857309,0.044231,0.006829,0.006849,0.06,0.639406,0.175811
original_vs_version1,k,4,400,50,8,0.573608,0.075264,0.885119,0.037863,0.005437,0.001931,0.06,0.640343,0.108119
original_vs_version1,k,5,400,50,8,0.539733,0.102629,0.887649,0.056207,0.00451,0.001766,0.06,0.654772,0.224804
original_vs_version1,k,6,400,50,8,0.506326,0.098417,0.90461,0.042275,0.005753,0.00242,0.06,0.743274,0.144602
original_vs_version1,k,7,400,50,8,0.721058,0.067005,0.929296,0.020728,0.006165,0.003184,0.06,0.581343,0.176357
original_vs_version1,k,8,400,50,8,0.846815,0.061127,0.958006,0.016198,0.005607,0.001825,0.06,0.615714,0.237128
original_vs_version1,k,9,400,50,8,0.556368,0.132995,0.894504,0.032616,0.004464,0.001677,0.06,0.643128,0.19336
original_vs_version1,k,10,400,50,8,0.835271,0.106356,0.958954,0.018233,0.004537,0.001734,0.06,0.607354,0.178557
original_vs_version1,k,11,400,50,8,0.629908,0.084237,0.912346,0.02491,0.00429,0.001574,0.06,0.68983,0.173738
original_vs_version1,k,12,400,50,8,0.385841,0.123911,0.884295,0.041288,0.00406,0.001477,0.06,0.733646,0.186307
original_vs_version1,k,13,400,50,8,0.426854,0.084242,0.880865,0.037108,0.004175,0.001466,0.06,0.717823,0.180014
original_vs_version1,k,14,400,50,8,0.487884,0.125877,0.891849,0.050936,0.003889,0.001501,0.06,0.74898,0.171867
original_vs_version1,k,15,400,50,8,0.510694,0.07314,0.907643,0.030363,0.003789,0.001437,0.06,0.733135,0.178741
original_vs_version1,k,16,400,50,8,0.622971,0.09723,0.932107,0.017827,0.003527,0.001372,0.06,0.751811,0.195256
original_vs_version1,k,17,400,50,8,0.413151,0.11925,0.908821,0.031303,0.00355,0.001447,0.06,0.751096,0.169551
original_vs_version1,k,18,400,50,8,0.374223,0.096442,0.901263,0.035743,0.003949,0.001613,0.06,0.736664,0.179996
original_vs_version1,k,19,400,50,8,0.383121,0.044849,0.899487,0.035897,0.003671,0.001453,0.06,0.748016,0.184203
original_vs_version1,k,20,400,50,8,0.477976,0.134266,0.912767,0.032347,0.003615,0.001363,0.06,0.75539,0.177388
original_vs_version1,k,21,400,50,8,0.4194,0.112094,0.937687,0.021294,0.003751,0.001625,0.06,0.75756,0.189568
original_vs_version1,k,22,400,50,8,0.458467,0.083579,0.910677,0.033963,0.003561,0.001392,0.06,0.755939,0.182328
original_vs_version1,k,23,400,50,8,0.480068,0.099261,0.931035,0.025083,0.004156,0.001657,0.06,0.76895,0.169467
original_vs_version1,k,24,400,50,8,0.414444,0.117137,0.936978,0.017839,0.003792,0.001533,0.06,0.762138,0.184507
original_vs_version1,k,25,400,50,8,0.653331,0.107727,0.954947,0.015564,0.003849,0.0016,0.06,0.66483,0.217595
original_vs_version1,k,26,400,50,8,0.43089,0.083139,0.925253,0.036379,0.003763,0.001524,0.06,0.733076,0.20371
original_vs_version1,k,27,400,50,8,0.520553,0.105593,0.919786,0.02784,0.003627,0.001359,0.06,0.73014,0.206241
original_vs_version1,k,28,400,50,8,0.350327,0.049664,0.920537,0.031635,0.003711,0.001491,0.06,0.728363,0.18417
original_vs_version1,k,29,400,50,8,0.412962,0.107885,0.895792,0.04966,0.005035,0.002629,0.06,0.71411,0.204179
original_vs_version1,k,30,400,50,8,0.51315,0.124697,0.906618,0.03193,0.00451,0.001837,0.06,0.690788,0.201832
original_vs_version1,k,31,400,50,8,0.455889,0.10292,0.903742,0.032827,0.004543,0.001826,0.06,0.700706,0.211308
original_vs_version1,k,32,400,50,8,0.434192,0.081714,0.876171,0.039936,0.006066,0.003945,0.06,0.701365,0.192983
original_vs_version1,k,33,400,50,8,0.390949,0.064914,0.894275,0.031906,0.005498,0.002457,0.06,0.631794,0.202412
original_vs_version1,k,34,400,50,8,0.368142,0.113602,0.903024,0.02819,0.005586,0.003195,0.06,0.619928,0.206854
original_vs_version1,k,35,400,50,8,0.352636,0.065674,0.892926,0.047991,0.006042,0.003826,0.06,0.62901,0.209956
original_vs_version1,k,36,400,50,8,0.500604,0.119908,0.885138,0.027307,0.008874,0.008877,0.06,0.668408,0.213438
original_vs_version1,k,37,400,50,8,0.460814,0.10762,0.862231,0.046244,0.009215,0.008209,0.06,0.665938,0.203152
original_vs_version1,k,38,400,50,8,0.550881,0.137556,0.900008,0.033629,0.007954,0.004909,0.06,0.628781,0.212607
original_vs_version1,k,39,400,50,8,0.704303,0.048307,0.923279,0.019056,0.008112,0.002792,0.06,0.63004,0.200398
original_vs_version1,q,0,2000,50,40,0.453588,0.099609,0.832723,0.056446,0.008507,0.010785,0.06,0.619958,0.199142
original_vs_version1,q,1,2000,50,40,0.574232,0.104168,0.889144,0.047348,0.008096,0.010399,0.06,0.634334,0.223168
original_vs_version1,q,2,2000,50,40,0.581253,0.115878,0.879498,0.043842,0.007853,0.005077,0.06,0.634412,0.169783
original_vs_version1,q,3,2000,50,40,0.465406,0.062054,0.852968,0.048282,0.008782,0.009823,0.06,0.623473,0.138601
original_vs_version1,q,4,2000,50,40,0.50816,0.073197,0.869693,0.042661,0.007663,0.003836,0.06,0.660187,0.162834
original_vs_version1,q,5,2000,50,40,0.452051,0.103487,0.863212,0.056071,0.007044,0.004229,0.06,0.682339,0.180473
original_vs_version1,q,6,2000,50,40,0.525059,0.101038,0.874676,0.048552,0.008674,0.005486,0.06,0.634057,0.193628
original_vs_version1,q,7,2000,50,40,0.665253,0.097531,0.911564,0.029358,0.007795,0.003692,0.06,0.647432,0.181965
original_vs_version1,q,8,2000,50,40,0.679856,0.091177,0.916404,0.026749,0.007087,0.003025,0.06,0.727182,0.176993
original_vs_version1,q,9,2000,50,40,0.566295,0.121584,0.888802,0.042841,0.005262,0.001944,0.06,0.688786,0.176707
original_vs_version1,q,10,2000,50,40,0.669367,0.091312,0.916089,0.027838,0.005245,0.001985,0.06,0.745026,0.168594
original_vs_version1,q,11,2000,50,40,0.616455,0.093555,0.907336,0.030971,0.005181,0.001775,0.06,0.66379,0.17736
original_vs_version1,q,12,2000,50,40,0.490048,0.110317,0.895835,0.040332,0.004484,0.001659,0.06,0.711832,0.179698
original_vs_version1,q,13,2000,50,40,0.607697,0.13225,0.904508,0.039229,0.004738,0.001675,0.06,0.721635,0.168889
original_vs_version1,q,14,2000,50,40,0.557003,0.07579,0.896218,0.036923,0.004789,0.001838,0.06,0.705825,0.195005
original_vs_version1,q,15,2000,50,40,0.47939,0.076185,0.885294,0.041387,0.004957,0.001985,0.06,0.727958,0.167413
original_vs_version1,q,16,2000,50,40,0.490491,0.088846,0.887481,0.04219,0.004266,0.001667,0.06,0.736397,0.170268
original_vs_version1,q,17,2000,50,40,0.410811,0.090408,0.86688,0.048152,0.004313,0.001663,0.06,0.736834,0.162137
original_vs_version1,q,18,2000,50,40,0.457932,0.094094,0.874973,0.044785,0.004319,0.001702,0.06,0.738938,0.162407
original_vs_version1,q,19,2000,50,40,0.501629,0.105459,0.890352,0.041183,0.004189,0.0015,0.06,0.684825,0.182849
original_vs_version1,q,20,2000,50,40,0.482498,0.083194,0.871712,0.039724,0.0041,0.001444,0.06,0.719725,0.178787
original_vs_version1,q,21,2000,50,40,0.419279,0.058554,0.870937,0.04142,0.004457,0.001702,0.06,0.734132,0.187625
original_vs_version1,q,22,2000,50,40,0.445282,0.058317,0.866038,0.043461,0.004387,0.001657,0.06,0.738355,0.182162
original_vs_version1,q,23,2000,50,40,0.475165,0.061612,0.889502,0.040276,0.004869,0.001985,0.06,0.704069,0.191978
original_vs_version1,q,24,2000,50,40,0.482151,0.064995,0.886241,0.035428,0.00475,0.001772,0.06,0.732792,0.200069
original_vs_version1,q,25,2000,50,40,0.505254,0.055454,0.89006,0.036811,0.005278,0.002884,0.06,0.746198,0.179424
original_vs_version1,q,26,2000,50,40,0.500948,0.064701,0.888944,0.037286,0.005409,0.00258,0.06,0.712901,0.198238
original_vs_version1,q,27,2000,50,40,0.577113,0.074665,0.902021,0.030869,0.004931,0.001841,0.06,0.746694,0.177931
original_vs_version1,q,28,2000,50,40,0.476279,0.06332,0.879611,0.038155,0.005152,0.001737,0.06,0.699503,0.186009
original_vs_version1,q,29,2000,50,40,0.656064,0.142805,0.917327,0.033176,0.005831,0.002427,0.06,0.709754,0.182358
original_vs_version1,q,30,2000,50,40,0.658203,0.099376,0.908744,0.030414,0.005983,0.002541,0.06,0.74324,0.149166
original_vs_version1,q,31,2000,50,40,0.579471,0.092774,0.888642,0.038928,0.006204,0.002473,0.06,0.738426,0.155273
original_vs_version1,q,32,2000,50,40,0.647957,0.073894,0.911351,0.02557,0.007815,0.005511,0.06,0.691837,0.174022
original_vs_version1,q,33,2000,50,40,0.587476,0.049237,0.896645,0.027932,0.007588,0.00358,0.06,0.682206,0.176343
original_vs_version1,q,34,2000,50,40,0.513739,0.058176,0.883233,0.034657,0.008616,0.005078,0.06,0.679044,0.189972
original_vs_version1,q,35,2000,50,40,0.512539,0.035637,0.88426,0.038788,0.008194,0.004752,0.06,0.68206,0.182738
original_vs_version1,q,36,2000,50,40,0.631702,0.061586,0.893437,0.029295,0.011558,0.012888,0.06,0.673896,0.169338
original_vs_version1,q,37,2000,50,40,0.598084,0.054338,0.883367,0.034879,0.011018,0.009367,0.06,0.689353,0.167923
original_vs_version1,q,38,2000,50,40,0.653305,0.08371,0.90571,0.02749,0.01297,0.010528,0.06,0.633933,0.183525
original_vs_version1,q,39,2000,50,40,0.579389,0.078514,0.870729,0.038839,0.016388,0.01092,0.06,0.680286,0.179995
original_vs_version1,v,0,400,50,8,0.124757,0.132808,0.832218,0.06364,0.007994,0.004684,0.06,0.275968,0.168729
original_vs_version1,v,1,400,50,8,0.089233,0.103614,0.832906,0.060517,0.007263,0.004385,0.06,0.300148,0.17843
original_vs_version1,v,2,400,50,8,0.031196,0.01736,0.802556,0.063206,0.005612,0.002592,0.06,0.340041,0.160802
original_vs_version1,v,3,400,50,8,0.027334,0.014913,0.806833,0.065591,0.005418,0.00316,0.06,0.349732,0.164435
original_vs_version1,v,4,400,50,8,0.049887,0.050538,0.819203,0.059563,0.005782,0.002254,0.06,0.387164,0.182192
original_vs_version1,v,5,400,50,8,0.116169,0.100914,0.852003,0.051612,0.006467,0.003038,0.06,0.371175,0.172994
original_vs_version1,v,6,400,50,8,0.048543,0.020332,0.827834,0.055332,0.005666,0.002307,0.06,0.375093,0.191287
original_vs_version1,v,7,400,50,8,0.089804,0.034829,0.830093,0.054776,0.007748,0.004839,0.06,0.436656,0.221585
original_vs_version1,v,8,400,50,8,0.096672,0.028439,0.845865,0.045058,0.006717,0.002865,0.06,0.435507,0.226216
original_vs_version1,v,9,400,50,8,0.102277,0.05781,0.862979,0.045026,0.004891,0.001947,0.06,0.437939,0.191974
original_vs_version1,v,10,400,50,8,0.070764,0.02315,0.845784,0.055646,0.0043,0.001938,0.06,0.416414,0.2114
original_vs_version1,v,11,400,50,8,0.05993,0.020378,0.846882,0.048784,0.003639,0.001367,0.06,0.455132,0.225599
original_vs_version1,v,12,400,50,8,0.113637,0.053935,0.873364,0.040677,0.003655,0.001247,0.06,0.520583,0.209328
original_vs_version1,v,13,400,50,8,0.097851,0.04229,0.850193,0.056048,0.004287,0.001566,0.06,0.494375,0.223953
original_vs_version1,v,14,400,50,8,0.145942,0.096232,0.870631,0.048631,0.004771,0.002406,0.06,0.508964,0.233442
original_vs_version1,v,15,400,50,8,0.108682,0.031257,0.882367,0.032704,0.003672,0.001462,0.06,0.525272,0.236394
original_vs_version1,v,16,400,50,8,0.10034,0.028753,0.875522,0.037333,0.003338,0.001234,0.06,0.540751,0.231698
original_vs_version1,v,17,400,50,8,0.103049,0.041711,0.878733,0.035281,0.003509,0.00165,0.06,0.516766,0.2191
original_vs_version1,v,18,400,50,8,0.096866,0.046418,0.860613,0.047531,0.003766,0.001992,0.06,0.501194,0.209849
original_vs_version1,v,19,400,50,8,0.086918,0.034705,0.859235,0.041392,0.002909,0.000969,0.06,0.426674,0.201602
original_vs_version1,v,20,400,50,8,0.077089,0.028785,0.839096,0.046529,0.003155,0.001119,0.06,0.484434,0.227408
original_vs_version1,v,21,400,50,8,0.110656,0.059703,0.862075,0.042385,0.003143,0.001346,0.06,0.537871,0.229771
original_vs_version1,v,22,400,50,8,0.090971,0.038655,0.864538,0.037638,0.003141,0.001364,0.06,0.415269,0.230164
original_vs_version1,v,23,400,50,8,0.071731,0.016654,0.83913,0.046854,0.003235,0.001319,0.06,0.474679,0.216511
original_vs_version1,v,24,400,50,8,0.086393,0.040187,0.849575,0.049402,0.003131,0.001148,0.06,0.429474,0.227113
original_vs_version1,v,25,400,50,8,0.098505,0.03778,0.856995,0.042608,0.004489,0.004083,0.06,0.426205,0.222882
original_vs_version1,v,26,400,50,8,0.103253,0.035937,0.856047,0.0427,0.004383,0.003706,0.06,0.477609,0.208561
original_vs_version1,v,27,400,50,8,0.095183,0.023278,0.868988,0.038951,0.003344,0.001276,0.06,0.402582,0.212422
original_vs_version1,v,28,400,50,8,0.076331,0.032385,0.859312,0.043592,0.003301,0.001396,0.06,0.433262,0.214696
original_vs_version1,v,29,400,50,8,0.126064,0.101245,0.85027,0.043549,0.00921,0.015155,0.06,0.501798,0.222115
original_vs_version1,v,30,400,50,8,0.109451,0.066708,0.846988,0.045604,0.004349,0.00162,0.06,0.462262,0.214243
original_vs_version1,v,31,400,50,8,0.132305,0.065411,0.854023,0.047183,0.004905,0.00289,0.06,0.501005,0.219439
original_vs_version1,v,32,400,50,8,0.117667,0.065047,0.833809,0.045513,0.006902,0.005433,0.06,0.471948,0.22146
original_vs_version1,v,33,400,50,8,0.071435,0.027736,0.828901,0.050896,0.004844,0.002091,0.06,0.447108,0.223069
original_vs_version1,v,34,400,50,8,0.073843,0.045402,0.810605,0.050588,0.007812,0.007692,0.06,0.421671,0.226538
original_vs_version1,v,35,400,50,8,0.059995,0.02696,0.807503,0.051586,0.007122,0.007072,0.06,0.39957,0.194235
original_vs_version1,v,36,400,50,8,0.116137,0.074279,0.803788,0.059181,0.009308,0.006488,0.06,0.460836,0.233652
original_vs_version1,v,37,400,50,8,0.108722,0.086125,0.803593,0.054947,0.016649,0.026873,0.06,0.440307,0.212606
original_vs_version1,v,38,400,50,8,0.112359,0.088287,0.789624,0.063046,0.009485,0.00498,0.06,0.413716,0.222802
original_vs_version1,v,39,400,50,8,0.139375,0.099973,0.784321,0.063084,0.013391,0.008335,0.06,0.453578,0.240541
original_vs_version2,k,0,400,50,8,0.945768,0.062271,0.989186,0.01546,0.002219,0.001683,0.1,0.570463,0.175881
original_vs_version2,k,1,400,50,8,0.697118,0.100005,0.944534,0.026781,0.002138,0.001586,0.1,0.840687,0.114427
original_vs_version2,k,2,400,50,8,0.708078,0.114904,0.950557,0.025297,0.002325,0.001575,0.1,0.740545,0.15743
original_vs_version2,k,3,400,50,8,0.46591,0.083801,0.907346,0.052134,0.002417,0.001757,0.1,0.840453,0.101489
original_vs_version2,k,4,400,50,8,0.577419,0.074253,0.927025,0.040053,0.002531,0.001576,0.1,0.837751,0.082674
original_vs_version2,k,5,400,50,8,0.543977,0.101453,0.926991,0.049699,0.002266,0.001498,0.1,0.847062,0.122998
original_vs_version2,k,6,400,50,8,0.50885,0.098336,0.945092,0.035024,0.002504,0.002069,0.1,0.895818,0.064071
original_vs_version2,k,7,400,50,8,0.725585,0.066491,0.956294,0.020962,0.0029,0.001838,0.1,0.828561,0.092173
original_vs_version2,k,8,400,50,8,0.848222,0.061494,0.971487,0.014765,0.00271,0.001592,0.1,0.832257,0.136603
original_vs_version2,k,9,400,50,8,0.559454,0.13302,0.935039,0.030914,0.002321,0.001422,0.1,0.863331,0.080217
original_vs_version2,k,10,400,50,8,0.836164,0.105507,0.973625,0.014051,0.002367,0.0014,0.1,0.832895,0.090918
original_vs_version2,k,11,400,50,8,0.632057,0.084105,0.944153,0.027792,0.002342,0.001629,0.1,0.888198,0.055207
original_vs_version2,k,12,400,50,8,0.386954,0.124442,0.924058,0.042258,0.002438,0.001611,0.1,0.917073,0.040468
original_vs_version2,k,13,400,50,8,0.428349,0.084013,0.923015,0.03988,0.002453,0.001663,0.1,0.899127,0.060809
original_vs_version2,k,14,400,50,8,0.489118,0.125973,0.92613,0.04994,0.00236,0.00176,0.1,0.904903,0.066931
original_vs_version2,k,15,400,50,8,0.511278,0.073127,0.939875,0.033015,0.002209,0.001573,0.1,0.913466,0.040415
original_vs_version2,k,16,400,50,8,0.622884,0.097192,0.953723,0.022312,0.002123,0.001471,0.1,0.918611,0.042891
original_vs_version2,k,17,400,50,8,0.41377,0.118709,0.942133,0.031495,0.002063,0.001557,0.1,0.916029,0.043252
original_vs_version2,k,18,400,50,8,0.376192,0.096783,0.940413,0.033594,0.002078,0.001553,0.1,0.912556,0.047619
original_vs_version2,k,19,400,50,8,0.385017,0.045725,0.936451,0.036733,0.002062,0.001605,0.1,0.920772,0.04186
original_vs_version2,k,20,400,50,8,0.478992,0.133909,0.942302,0.033589,0.002059,0.001492,0.1,0.912793,0.053976
original_vs_version2,k,21,400,50,8,0.421563,0.111834,0.962461,0.01947,0.002024,0.001612,0.1,0.928553,0.034838
original_vs_version2,k,22,400,50,8,0.459979,0.083237,0.942066,0.034359,0.001978,0.00151,0.1,0.924434,0.027195
original_vs_version2,k,23,400,50,8,0.483031,0.099578,0.960649,0.024325,0.002099,0.001583,0.1,0.931201,0.029197
original_vs_version2,k,24,400,50,8,0.417417,0.116915,0.962476,0.016521,0.002023,0.001514,0.1,0.929805,0.026381
original_vs_version2,k,25,400,50,8,0.654999,0.1076,0.972111,0.013642,0.002085,0.001506,0.1,0.889635,0.044925
original_vs_version2,k,26,400,50,8,0.433765,0.0832,0.953019,0.031535,0.001923,0.001364,0.1,0.922845,0.031134
original_vs_version2,k,27,400,50,8,0.522675,0.10535,0.945694,0.031399,0.00199,0.001441,0.1,0.920891,0.033336
original_vs_version2,k,28,400,50,8,0.353629,0.050525,0.954504,0.027442,0.001845,0.001455,0.1,0.922621,0.035207
original_vs_version2,k,29,400,50,8,0.416451,0.108747,0.93438,0.04346,0.002112,0.001524,0.1,0.91647,0.03624
original_vs_version2,k,30,400,50,8,0.515103,0.123655,0.939932,0.032925,0.002072,0.001441,0.1,0.903448,0.039874
original_vs_version2,k,31,400,50,8,0.459182,0.102052,0.940103,0.031664,0.002077,0.001501,0.1,0.907389,0.036875
original_vs_version2,k,32,400,50,8,0.439753,0.082503,0.920889,0.044671,0.002333,0.001662,0.1,0.907093,0.039861
original_vs_version2,k,33,400,50,8,0.396553,0.065709,0.938698,0.03189,0.002197,0.001612,0.1,0.877379,0.063896
original_vs_version2,k,34,400,50,8,0.374419,0.113954,0.947194,0.025481,0.002081,0.00156,0.1,0.878456,0.053378
original_vs_version2,k,35,400,50,8,0.36108,0.065723,0.938084,0.039382,0.001985,0.001404,0.1,0.880675,0.04924
original_vs_version2,k,36,400,50,8,0.506971,0.1162,0.929212,0.0308,0.002376,0.001658,0.1,0.893391,0.039745
original_vs_version2,k,37,400,50,8,0.467274,0.107883,0.909422,0.047633,0.002457,0.001738,0.1,0.880373,0.061911
original_vs_version2,k,38,400,50,8,0.558329,0.135405,0.940895,0.027903,0.00244,0.001651,0.1,0.872275,0.0526
original_vs_version2,k,39,400,50,8,0.708713,0.047025,0.95159,0.021277,0.002527,0.001629,0.1,0.850403,0.064361
original_vs_version2,q,0,2000,50,40,0.462799,0.099473,0.895326,0.055452,0.00231,0.001954,0.1,0.806165,0.128273
original_vs_version2,q,1,2000,50,40,0.575119,0.103191,0.930374,0.04293,0.002243,0.001943,0.1,0.819153,0.137255
original_vs_version2,q,2,2000,50,40,0.582419,0.112837,0.929533,0.038559,0.002834,0.001996,0.1,0.834368,0.098531
original_vs_version2,q,3,2000,50,40,0.471669,0.060681,0.915143,0.050358,0.002826,0.002133,0.1,0.843412,0.076601
original_vs_version2,q,4,2000,50,40,0.513329,0.073607,0.92111,0.045211,0.003115,0.002015,0.1,0.869496,0.073541
original_vs_version2,q,5,2000,50,40,0.457981,0.103259,0.915294,0.055969,0.002906,0.001958,0.1,0.873704,0.085542
original_vs_version2,q,6,2000,50,40,0.531062,0.101671,0.919863,0.048873,0.003572,0.002307,0.1,0.872559,0.070097
original_vs_version2,q,7,2000,50,40,0.670533,0.095978,0.945935,0.0284,0.003535,0.00203,0.1,0.86964,0.06965
original_vs_version2,q,8,2000,50,40,0.683519,0.089987,0.947284,0.025465,0.003317,0.001945,0.1,0.892862,0.065174
original_vs_version2,q,9,2000,50,40,0.570542,0.120692,0.928728,0.043119,0.002807,0.001768,0.1,0.879982,0.071041
original_vs_version2,q,10,2000,50,40,0.67203,0.090375,0.946162,0.027796,0.002898,0.001968,0.1,0.889565,0.064528
original_vs_version2,q,11,2000,50,40,0.618653,0.092756,0.942224,0.031704,0.002911,0.001898,0.1,0.862341,0.06276
original_vs_version2,q,12,2000,50,40,0.493346,0.110204,0.934358,0.041326,0.002621,0.001731,0.1,0.89934,0.054171
original_vs_version2,q,13,2000,50,40,0.609582,0.131966,0.933305,0.038696,0.0028,0.001739,0.1,0.902343,0.046445
original_vs_version2,q,14,2000,50,40,0.559698,0.075857,0.93016,0.039702,0.002874,0.001886,0.1,0.894484,0.060501
original_vs_version2,q,15,2000,50,40,0.48204,0.076083,0.926443,0.044777,0.002842,0.002022,0.1,0.908145,0.042555
original_vs_version2,q,16,2000,50,40,0.493094,0.088675,0.924909,0.045551,0.00254,0.001803,0.1,0.913337,0.039791
original_vs_version2,q,17,2000,50,40,0.413085,0.090649,0.914523,0.051775,0.002517,0.001807,0.1,0.908047,0.046139
original_vs_version2,q,18,2000,50,40,0.461026,0.093932,0.918425,0.047819,0.002503,0.001754,0.1,0.908521,0.046038
original_vs_version2,q,19,2000,50,40,0.502908,0.105231,0.931263,0.040837,0.002438,0.001723,0.1,0.8879,0.049044
original_vs_version2,q,20,2000,50,40,0.483327,0.082826,0.914137,0.046405,0.002459,0.001611,0.1,0.896189,0.051516
original_vs_version2,q,21,2000,50,40,0.421001,0.058865,0.917941,0.043892,0.002538,0.001648,0.1,0.910741,0.040479
original_vs_version2,q,22,2000,50,40,0.446825,0.058328,0.911258,0.049015,0.002603,0.001858,0.1,0.911551,0.038906
original_vs_version2,q,23,2000,50,40,0.477488,0.062222,0.93453,0.040747,0.002624,0.001966,0.1,0.896494,0.049082
original_vs_version2,q,24,2000,50,40,0.484228,0.065938,0.927107,0.038465,0.002684,0.001791,0.1,0.914938,0.042481
original_vs_version2,q,25,2000,50,40,0.507008,0.056169,0.929389,0.040662,0.002873,0.002075,0.1,0.918307,0.029529
original_vs_version2,q,26,2000,50,40,0.503282,0.065491,0.928755,0.041155,0.002753,0.001852,0.1,0.908244,0.036315
original_vs_version2,q,27,2000,50,40,0.577892,0.074554,0.935981,0.034663,0.00268,0.001969,0.1,0.914389,0.035397
original_vs_version2,q,28,2000,50,40,0.478736,0.062871,0.926473,0.041004,0.002668,0.001833,0.1,0.896824,0.040204
original_vs_version2,q,29,2000,50,40,0.657425,0.142577,0.948757,0.029359,0.002782,0.001885,0.1,0.897964,0.03275
original_vs_version2,q,30,2000,50,40,0.65953,0.098057,0.941675,0.030088,0.002792,0.001878,0.1,0.902941,0.036267
original_vs_version2,q,31,2000,50,40,0.580983,0.092811,0.932462,0.039481,0.002798,0.001922,0.1,0.905349,0.040052
original_vs_version2,q,32,2000,50,40,0.651208,0.073439,0.947563,0.025901,0.002954,0.001977,0.1,0.883993,0.045842
original_vs_version2,q,33,2000,50,40,0.590466,0.04863,0.940179,0.030403,0.003031,0.002088,0.1,0.877465,0.053864
original_vs_version2,q,34,2000,50,40,0.520114,0.058803,0.933792,0.033113,0.00308,0.002081,0.1,0.884045,0.0413
original_vs_version2,q,35,2000,50,40,0.517843,0.03691,0.935031,0.038425,0.00288,0.001859,0.1,0.880012,0.041793
original_vs_version2,q,36,2000,50,40,0.636855,0.061356,0.936542,0.031148,0.003107,0.002257,0.1,0.861654,0.055088
original_vs_version2,q,37,2000,50,40,0.60273,0.052876,0.929364,0.036476,0.003041,0.002124,0.1,0.87168,0.056768
original_vs_version2,q,38,2000,50,40,0.656825,0.084335,0.945532,0.027708,0.003232,0.002397,0.1,0.843553,0.063536
original_vs_version2,q,39,2000,50,40,0.584888,0.078399,0.923253,0.042048,0.003346,0.002369,0.1,0.878306,0.058631
original_vs_version2,v,0,400,50,8,0.134167,0.135229,0.954316,0.025051,0.001741,0.001678,0.1,0.646629,0.147147
original_vs_version2,v,1,400,50,8,0.09013,0.103183,0.947744,0.024567,0.001642,0.001361,0.1,0.663327,0.150218
original_vs_version2,v,2,400,50,8,0.033123,0.01702,0.931559,0.027784,0.001599,0.001216,0.1,0.718679,0.131608
original_vs_version2,v,3,400,50,8,0.0297,0.014429,0.92789,0.028214,0.001648,0.001095,0.1,0.705231,0.137265
original_vs_version2,v,4,400,50,8,0.0537,0.048755,0.926394,0.028118,0.001959,0.001232,0.1,0.739076,0.131194
original_vs_version2,v,5,400,50,8,0.120975,0.100771,0.939716,0.023089,0.002172,0.001363,0.1,0.727307,0.134811
original_vs_version2,v,6,400,50,8,0.053604,0.022086,0.92822,0.028229,0.002065,0.00119,0.1,0.703169,0.15005
original_vs_version2,v,7,400,50,8,0.096789,0.037285,0.925449,0.028746,0.00275,0.001676,0.1,0.748758,0.143319
original_vs_version2,v,8,400,50,8,0.102188,0.029737,0.932247,0.024415,0.002554,0.001347,0.1,0.735346,0.141515
original_vs_version2,v,9,400,50,8,0.107606,0.060417,0.942438,0.020456,0.001942,0.001017,0.1,0.756983,0.121202
original_vs_version2,v,10,400,50,8,0.074275,0.023465,0.929099,0.029099,0.001908,0.001077,0.1,0.736341,0.117397
original_vs_version2,v,11,400,50,8,0.062586,0.020969,0.925934,0.025759,0.001815,0.000891,0.1,0.753244,0.114033
original_vs_version2,v,12,400,50,8,0.1166,0.05316,0.937489,0.022972,0.00197,0.000981,0.1,0.802006,0.087909
original_vs_version2,v,13,400,50,8,0.101485,0.042993,0.922258,0.033071,0.002237,0.001024,0.1,0.764632,0.099724
original_vs_version2,v,14,400,50,8,0.149479,0.096478,0.934979,0.028219,0.002412,0.001509,0.1,0.775848,0.117844
original_vs_version2,v,15,400,50,8,0.112407,0.032508,0.94138,0.019583,0.001818,0.000954,0.1,0.810071,0.097141
original_vs_version2,v,16,400,50,8,0.103725,0.029562,0.937364,0.022067,0.001746,0.000957,0.1,0.820692,0.083276
original_vs_version2,v,17,400,50,8,0.107293,0.043267,0.939133,0.020575,0.001645,0.000958,0.1,0.802093,0.090683
original_vs_version2,v,18,400,50,8,0.100063,0.047279,0.929249,0.027791,0.001762,0.001028,0.1,0.780326,0.092206
original_vs_version2,v,19,400,50,8,0.089621,0.035303,0.927178,0.02557,0.00155,0.00085,0.1,0.744122,0.12349
original_vs_version2,v,20,400,50,8,0.079792,0.029647,0.914521,0.030805,0.001717,0.00088,0.1,0.772944,0.105156
original_vs_version2,v,21,400,50,8,0.113494,0.060675,0.925418,0.027861,0.001689,0.000975,0.1,0.814377,0.084358
